vcdl_n_width,vcdl_p_width,tc_n_width,tc_p_width,vdd,fmin,fmax,pmin,pmax
4.75e-07,8.4e-07,1.17e-06,1.995e-06,1.0,4059413992.1106,8677520413.1267,0.0037378,0.0056318
4.75e-07,8.4e-07,1.17e-06,2.09e-06,0.8,4703317532.1344,6829468577.7099,0.0019095,0.0029398
4.75e-07,8.4e-07,1.17e-06,2.09e-06,0.9,4292357744.2395,7937834410.0484,0.0025595,0.0042327
4.75e-07,8.4e-07,1.17e-06,2.09e-06,1.0,4051383277.8666,8737806551.5595,0.00377,0.0057023
4.75e-07,8.4e-07,1.235e-06,1.71e-06,0.8,4530880347.4253,7282732888.1258,0.0017512,0.002854
4.75e-07,8.4e-07,1.235e-06,1.71e-06,0.9,4121414257.3399,8339069568.9822,0.0024899,0.0040898
4.75e-07,8.4e-07,1.235e-06,1.71e-06,1.0,3881951772.8882,9668798010.2026,0.0035838,0.0052164
4.75e-07,8.4e-07,1.235e-06,1.805e-06,0.8,4754073350.7274,7060403096.5108,0.0017745,0.002889
4.75e-07,8.4e-07,1.235e-06,1.805e-06,0.9,4311910057.6138,8110474842.0186,0.0025033,0.0041412
4.75e-07,8.4e-07,1.235e-06,1.805e-06,1.0,4053401107.2216,9365197822.5859,0.0036088,0.0053707
4.75e-07,8.4e-07,1.235e-06,1.9e-06,0.8,4725685549.7096,7028159622.6926,0.001806,0.0029205
4.75e-07,8.4e-07,1.235e-06,1.9e-06,0.9,4293932024.4298,8147297786.8724,0.0025195,0.0041816
4.75e-07,8.4e-07,1.235e-06,1.9e-06,1.0,4040576355.3496,9003646863.9077,0.0036181,0.0055253
4.75e-07,8.4e-07,1.235e-06,1.995e-06,0.8,4703363314.2884,6965573114.7998,0.0018418,0.0029334
4.75e-07,8.4e-07,1.235e-06,1.995e-06,0.9,4279640153.3225,8102197728.6244,0.0025381,0.0042176
4.75e-07,8.4e-07,1.235e-06,1.995e-06,1.0,4030395575.2612,8796035892.4142,0.0036211,0.0056313
4.75e-07,8.4e-07,1.235e-06,2.09e-06,0.8,4634970922.1587,6905580355.7426,0.0018894,0.0029414
4.75e-07,8.4e-07,1.235e-06,2.09e-06,0.9,4226890293.199,8052422014.9007,0.002561,0.0042454
4.75e-07,8.4e-07,1.235e-06,2.09e-06,1.0,3986473141.6338,8630783033.7808,0.0036215,0.0057344
4.75e-07,8.4e-07,1.3e-06,1.71e-06,0.8,4415046538.0615,7547198600.0438,0.0017915,0.0028372
4.75e-07,8.4e-07,1.3e-06,1.71e-06,0.9,4031950442.3966,8718042074.9647,0.0025047,0.003977
4.75e-07,8.4e-07,1.3e-06,1.805e-06,0.8,4675781751.4272,9127986245.4233,0.0018075,0.0028647
4.75e-07,8.4e-07,1.3e-06,1.805e-06,0.9,4251789181.5953,8479305397.9359,0.002506,0.0040939
4.75e-07,8.4e-07,1.3e-06,1.9e-06,0.8,4644886015.3339,7162389476.1762,0.0018224,0.0028946
4.75e-07,8.4e-07,1.3e-06,1.9e-06,0.9,4228965087.5575,8255157796.1462,0.0025159,0.0041573
4.75e-07,8.4e-07,1.3e-06,1.9e-06,1.0,3987827412.6797,9553129643.1332,0.0036131,0.0053619
4.75e-07,8.4e-07,1.3e-06,1.995e-06,0.8,4602955522.9232,6968311745.8224,0.0018442,0.0029274
4.75e-07,8.4e-07,1.3e-06,1.995e-06,0.9,4196908502.0939,8078614294.11,0.0025361,0.0041999
4.75e-07,8.4e-07,1.3e-06,1.995e-06,1.0,3961414846.323,9361579527.1155,0.0036118,0.0055416
4.75e-07,8.4e-07,1.3e-06,2.09e-06,0.8,4587236676.8151,7838882797.8264,0.0018719,0.0029512
4.75e-07,8.4e-07,1.3e-06,2.09e-06,0.9,4185839551.1049,8012705694.5703,0.002567,0.0042373
4.75e-07,8.4e-07,1.3e-06,2.09e-06,1.0,3953905833.1732,8899907684.4256,0.0036017,0.005686
4.75e-07,8.4e-07,1.365e-06,1.71e-06,0.8,4420279842.857,7821410674.0485,0.0018164,0.0027926
4.75e-07,8.4e-07,1.365e-06,1.71e-06,0.9,4041227414.2322,9129156461.445,0.0025451,0.0038344
4.75e-07,8.4e-07,1.365e-06,1.805e-06,0.8,4709282471.338,7626298948.0228,0.0018449,0.0028468
4.75e-07,8.4e-07,1.365e-06,1.805e-06,0.9,4284138731.6143,8893949029.674,0.0025404,0.0039627
4.75e-07,8.4e-07,1.365e-06,1.9e-06,0.8,4684787092.7408,7446424852.6219,0.0018662,0.0028783
4.75e-07,8.4e-07,1.365e-06,1.9e-06,0.9,4266364499.3387,8659519272.1628,0.0025367,0.0040872
4.75e-07,8.4e-07,1.365e-06,1.995e-06,0.8,4596014495.118,7266931312.5119,0.0018808,0.0029022
4.75e-07,8.4e-07,1.365e-06,1.995e-06,0.9,4194371488.9487,8439501767.4223,0.0025414,0.0041719
4.75e-07,8.4e-07,1.365e-06,1.995e-06,1.0,3968175086.3846,9879240149.596,0.0036121,0.0053619
4.75e-07,8.4e-07,1.365e-06,2.09e-06,0.8,4575880118.6055,7083952641.0924,0.0018935,0.0029313
4.75e-07,8.4e-07,1.365e-06,2.09e-06,0.9,4179768221.4255,8253922014.3413,0.0025592,0.0042168
4.75e-07,8.4e-07,1.365e-06,2.09e-06,1.0,3957424148.5489,9635500602.5222,0.0036393,0.0055414
4.75e-07,8.4e-07,1.43e-06,1.71e-06,0.8,4395710025.9166,8626163315.1435,0.0017959,0.0027375
4.75e-07,8.4e-07,1.43e-06,1.9e-06,0.8,4665875542.3617,7726043626.9562,0.0018883,0.00285
4.75e-07,8.4e-07,1.43e-06,1.995e-06,0.8,4631253835.6099,7555896443.0615,0.0019219,0.0028902
4.75e-07,8.4e-07,1.43e-06,1.995e-06,0.9,4229914734.1852,8584477455.0158,0.0025754,0.0040774
4.75e-07,8.4e-07,1.43e-06,2.09e-06,0.8,4607935866.8729,7385835466.7525,0.0019397,0.0029123
4.75e-07,8.4e-07,1.43e-06,2.09e-06,0.9,4212829036.8674,8387174299.2406,0.0025783,0.0041804
4.75e-07,8.8e-07,1.17e-06,1.71e-06,0.8,5087002950.3615,7003699329.1182,0.0017596,0.0028929
4.75e-07,8.8e-07,1.17e-06,1.71e-06,0.9,4550395483.2591,8109124931.6312,0.0025168,0.0041409
4.75e-07,8.8e-07,1.17e-06,1.71e-06,1.0,4257389797.4363,8917938087.9663,0.0036512,0.0054285
4.75e-07,8.8e-07,1.17e-06,1.805e-06,0.8,4846754996.4491,6910530124.0219,0.0017993,0.0029156
4.75e-07,8.8e-07,1.17e-06,1.805e-06,0.9,4373777213.4558,8018150030.8323,0.0025305,0.0041809
4.75e-07,8.8e-07,1.17e-06,1.805e-06,1.0,4106725927.4922,8868690802.8014,0.0036897,0.0055372
4.75e-07,8.8e-07,1.17e-06,1.9e-06,0.8,4812419202.9606,7012257120.1654,0.0018442,0.0029246
4.75e-07,8.8e-07,1.17e-06,1.9e-06,0.9,4359226921.0378,7922743889.751,0.0025443,0.0042133
4.75e-07,8.8e-07,1.17e-06,1.9e-06,1.0,4097942603.3733,8800935488.7747,0.00373,0.0056184
4.75e-07,8.8e-07,1.17e-06,1.995e-06,0.8,4778766803.1796,6923485405.9958,0.0018973,0.0029361
4.75e-07,8.8e-07,1.17e-06,1.995e-06,0.9,4341998053.58,8001328607.5877,0.0025628,0.0042355
4.75e-07,8.8e-07,1.17e-06,1.995e-06,1.0,4087432052.7644,8908581804.8257,0.0037668,0.0056932
4.75e-07,8.8e-07,1.17e-06,2.09e-06,0.8,4800487163.8357,6836626566.9158,0.001928,0.0029496
4.75e-07,8.8e-07,1.17e-06,2.09e-06,0.9,4369456398.9501,7950662279.0746,0.0025828,0.0042532
4.75e-07,8.8e-07,1.17e-06,2.09e-06,1.0,4116646163.7869,8816433551.7979,0.0038019,0.0057606
4.75e-07,8.8e-07,1.235e-06,1.71e-06,0.8,4585542565.8355,7145334671.3919,0.0017698,0.0028623
4.75e-07,8.8e-07,1.235e-06,1.71e-06,0.9,4159762304.4191,8172538281.8417,0.0025023,0.0041108
4.75e-07,8.8e-07,1.235e-06,1.71e-06,1.0,3913100185.5668,9792778965.7099,0.0036051,0.0052525
4.75e-07,8.8e-07,1.235e-06,1.805e-06,0.8,4736263453.8443,7118975070.5343,0.0017957,0.0028973
4.75e-07,8.8e-07,1.235e-06,1.805e-06,0.9,4291587412.8271,8028318651.8408,0.0025197,0.0041585
4.75e-07,8.8e-07,1.235e-06,1.805e-06,1.0,4032409476.4274,9537911601.6152,0.0036219,0.0054112
4.75e-07,8.8e-07,1.235e-06,1.9e-06,0.8,4698525409.4901,6947877169.7959,0.001826,0.0029294
4.75e-07,8.8e-07,1.235e-06,1.9e-06,0.9,4267144445.2041,7989262410.7356,0.0025391,0.004199
4.75e-07,8.8e-07,1.235e-06,1.9e-06,1.0,4013019885.874,8969174672.1468,0.0036304,0.0055794
4.75e-07,8.8e-07,1.235e-06,1.995e-06,0.8,4677839319.4743,6983919564.9429,0.0018647,0.0029443
4.75e-07,8.8e-07,1.235e-06,1.995e-06,0.9,4255072849.9651,7898000394.8238,0.0025626,0.004236
4.75e-07,8.8e-07,1.235e-06,1.995e-06,1.0,4005133508.2921,8853607729.419,0.0036345,0.005699
4.75e-07,8.8e-07,1.235e-06,2.09e-06,0.8,4676534550.6951,6920212460.3722,0.0019117,0.002952
4.75e-07,8.8e-07,1.235e-06,2.09e-06,0.9,4258277523.9986,7849362316.1929,0.00259,0.0042668
4.75e-07,8.8e-07,1.235e-06,2.09e-06,1.0,4010683606.6976,8680614144.2929,0.0036378,0.0057983
4.75e-07,8.8e-07,1.3e-06,1.71e-06,0.8,4455196804.3159,7980123798.8446,0.0018111,0.0028458
4.75e-07,8.8e-07,1.3e-06,1.71e-06,0.9,4061034627.8788,8534233855.0554,0.0025117,0.0040124
4.75e-07,8.8e-07,1.3e-06,1.805e-06,0.8,4729993567.536,8085189643.008,0.0018271,0.0028739
4.75e-07,8.8e-07,1.3e-06,1.805e-06,0.9,4292481346.7194,8306926763.9012,0.0025182,0.0041177
4.75e-07,8.8e-07,1.3e-06,1.9e-06,0.8,4685281312.8328,7213774684.5001,0.0018425,0.0029032
4.75e-07,8.8e-07,1.3e-06,1.9e-06,0.9,4258931192.904,8359134880.478,0.0025335,0.0041767
4.75e-07,8.8e-07,1.3e-06,1.9e-06,1.0,4010319841.0861,9712757437.046,0.0036273,0.0054047
4.75e-07,8.8e-07,1.3e-06,1.995e-06,0.8,4649357883.8868,7008371369.3424,0.0018646,0.0029365
4.75e-07,8.8e-07,1.3e-06,1.995e-06,0.9,4231735749.8321,8124993744.7346,0.0025599,0.0042172
4.75e-07,8.8e-07,1.3e-06,1.995e-06,1.0,3988669437.3498,9446205919.098,0.0036234,0.0055989
4.75e-07,8.8e-07,1.3e-06,2.09e-06,0.8,4630601822.998,7299547930.0412,0.0018921,0.0029615
4.75e-07,8.8e-07,1.3e-06,2.09e-06,0.9,4218874366.2515,8034052759.6424,0.0025971,0.0042556
4.75e-07,8.8e-07,1.3e-06,2.09e-06,1.0,3979131753.5393,9002748219.3031,0.0036161,0.0057561
4.75e-07,8.8e-07,1.365e-06,1.71e-06,0.8,4467155371.439,7909106131.0938,0.0018405,0.0028031
4.75e-07,8.8e-07,1.365e-06,1.71e-06,0.9,4077236296.9158,8922564677.3117,0.002551,0.0038775
4.75e-07,8.8e-07,1.365e-06,1.805e-06,0.8,4746092227.2178,7713198607.4131,0.0018689,0.0028558
4.75e-07,8.8e-07,1.365e-06,1.805e-06,0.9,4311265278.9984,8697353777.8874,0.0025489,0.0040017
4.75e-07,8.8e-07,1.365e-06,1.9e-06,0.8,4735869308.7182,7521008993.2687,0.0018879,0.0028873
4.75e-07,8.8e-07,1.365e-06,1.9e-06,0.9,4305369171.7012,8474044422.5606,0.0025482,0.0041148
4.75e-07,8.8e-07,1.365e-06,1.995e-06,0.8,4637099644.6465,7330545965.5023,0.0019011,0.0029116
4.75e-07,8.8e-07,1.365e-06,1.995e-06,0.9,4225640867.359,8253205740.9674,0.0025592,0.0041916
4.75e-07,8.8e-07,1.365e-06,2.09e-06,0.8,4610634163.1237,8660480417.9906,0.0019143,0.0029405
4.75e-07,8.8e-07,1.365e-06,2.09e-06,0.9,4205520192.5845,8270024524.6926,0.002583,0.0042347
4.75e-07,8.8e-07,1.365e-06,2.09e-06,1.0,3976653208.3417,9745862389.0748,0.003658,0.0055991
4.75e-07,8.8e-07,1.43e-06,1.71e-06,0.8,4427706381.7951,8542320405.6011,0.0018212,0.0027515
4.75e-07,8.8e-07,1.43e-06,1.805e-06,0.9,4336580121.5494,9104633377.6864,0.0025814,0.0038655
4.75e-07,8.8e-07,1.43e-06,1.9e-06,0.8,4705482767.9514,7801522001.145,0.0019144,0.002859
4.75e-07,8.8e-07,1.43e-06,1.9e-06,0.9,4286242980.7162,8868680909.2982,0.0025886,0.0039949
4.75e-07,8.8e-07,1.43e-06,1.995e-06,0.8,4663562482.4228,7621818282.988,0.0019451,0.0029
4.75e-07,8.8e-07,1.43e-06,1.995e-06,0.9,4253659154.9259,8651144043.6059,0.0025879,0.0041075
4.75e-07,8.8e-07,1.43e-06,2.09e-06,0.8,4636496311.6782,7444872938.0483,0.0019622,0.0029224
4.75e-07,8.8e-07,1.43e-06,2.09e-06,0.9,4233128057.0284,8461382814.0327,0.0025969,0.0042013
5e-07,7.2e-07,1.17e-06,1.71e-06,0.8,4858282932.2976,7081077715.9995,0.0016439,0.0028565
5e-07,7.2e-07,1.17e-06,1.71e-06,0.9,4404912691.8805,8107702535.7064,0.0025796,0.003996
5e-07,7.2e-07,1.17e-06,1.71e-06,1.0,4144715478.937,9019775740.8262,0.0035724,0.0051965
5e-07,7.2e-07,1.17e-06,1.805e-06,0.8,4751806969.0056,6986645702.4141,0.0016712,0.0028663
5e-07,7.2e-07,1.17e-06,1.805e-06,0.9,4325342884.0326,8012765500.4889,0.0025936,0.0040489
5e-07,7.2e-07,1.17e-06,1.805e-06,1.0,4080965989.6172,9036754390.1887,0.0036649,0.005242
5e-07,7.2e-07,1.17e-06,1.9e-06,0.8,4772496024.4685,6902688936.2685,0.0017068,0.0028771
5e-07,7.2e-07,1.17e-06,1.9e-06,0.9,4349672084.9149,8154512256.8881,0.0026023,0.0040883
5e-07,7.2e-07,1.17e-06,1.9e-06,1.0,4110588241.1897,8876356078.594,0.003724,0.0052854
5e-07,7.2e-07,1.17e-06,1.995e-06,0.8,4724465742.1528,7014735012.2341,0.0017501,0.0028916
5e-07,7.2e-07,1.17e-06,1.995e-06,0.9,4316979505.9829,8025351621.9511,0.0026072,0.0041193
5e-07,7.2e-07,1.17e-06,1.995e-06,1.0,4089539827.8775,9051941006.7027,0.0037712,0.005332
5e-07,7.2e-07,1.17e-06,2.09e-06,0.8,4773403587.1985,6936322141.3751,0.0017981,0.0029085
5e-07,7.2e-07,1.17e-06,2.09e-06,0.9,4365461331.1598,7960031749.9256,0.0026108,0.0041493
5e-07,7.2e-07,1.17e-06,2.09e-06,1.0,4142476342.0676,8964925798.8392,0.0038178,0.005386
5e-07,7.2e-07,1.235e-06,1.71e-06,0.8,4538442229.8792,7125438931.976,0.0016659,0.0028318
5e-07,7.2e-07,1.235e-06,1.71e-06,0.9,4141877904.1369,8356503128.8447,0.0025623,0.0039184
5e-07,7.2e-07,1.235e-06,1.71e-06,1.0,3910086168.6558,9628905090.6668,0.0034171,0.0050843
5e-07,7.2e-07,1.235e-06,1.805e-06,0.8,4674716118.0756,7118832001.5531,0.0016823,0.0028653
5e-07,7.2e-07,1.235e-06,1.805e-06,0.9,4259696712.4702,8146920483.449,0.0025691,0.0039993
5e-07,7.2e-07,1.235e-06,1.805e-06,1.0,4019655680.7826,9120434281.8528,0.0035562,0.0052075
5e-07,7.2e-07,1.235e-06,1.9e-06,0.8,4648557787.769,6945779303.124,0.001705,0.0028857
5e-07,7.2e-07,1.235e-06,1.9e-06,0.9,4242066386.1178,8002025406.7451,0.0025727,0.0040658
5e-07,7.2e-07,1.235e-06,1.9e-06,1.0,4009319041.9817,9146899300.7197,0.0036544,0.0052769
5e-07,7.2e-07,1.235e-06,1.995e-06,0.8,4655578744.9992,8299917605.5357,0.0017352,0.0028934
5e-07,7.2e-07,1.235e-06,1.995e-06,0.9,4252480522.8769,8102194084.8335,0.0025719,0.0041147
5e-07,7.2e-07,1.235e-06,1.995e-06,1.0,4023641656.296,8917365894.1766,0.0037052,0.0053282
5e-07,7.2e-07,1.235e-06,2.09e-06,0.8,4631457992.732,6818543356.8069,0.0017741,0.0029048
5e-07,7.2e-07,1.235e-06,2.09e-06,0.9,4236678143.048,8023326849.1486,0.0025698,0.0041468
5e-07,7.2e-07,1.235e-06,2.09e-06,1.0,4015216187.2333,8857595424.2386,0.0037366,0.0053815
5e-07,7.2e-07,1.3e-06,1.71e-06,0.8,4429389686.7687,7595295957.8045,0.0016944,0.0028126
5e-07,7.2e-07,1.3e-06,1.71e-06,0.9,4052550137.138,8722913605.4475,0.0025765,0.0037783
5e-07,7.2e-07,1.3e-06,1.805e-06,0.8,4652191926.9806,8031510920.1073,0.0017114,0.0028388
5e-07,7.2e-07,1.3e-06,1.805e-06,0.9,4241024256.0248,8498121877.9892,0.0025742,0.0039096
5e-07,7.2e-07,1.3e-06,1.9e-06,0.8,4625646383.5711,7216602445.0121,0.0017296,0.0028706
5e-07,7.2e-07,1.3e-06,1.9e-06,0.9,4222385952.8698,8290944160.7641,0.0025681,0.0040022
5e-07,7.2e-07,1.3e-06,1.9e-06,1.0,3993972041.982,9547822305.6212,0.0035364,0.0052011
5e-07,7.2e-07,1.3e-06,1.995e-06,0.8,4618369204.744,7014470837.2262,0.0017481,0.0029003
5e-07,7.2e-07,1.3e-06,1.995e-06,0.9,4219591553.7071,8203846685.9669,0.0025633,0.004081
5e-07,7.2e-07,1.3e-06,1.995e-06,1.0,3995742324.9704,9320063709.9276,0.0036486,0.0053064
5e-07,7.2e-07,1.3e-06,2.09e-06,0.8,4574870436.6276,6998160482.5454,0.0017719,0.0029138
5e-07,7.2e-07,1.3e-06,2.09e-06,0.9,4186781306.1864,7924123763.1685,0.0025589,0.0041386
5e-07,7.2e-07,1.3e-06,2.09e-06,1.0,3969747792.0107,9116823775.7077,0.0036964,0.0053722
5e-07,7.2e-07,1.365e-06,1.71e-06,0.8,4386729780.432,8467116494.1277,0.0017077,0.0027788
5e-07,7.2e-07,1.365e-06,1.805e-06,0.8,4634659883.5372,7657501273.008,0.0017319,0.0028263
5e-07,7.2e-07,1.365e-06,1.9e-06,0.8,4604421634.0126,7504749801.0483,0.0017572,0.0028488
5e-07,7.2e-07,1.365e-06,1.995e-06,0.8,4596268638.9171,7337372444.1221,0.0017776,0.0028765
5e-07,7.2e-07,1.365e-06,1.995e-06,0.9,4203539793.2369,8211582824.1782,0.0025798,0.0040078
5e-07,7.2e-07,1.365e-06,2.09e-06,0.8,4515311841.735,7771435873.1185,0.0017975,0.0029083
5e-07,7.2e-07,1.365e-06,2.09e-06,0.9,4138724635.7162,8111709459.6952,0.0025676,0.0040959
5e-07,7.2e-07,1.43e-06,1.71e-06,0.8,4350080291.5457,8768774523.2531,0.0017015,0.0027113
5e-07,7.2e-07,1.43e-06,1.805e-06,0.8,4620721491.3324,8508333482.2087,0.0017328,0.0027779
5e-07,7.2e-07,1.43e-06,1.9e-06,0.8,4594010574.2319,8273830979.7175,0.0017657,0.0028366
5e-07,7.2e-07,1.43e-06,1.995e-06,0.8,4547371016.5941,8092208029.4281,0.0017976,0.0028628
5e-07,7.2e-07,1.43e-06,2.09e-06,0.8,4490911217.6652,7930964600.4962,0.001827,0.0028856
5e-07,7.6e-07,1.17e-06,1.71e-06,0.8,4885200905.5302,7069388799.1557,0.0016612,0.0028676
5e-07,7.6e-07,1.17e-06,1.71e-06,0.9,4420517332.4032,8120037479.5565,0.0026021,0.0040311
5e-07,7.6e-07,1.17e-06,1.71e-06,1.0,4155438485.8752,9194694827.8689,0.0036183,0.0052328
5e-07,7.6e-07,1.17e-06,1.805e-06,0.8,4856514223.6983,6968952837.4541,0.001688,0.0028784
5e-07,7.6e-07,1.17e-06,1.805e-06,0.9,4406947477.3065,8235319453.7201,0.0026182,0.0040802
5e-07,7.6e-07,1.17e-06,1.805e-06,1.0,4150425218.7796,9058186850.155,0.0037029,0.0052836
5e-07,7.6e-07,1.17e-06,1.9e-06,0.8,4810165721.6461,7075693734.8817,0.0017233,0.0028881
5e-07,7.6e-07,1.17e-06,1.9e-06,0.9,4377426856.8242,8133361347.5849,0.0026293,0.0041138
5e-07,7.6e-07,1.17e-06,1.9e-06,1.0,4131758957.8761,8904614028.0186,0.0037609,0.0053239
5e-07,7.6e-07,1.17e-06,1.995e-06,0.8,4762208933.7516,6987602527.0786,0.0017659,0.0029017
5e-07,7.6e-07,1.17e-06,1.995e-06,0.9,4345672744.0239,8021585240.9498,0.0026383,0.0041407
5e-07,7.6e-07,1.17e-06,1.995e-06,1.0,4111416555.4373,9082813434.4101,0.0038106,0.0053712
5e-07,7.6e-07,1.17e-06,2.09e-06,0.8,4811663285.0349,6903431176.0324,0.0018128,0.0029182
5e-07,7.6e-07,1.17e-06,2.09e-06,0.9,4395133373.1404,8163105063.975,0.0026449,0.0041675
5e-07,7.6e-07,1.17e-06,2.09e-06,1.0,4164822913.5469,8986692666.8151,0.0038605,0.0054249
5e-07,7.6e-07,1.235e-06,1.71e-06,0.8,4575224702.1489,8393284844.6955,0.001685,0.0028427
5e-07,7.6e-07,1.235e-06,1.71e-06,0.9,4168583338.0354,8411987473.2644,0.0025791,0.0039549
5e-07,7.6e-07,1.235e-06,1.71e-06,1.0,3930532620.3741,9590397766.2912,0.0034723,0.00511
5e-07,7.6e-07,1.235e-06,1.805e-06,0.8,4712977872.0076,7152229685.5669,0.0017009,0.0028758
5e-07,7.6e-07,1.235e-06,1.805e-06,0.9,4287696933.3375,8182147185.8291,0.0025876,0.0040357
5e-07,7.6e-07,1.235e-06,1.805e-06,1.0,4041077894.7479,9480125091.5911,0.0036033,0.0052363
5e-07,7.6e-07,1.235e-06,1.9e-06,0.8,4747636135.6161,6951256545.3092,0.001723,0.0028974
5e-07,7.6e-07,1.235e-06,1.9e-06,0.9,4321025191.566,8256018840.4782,0.0025934,0.0040998
5e-07,7.6e-07,1.235e-06,1.9e-06,1.0,4075503384.3977,9212484162.8371,0.0036903,0.0053165
5e-07,7.6e-07,1.235e-06,1.995e-06,0.8,4690847938.9053,7051896659.144,0.0017527,0.0029056
5e-07,7.6e-07,1.235e-06,1.995e-06,0.9,4278539872.3179,8180940610.0141,0.0025953,0.0041416
5e-07,7.6e-07,1.235e-06,1.995e-06,1.0,4042790137.0248,8942849769.887,0.0037366,0.0053708
5e-07,7.6e-07,1.235e-06,2.09e-06,0.8,4663709296.6488,6984403128.56,0.0017908,0.0029163
5e-07,7.6e-07,1.235e-06,2.09e-06,0.9,4260641759.5907,8055250258.4108,0.0025961,0.0041698
5e-07,7.6e-07,1.235e-06,2.09e-06,1.0,4032249416.4291,8904581607.8402,0.0037697,0.0054287
5e-07,7.6e-07,1.3e-06,1.71e-06,0.8,4467814445.9857,7643719873.8688,0.001716,0.0028248
5e-07,7.6e-07,1.3e-06,1.71e-06,0.9,4081638901.0912,8502984801.2882,0.0025906,0.0038102
5e-07,7.6e-07,1.3e-06,1.805e-06,0.8,4681813216.4493,7685587035.4181,0.0017326,0.0028503
5e-07,7.6e-07,1.3e-06,1.805e-06,0.9,4262607618.4364,8561520448.8932,0.0025889,0.0039469
5e-07,7.6e-07,1.3e-06,1.9e-06,0.8,4658847457.5425,7251274026.2561,0.0017502,0.0028815
5e-07,7.6e-07,1.3e-06,1.9e-06,0.9,4246707618.8238,8332945222.8724,0.0025845,0.0040412
5e-07,7.6e-07,1.3e-06,1.9e-06,1.0,4011781294.0422,9528603115.5323,0.0035839,0.0052264
5e-07,7.6e-07,1.3e-06,1.995e-06,0.8,4592154096.9046,7081915622.6242,0.001768,0.0029109
5e-07,7.6e-07,1.3e-06,1.995e-06,0.9,4194571909.4492,8200130109.5036,0.0025821,0.0041158
5e-07,7.6e-07,1.3e-06,1.995e-06,1.0,3968665807.9927,9336655663.6915,0.0036831,0.0053418
5e-07,7.6e-07,1.3e-06,2.09e-06,0.8,4603294876.9051,7903454072.4219,0.0017907,0.0029257
5e-07,7.6e-07,1.3e-06,2.09e-06,0.9,4207179571.3598,8161790824.8605,0.0025806,0.0041678
5e-07,7.6e-07,1.3e-06,2.09e-06,1.0,3983612936.3193,9186192007.556,0.0037231,0.0054148
5e-07,7.6e-07,1.365e-06,1.71e-06,0.8,4415697753.9447,7893307440.4644,0.0017295,0.0027913
5e-07,7.6e-07,1.365e-06,1.805e-06,0.8,4666315792.0067,7718224922.798,0.0017546,0.0028387
5e-07,7.6e-07,1.365e-06,1.805e-06,0.9,4252720650.2093,8669627182.103,0.0026132,0.0037897
5e-07,7.6e-07,1.365e-06,1.9e-06,0.8,4633444201.1393,7546070066.4985,0.00178,0.0028616
5e-07,7.6e-07,1.365e-06,1.9e-06,0.9,4227943930.8341,8444146647.7082,0.0026084,0.0039339
5e-07,7.6e-07,1.365e-06,1.995e-06,0.8,4616267400.1252,7360691333.7413,0.0018002,0.0028885
5e-07,7.6e-07,1.365e-06,1.995e-06,0.9,4216565048.5751,8230541358.8006,0.0025961,0.0040473
5e-07,7.6e-07,1.365e-06,1.995e-06,1.0,3994386435.7906,9848835635.042,0.0035492,0.0052298
5e-07,7.6e-07,1.365e-06,2.09e-06,0.8,4542016579.9044,7169198965.091,0.0018195,0.0029192
5e-07,7.6e-07,1.365e-06,2.09e-06,0.9,4157476583.5905,8131438737.4042,0.0025863,0.0041301
5e-07,7.6e-07,1.365e-06,2.09e-06,1.0,3944519976.1546,9657322159.5791,0.0036679,0.005357
5e-07,7.6e-07,1.43e-06,1.71e-06,0.8,4378045444.3245,8618597078.9187,0.0017199,0.0027258
5e-07,7.6e-07,1.43e-06,1.805e-06,0.8,4668964928.9349,8641330507.0525,0.0017529,0.002791
5e-07,7.6e-07,1.43e-06,1.9e-06,0.8,4636495009.7736,8172428987.7443,0.0017879,0.002849
5e-07,7.6e-07,1.43e-06,1.995e-06,0.8,4618052298.553,7655299725.6699,0.0018213,0.0028755
5e-07,7.6e-07,1.43e-06,2.09e-06,0.8,4546627230.5286,7292965617.167,0.001851,0.0028972
5e-07,8e-07,1.17e-06,1.71e-06,0.8,4926760510.5377,7069225874.3648,0.0016785,0.0028781
5e-07,8e-07,1.17e-06,1.71e-06,0.9,4446118264.7463,8142536739.5496,0.0026224,0.0040619
5e-07,8e-07,1.17e-06,1.71e-06,1.0,4175319486.3883,9015770226.8572,0.0036631,0.0052698
5e-07,8e-07,1.17e-06,1.805e-06,0.8,4841254838.5089,6964579670.3548,0.0017058,0.0028903
5e-07,8e-07,1.17e-06,1.805e-06,0.9,4388329782.8556,8261505924.0863,0.0026407,0.0041096
5e-07,8e-07,1.17e-06,1.805e-06,1.0,4131270082.3808,9106444089.1603,0.0037396,0.0053212
5e-07,8e-07,1.17e-06,1.9e-06,0.8,4857185555.9982,7066610847.4076,0.0017415,0.002899
5e-07,8e-07,1.17e-06,1.9e-06,0.9,4411993770.1556,8145796169.8071,0.0026538,0.0041387
5e-07,8e-07,1.17e-06,1.9e-06,1.0,4159233348.1396,8935296606.7391,0.003797,0.0053672
5e-07,8e-07,1.17e-06,1.995e-06,0.8,4802214951.2222,6972513391.8253,0.0017835,0.0029129
5e-07,8e-07,1.17e-06,1.995e-06,0.9,4375899876.1084,8286857228.2965,0.0026656,0.004162
5e-07,8e-07,1.17e-06,1.995e-06,1.0,4135011106.4295,9144760677.309,0.0038499,0.005413
