vcdl_n_width,vcdl_p_width,tc_n_width,tc_p_width,vdd,fmin,fmax,pmin,pmax
5.25e-07,7.6e-07,1.17e-06,1.995e-06,1.0,4221792415.4801,9292444570.388,0.0039067,0.0053041
5.25e-07,7.6e-07,1.17e-06,2.09e-06,0.8,4917362292.6494,7003422905.9623,0.0017626,0.002916
5.25e-07,7.6e-07,1.17e-06,2.09e-06,0.9,4489298004.6046,8297003855.8687,0.0027981,0.0041351
5.25e-07,7.6e-07,1.17e-06,2.09e-06,1.0,4261783155.5974,9088235274.4491,0.0039889,0.005351
5.25e-07,7.6e-07,1.235e-06,1.71e-06,0.8,4641228238.8855,7236563151.7193,0.001675,0.0028441
5.25e-07,7.6e-07,1.235e-06,1.71e-06,0.9,4223766917.7999,8397210775.2298,0.0026721,0.0038641
5.25e-07,7.6e-07,1.235e-06,1.71e-06,1.0,3980756686.7565,9701450781.0621,0.0033858,0.0050821
5.25e-07,7.6e-07,1.235e-06,1.805e-06,0.8,4782120913.6618,7142485597.1149,0.0016858,0.0028731
5.25e-07,7.6e-07,1.235e-06,1.805e-06,0.9,4346240625.5044,8438004811.9324,0.0026923,0.0039339
5.25e-07,7.6e-07,1.235e-06,1.805e-06,1.0,4095489217.7469,9359227360.4995,0.0035134,0.0051936
5.25e-07,7.6e-07,1.235e-06,1.9e-06,0.8,4824973176.8236,7052086308.0832,0.0017004,0.0028879
5.25e-07,7.6e-07,1.235e-06,1.9e-06,0.9,4387252054.3127,8370505622.0991,0.0027113,0.004001
5.25e-07,7.6e-07,1.235e-06,1.9e-06,1.0,4138501600.2266,9332405796.6866,0.0036559,0.0052533
5.25e-07,7.6e-07,1.235e-06,1.995e-06,0.8,4812486628.3443,7174864809.9183,0.0017198,0.0028974
5.25e-07,7.6e-07,1.235e-06,1.995e-06,0.9,4382689683.2951,9682051456.7546,0.0027287,0.0040608
5.25e-07,7.6e-07,1.235e-06,1.995e-06,1.0,4141653418.4708,9166789994.9962,0.0037809,0.0052965
5.25e-07,7.6e-07,1.235e-06,2.09e-06,0.8,4764055613.6078,7089378682.0934,0.0017454,0.0029102
5.25e-07,7.6e-07,1.235e-06,2.09e-06,0.9,4348329043.073,8212113813.841,0.0027415,0.0041131
5.25e-07,7.6e-07,1.235e-06,2.09e-06,1.0,4118812771.6582,9041401229.8468,0.0038644,0.0053385
5.25e-07,7.6e-07,1.3e-06,1.71e-06,0.8,4536783930.0773,7436661679.7953,0.0017037,0.0028248
5.25e-07,7.6e-07,1.3e-06,1.71e-06,0.9,4138525575.7963,8776529167.7675,0.0026636,0.0037477
5.25e-07,7.6e-07,1.3e-06,1.805e-06,0.8,4779723224.9299,7250893881.3766,0.0017148,0.0028515
5.25e-07,7.6e-07,1.3e-06,1.805e-06,0.9,4343726853.0482,8518588977.0231,0.0026842,0.0038602
5.25e-07,7.6e-07,1.3e-06,1.805e-06,1.0,4094264034.7378,9832367118.5211,0.0033775,0.0050848
5.25e-07,7.6e-07,1.3e-06,1.9e-06,0.8,4748568375.783,7255183192.8586,0.0017267,0.0028811
5.25e-07,7.6e-07,1.3e-06,1.9e-06,0.9,4321569735.6221,8379789541.3716,0.0026944,0.0039392
5.25e-07,7.6e-07,1.3e-06,1.9e-06,1.0,4079854656.274,9831518892.9477,0.0034963,0.0051844
5.25e-07,7.6e-07,1.3e-06,1.995e-06,0.8,4715228991.4899,7043780111.9032,0.0017409,0.002905
5.25e-07,7.6e-07,1.3e-06,1.995e-06,0.9,4298242677.3302,8326640030.3766,0.0027001,0.0040134
5.25e-07,7.6e-07,1.3e-06,1.995e-06,1.0,4063743085.4467,9270489987.7354,0.0036403,0.00528
5.25e-07,7.6e-07,1.3e-06,2.09e-06,0.8,4633965343.3898,7147501035.9711,0.0017584,0.0029156
5.25e-07,7.6e-07,1.3e-06,2.09e-06,0.9,4234738668.7902,8280890178.1118,0.0027056,0.0040838
5.25e-07,7.6e-07,1.3e-06,2.09e-06,1.0,4012204762.3821,9197867821.3105,0.0037657,0.0053337
5.25e-07,7.6e-07,1.365e-06,1.71e-06,0.8,4503655519.9352,7920879763.3247,0.0017192,0.0028017
5.25e-07,7.6e-07,1.365e-06,1.805e-06,0.8,4702940001.6535,7732180112.1892,0.0017354,0.0028381
5.25e-07,7.6e-07,1.365e-06,1.805e-06,0.9,4281659547.389,8952324110.4791,0.0026717,0.0037325
5.25e-07,7.6e-07,1.365e-06,1.9e-06,0.8,4660005283.9818,7553021578.1427,0.001752,0.0028613
5.25e-07,7.6e-07,1.365e-06,1.9e-06,0.9,4249372962.8607,8691997814.1383,0.0026991,0.0038544
5.25e-07,7.6e-07,1.365e-06,1.995e-06,0.8,4630930016.4789,7361709931.1546,0.0017691,0.0028891
5.25e-07,7.6e-07,1.365e-06,1.995e-06,0.9,4228309652.8394,8453370842.7974,0.0027027,0.0039467
5.25e-07,7.6e-07,1.365e-06,1.995e-06,1.0,4005102290.8246,9737691874.4561,0.0034801,0.0051866
5.25e-07,7.6e-07,1.365e-06,2.09e-06,0.8,4609806775.1079,8546008976.4413,0.0017857,0.0029172
5.25e-07,7.6e-07,1.365e-06,2.09e-06,0.9,4214336322.2365,8266926827.7056,0.0026987,0.0040272
5.25e-07,7.6e-07,1.365e-06,2.09e-06,1.0,3996410547.2483,9468002554.1501,0.0036186,0.0052964
5.25e-07,7.6e-07,1.43e-06,1.71e-06,0.8,4449398130.7908,8645725118.5652,0.0017185,0.0027384
5.25e-07,7.6e-07,1.43e-06,1.805e-06,0.8,4714975633.5016,8394367328.2124,0.0017389,0.0028038
5.25e-07,7.6e-07,1.43e-06,1.9e-06,0.8,4651033847.6598,8194526151.6109,0.0017615,0.0028514
5.25e-07,7.6e-07,1.43e-06,1.995e-06,0.8,4637898423.1158,7661382536.3924,0.0017852,0.0028738
5.25e-07,7.6e-07,1.43e-06,2.09e-06,0.8,4577588145.5305,7499527797.6377,0.0018089,0.0028987
5.25e-07,7.6e-07,1.43e-06,2.09e-06,0.9,4190724164.67,8398137463.9248,0.002717,0.0039543
5.25e-07,8e-07,1.17e-06,1.71e-06,0.8,4960241696.5917,7199106213.3563,0.0016665,0.0028725
5.25e-07,8e-07,1.17e-06,1.71e-06,0.9,4474976120.2006,8271658236.2983,0.0027206,0.0039705
5.25e-07,8e-07,1.17e-06,1.71e-06,1.0,4204734278.4528,9176855870.3118,0.0035908,0.0052168
5.25e-07,8e-07,1.17e-06,1.805e-06,0.8,4927588992.1472,7090229854.143,0.0016842,0.002881
5.25e-07,8e-07,1.17e-06,1.805e-06,0.9,4462010074.7886,8421034749.2253,0.0027532,0.0040245
5.25e-07,8e-07,1.17e-06,1.805e-06,1.0,4202287864.3835,9391820453.8126,0.003728,0.0052582
5.25e-07,8e-07,1.17e-06,1.9e-06,0.8,4980262796.3521,7181067408.4352,0.0017083,0.002893
5.25e-07,8e-07,1.17e-06,1.9e-06,0.9,4517574886.9515,8272141885.4953,0.0027836,0.0040719
5.25e-07,8e-07,1.17e-06,1.9e-06,1.0,4260801195.4727,9225676754.5957,0.0038516,0.0052974
5.25e-07,8e-07,1.17e-06,1.995e-06,0.8,4930424224.9393,7074907208.2725,0.001739,0.0029087
5.25e-07,8e-07,1.17e-06,1.995e-06,0.9,4487318393.495,8423585233.5367,0.0028102,0.0041165
5.25e-07,8e-07,1.17e-06,1.995e-06,1.0,4244760262.6811,9281455075.4558,0.0039532,0.0053393
5.25e-07,8e-07,1.17e-06,2.09e-06,0.8,4947252741.9384,7177204439.9625,0.001779,0.002926
5.25e-07,8e-07,1.17e-06,2.09e-06,0.9,4512099205.1199,8304692128.7186,0.0028331,0.0041579
5.25e-07,8e-07,1.17e-06,2.09e-06,1.0,4278542702.4712,9368929300.8393,0.0040358,0.0053868
5.25e-07,8e-07,1.235e-06,1.71e-06,0.8,4750077857.5117,7251067513.0029,0.0016923,0.0028552
5.25e-07,8e-07,1.235e-06,1.71e-06,0.9,4308399249.635,8365144616.688,0.0026907,0.0039023
5.25e-07,8e-07,1.235e-06,1.71e-06,1.0,4052649929.0316,9670138870.0284,0.0034382,0.0051063
5.25e-07,8e-07,1.235e-06,1.805e-06,0.8,4821922404.4923,7271696206.0012,0.0017033,0.0028844
5.25e-07,8e-07,1.235e-06,1.805e-06,0.9,4374496735.2559,8469560943.692,0.0027127,0.0039733
5.25e-07,8e-07,1.235e-06,1.805e-06,1.0,4117160819.4845,9189533381.7144,0.0035702,0.0052204
5.25e-07,8e-07,1.235e-06,1.9e-06,0.8,4792505770.1713,7244963544.8596,0.001718,0.0029007
5.25e-07,8e-07,1.235e-06,1.9e-06,0.9,4356929419.8012,8393257949.8637,0.0027342,0.0040387
5.25e-07,8e-07,1.235e-06,1.9e-06,1.0,4107827428.7196,9074943693.3481,0.0037104,0.0052903
5.25e-07,8e-07,1.235e-06,1.995e-06,0.8,4771328575.2955,7161014483.5987,0.0017371,0.0029093
5.25e-07,8e-07,1.235e-06,1.995e-06,0.9,4345299861.9986,8277637772.0801,0.0027536,0.0040965
5.25e-07,8e-07,1.235e-06,1.995e-06,1.0,4104396383.5714,9201961765.1865,0.0038258,0.0053343
5.25e-07,8e-07,1.235e-06,2.09e-06,0.8,4801631763.9691,7069642572.5149,0.0017624,0.0029212
5.25e-07,8e-07,1.235e-06,2.09e-06,0.9,4376903038.5018,8191172459.9536,0.0027687,0.0041418
5.25e-07,8e-07,1.235e-06,2.09e-06,1.0,4140206164.6705,9034354690.0679,0.0039025,0.0053772
5.25e-07,8e-07,1.3e-06,1.71e-06,0.8,4563633253.5579,7482579978.7356,0.0017225,0.0028364
5.25e-07,8e-07,1.3e-06,1.71e-06,0.9,4157237006.5004,8545489087.5406,0.0026818,0.0037756
5.25e-07,8e-07,1.3e-06,1.805e-06,0.8,4816251424.1968,7286687210.6992,0.0017343,0.0028631
5.25e-07,8e-07,1.3e-06,1.805e-06,0.9,4370396520.7023,8575909476.2853,0.0027004,0.0038939
5.25e-07,8e-07,1.3e-06,1.9e-06,0.8,4785635769.3109,7466163038.4657,0.0017463,0.0028924
5.25e-07,8e-07,1.3e-06,1.9e-06,0.9,4349142659.2788,8391893202.1845,0.0027116,0.0039776
5.25e-07,8e-07,1.3e-06,1.9e-06,1.0,4100037170.7783,9539590843.2364,0.0035504,0.0052077
5.25e-07,8e-07,1.3e-06,1.995e-06,0.8,4765641849.3,7204898897.5255,0.0017599,0.0029168
5.25e-07,8e-07,1.3e-06,1.995e-06,0.9,4336856302.0873,8341813967.2744,0.0027189,0.0040522
5.25e-07,8e-07,1.3e-06,1.995e-06,1.0,4093961367.5881,9326928184.7032,0.0036921,0.0053139
5.25e-07,8e-07,1.3e-06,2.09e-06,0.8,4669865959.6846,7131928950.2093,0.0017769,0.0029278
5.25e-07,8e-07,1.3e-06,2.09e-06,0.9,4261567894.3764,8247162425.5614,0.0027263,0.0041198
5.25e-07,8e-07,1.3e-06,2.09e-06,1.0,4031725981.5128,9250265687.3753,0.0038075,0.0053738
5.25e-07,8e-07,1.365e-06,1.71e-06,0.8,4542667174.5259,7763666538.5961,0.0017373,0.0028138
5.25e-07,8e-07,1.365e-06,1.71e-06,0.9,4142445831.6544,8951945993.6216,0.0026313,0.0036667
5.25e-07,8e-07,1.365e-06,1.805e-06,0.8,4737449497.5805,7564822197.2152,0.0017556,0.0028505
5.25e-07,8e-07,1.365e-06,1.805e-06,0.9,4306699880.3121,8703058791.9074,0.0026914,0.0037585
5.25e-07,8e-07,1.365e-06,1.9e-06,0.8,4705944173.8457,7379308844.4933,0.0017732,0.0028736
5.25e-07,8e-07,1.365e-06,1.9e-06,0.9,4284046636.2538,8476156601.296,0.0027149,0.0038838
5.25e-07,8e-07,1.365e-06,1.995e-06,0.8,4669294038.3024,7405802773.5798,0.0017906,0.002901
5.25e-07,8e-07,1.365e-06,1.995e-06,0.9,4256858322.375,8509067292.4637,0.0027182,0.0039826
5.25e-07,8e-07,1.365e-06,1.995e-06,1.0,4026426230.9828,9808700796.872,0.003528,0.0052126
5.25e-07,8e-07,1.365e-06,2.09e-06,0.8,4652618356.9467,7195481110.7006,0.0018069,0.0029286
5.25e-07,8e-07,1.365e-06,2.09e-06,0.9,4246339747.3131,8279414226.9834,0.0027148,0.0040663
5.25e-07,8e-07,1.365e-06,2.09e-06,1.0,4020497318.3472,9510318454.3203,0.0036691,0.0053239
5.25e-07,8e-07,1.43e-06,1.71e-06,0.8,4492144636.2035,8523433393.4385,0.0017338,0.0027526
5.25e-07,8e-07,1.43e-06,1.805e-06,0.8,4752310432.6884,8538929064.1293,0.0017568,0.0028168
5.25e-07,8e-07,1.43e-06,1.9e-06,0.8,4687116505.0298,8310908223.47,0.0017816,0.0028639
5.25e-07,8e-07,1.43e-06,1.995e-06,0.8,4615208327.5153,7708541922.398,0.0018072,0.0028865
5.25e-07,8e-07,1.43e-06,1.995e-06,0.9,4215132863.2432,8649592125.7052,0.0027251,0.0038728
5.25e-07,8e-07,1.43e-06,2.09e-06,0.8,4653770322.6553,7880715998.6239,0.0018318,0.0029107
5.25e-07,8e-07,1.43e-06,2.09e-06,0.9,4250333593.537,8419806830.5256,0.0027324,0.0039896
5.25e-07,8.4e-07,1.17e-06,1.71e-06,0.8,5022943653.8246,7204390899.408,0.0016806,0.002884
5.25e-07,8.4e-07,1.17e-06,1.71e-06,0.9,4514734038.9143,8312389104.6975,0.0027445,0.0040112
5.25e-07,8.4e-07,1.17e-06,1.71e-06,1.0,4237455084.4006,9232225342.444,0.0036521,0.0052502
5.25e-07,8.4e-07,1.17e-06,1.805e-06,0.8,4984370489.144,7090918532.5425,0.0017011,0.002894
5.25e-07,8.4e-07,1.17e-06,1.805e-06,0.9,4500635381.1095,8459823791.7897,0.0027793,0.0040606
5.25e-07,8.4e-07,1.17e-06,1.805e-06,1.0,4234084141.9161,9416352901.8263,0.0037848,0.0052942
5.25e-07,8.4e-07,1.17e-06,1.9e-06,0.8,5025989497.1813,7175653713.9024,0.0017253,0.0029045
5.25e-07,8.4e-07,1.17e-06,1.9e-06,0.9,4549410149.2147,8299124978.517,0.0028116,0.0041046
5.25e-07,8.4e-07,1.17e-06,1.9e-06,1.0,4286591251.2387,9244452806.4149,0.0039017,0.005333
5.25e-07,8.4e-07,1.17e-06,1.995e-06,0.8,4971616338.3274,7064320981.7403,0.001757,0.0029194
5.25e-07,8.4e-07,1.17e-06,1.995e-06,0.9,4517743227.5642,8446634317.8042,0.0028414,0.0041429
5.25e-07,8.4e-07,1.17e-06,1.995e-06,1.0,4269154922.7995,9313240390.2501,0.0039995,0.0053752
5.25e-07,8.4e-07,1.17e-06,2.09e-06,0.8,4991133273.5606,7160981269.1993,0.0017968,0.0029365
5.25e-07,8.4e-07,1.17e-06,2.09e-06,0.9,4546501473.9441,8314377114.1441,0.0028668,0.0041783
5.25e-07,8.4e-07,1.17e-06,2.09e-06,1.0,4306122084.4055,9399524088.2963,0.0040828,0.0054224
5.25e-07,8.4e-07,1.235e-06,1.71e-06,0.8,4796809802.4623,7246163419.3191,0.001709,0.0028655
5.25e-07,8.4e-07,1.235e-06,1.71e-06,0.9,4340344802.3904,8444029998.8187,0.0027076,0.0039426
5.25e-07,8.4e-07,1.235e-06,1.71e-06,1.0,4077916429.6105,9502109158.0956,0.0034935,0.0051316
5.25e-07,8.4e-07,1.235e-06,1.805e-06,0.8,4868703238.3504,7141440553.2413,0.0017201,0.0028956
5.25e-07,8.4e-07,1.235e-06,1.805e-06,0.9,4407930187.2538,8250132131.861,0.002732,0.0040156
5.25e-07,8.4e-07,1.235e-06,1.805e-06,1.0,4143364337.8734,9256602781.1135,0.0036304,0.0052461
5.25e-07,8.4e-07,1.235e-06,1.9e-06,0.8,4843668637.4704,7247322382.1826,0.0017355,0.0029131
5.25e-07,8.4e-07,1.235e-06,1.9e-06,0.9,4395240591.1633,8433922617.955,0.0027555,0.0040779
5.25e-07,8.4e-07,1.235e-06,1.9e-06,1.0,4138358564.3528,9176477700.0743,0.0037643,0.0053248
5.25e-07,8.4e-07,1.235e-06,1.995e-06,0.8,4828861447.0718,7158097487.6065,0.0017548,0.0029207
5.25e-07,8.4e-07,1.235e-06,1.995e-06,0.9,4390005042.7039,8282396674.8312,0.0027766,0.0041302
5.25e-07,8.4e-07,1.235e-06,1.995e-06,1.0,4140457389.4324,9258560168.5988,0.0038688,0.0053717
5.25e-07,8.4e-07,1.235e-06,2.09e-06,0.8,4846025980.3131,7061134912.0614,0.00178,0.0029323
5.25e-07,8.4e-07,1.235e-06,2.09e-06,0.9,4411043329.2899,8238505259.0431,0.0027936,0.0041711
5.25e-07,8.4e-07,1.235e-06,2.09e-06,1.0,4166991430.716,9074089611.7901,0.0039397,0.005415
5.25e-07,8.4e-07,1.3e-06,1.71e-06,0.8,4603381853.0092,7532927462.2892,0.0017409,0.0028482
5.25e-07,8.4e-07,1.3e-06,1.71e-06,0.9,4186291401.4778,8604775241.5471,0.0026975,0.0038091
5.25e-07,8.4e-07,1.3e-06,1.805e-06,0.8,4779833776.8439,7330512686.6901,0.0017524,0.0028749
5.25e-07,8.4e-07,1.3e-06,1.805e-06,0.9,4336732481.4955,8359676733.672,0.0027151,0.0039327
5.25e-07,8.4e-07,1.3e-06,1.9e-06,0.8,4821187249.9571,7286114442.5595,0.0017653,0.0029039
5.25e-07,8.4e-07,1.3e-06,1.9e-06,0.9,4375282963.3858,8388075269.1814,0.0027259,0.0040193
5.25e-07,8.4e-07,1.3e-06,1.9e-06,1.0,4118989936.9871,9666238038.5899,0.0036093,0.0052318
5.25e-07,8.4e-07,1.3e-06,1.995e-06,0.8,4723446278.8635,7205082921.3168,0.0017785,0.0029287
5.25e-07,8.4e-07,1.3e-06,1.995e-06,0.9,4298664573.9454,8374268839.2258,0.0027357,0.0040933
5.25e-07,8.4e-07,1.3e-06,1.995e-06,1.0,4055848419.9766,9429617126.5357,0.0037458,0.0053459
5.25e-07,8.4e-07,1.3e-06,2.09e-06,0.8,4719642365.8628,7128978769.9969,0.0017957,0.0029408
5.25e-07,8.4e-07,1.3e-06,2.09e-06,0.9,4299866842.7276,8319550851.4841,0.0027442,0.004155
5.25e-07,8.4e-07,1.3e-06,2.09e-06,1.0,4061142102.4966,9227800008.482,0.0038487,0.0054145
5.25e-07,8.4e-07,1.365e-06,1.71e-06,0.8,4507726615.7823,8425530936.4919,0.0017556,0.0028262
5.25e-07,8.4e-07,1.365e-06,1.71e-06,0.9,4110289208.3725,9018947478.9406,0.0026581,0.0036972
5.25e-07,8.4e-07,1.365e-06,1.805e-06,0.8,4775285982.5683,7610173612.0156,0.001775,0.0028625
5.25e-07,8.4e-07,1.365e-06,1.805e-06,0.9,4334686521.4052,8766348042.3542,0.0027092,0.0037909
5.25e-07,8.4e-07,1.365e-06,1.9e-06,0.8,4743807355.1345,7422208714.5304,0.0017942,0.0028859
5.25e-07,8.4e-07,1.365e-06,1.9e-06,0.9,4311995510.9418,8521415543.848,0.0027284,0.0039188
5.25e-07,8.4e-07,1.365e-06,1.995e-06,0.8,4710182131.5822,7238126169.7738,0.0018117,0.0029128
5.25e-07,8.4e-07,1.365e-06,1.995e-06,0.9,4287587069.3636,8563774224.2589,0.0027307,0.0040242
5.25e-07,8.4e-07,1.365e-06,1.995e-06,1.0,4049213735.6604,9925547053.5832,0.00358,0.00524
5.25e-07,8.4e-07,1.365e-06,2.09e-06,0.8,4691520702.5912,7235879164.4057,0.0018278,0.0029401
5.25e-07,8.4e-07,1.365e-06,2.09e-06,0.9,4275153139.5494,8331461368.0479,0.0027278,0.0041079
5.25e-07,8.4e-07,1.365e-06,2.09e-06,1.0,4041975948.4367,9535145545.2618,0.0037223,0.0053514
5.25e-07,8.4e-07,1.43e-06,1.71e-06,0.8,4466841803.8507,8670933088.8783,0.0017493,0.002767
5.25e-07,8.4e-07,1.43e-06,1.805e-06,0.8,4787827025.3941,8428864328.6724,0.0017743,0.0028295
5.25e-07,8.4e-07,1.43e-06,1.9e-06,0.8,4737528540.5813,7714706467.666,0.0018019,0.0028766
5.25e-07,8.4e-07,1.43e-06,1.9e-06,0.9,4309969575.261,8968944768.6236,0.0027092,0.003785
5.25e-07,8.4e-07,1.43e-06,1.995e-06,0.8,4704747499.7724,8839746155.4289,0.0018293,0.0028991
5.25e-07,8.4e-07,1.43e-06,1.995e-06,0.9,4285981162.6591,8709276115.1062,0.0027407,0.0039055
5.25e-07,8.4e-07,1.43e-06,2.09e-06,0.8,4617015153.9669,7348881528.6777,0.0018549,0.0029229
5.25e-07,8.4e-07,1.43e-06,2.09e-06,0.9,4216081666.5999,8481640702.7896,0.002745,0.0040292
5.25e-07,8.8e-07,1.17e-06,1.71e-06,0.8,5088728801.2321,7222229110.3593,0.001694,0.0028958
5.25e-07,8.8e-07,1.17e-06,1.71e-06,0.9,4553439327.7459,8371099846.6404,0.002768,0.0040494
5.25e-07,8.8e-07,1.17e-06,1.71e-06,1.0,4269628648.2649,9312230948.3258,0.0037146,0.0052866
5.25e-07,8.8e-07,1.17e-06,1.805e-06,0.8,5052042815.4411,7308674751.1395,0.0017174,0.0029059
5.25e-07,8.8e-07,1.17e-06,1.805e-06,0.9,4545469197.4894,8517103764.3602,0.0028045,0.0040971
5.25e-07,8.8e-07,1.17e-06,1.805e-06,1.0,4271361124.7868,9228426632.9108,0.0038405,0.0053281
5.25e-07,8.8e-07,1.17e-06,1.9e-06,0.8,5012581813.1602,7179565494.8576,0.0017426,0.0029162
5.25e-07,8.8e-07,1.17e-06,1.9e-06,0.9,4531375317.6836,8329560295.0639,0.0028379,0.0041334
5.25e-07,8.8e-07,1.17e-06,1.9e-06,1.0,4268282423.4048,9267118208.9252,0.0039505,0.0053691
5.25e-07,8.8e-07,1.17e-06,1.995e-06,0.8,5015971511.0345,7269311776.2042,0.0017758,0.0029301
5.25e-07,8.8e-07,1.17e-06,1.995e-06,0.9,4549685988.3053,8443749201.1696,0.0028704,0.0041666
5.25e-07,8.8e-07,1.17e-06,1.995e-06,1.0,4295044411.8633,9345440148.8625,0.0040453,0.0054102
5.25e-07,8.8e-07,1.17e-06,2.09e-06,0.8,5037287849.4881,7153372357.7257,0.0018159,0.0029468
5.25e-07,8.8e-07,1.17e-06,2.09e-06,0.9,4581492835.1117,8331951537.5236,0.0028989,0.0041997
5.25e-07,8.8e-07,1.17e-06,2.09e-06,1.0,4335234593.2171,9437330628.3339,0.0041292,0.0054605
5.25e-07,8.8e-07,1.235e-06,1.71e-06,0.8,4848128989.7252,7311445851.454,0.0017243,0.0028763
5.25e-07,8.8e-07,1.235e-06,1.71e-06,0.9,4374204853.9141,8492591710.1418,0.0027234,0.0039806
5.25e-07,8.8e-07,1.235e-06,1.71e-06,1.0,4105046218.609,9657274770.1923,0.0035542,0.0051593
5.25e-07,8.8e-07,1.235e-06,1.805e-06,0.8,4930645236.1233,7157035084.0052,0.0017354,0.0029061
5.25e-07,8.8e-07,1.235e-06,1.805e-06,0.9,4452499848.0716,8278759123.6092,0.0027498,0.0040558
5.25e-07,8.8e-07,1.235e-06,1.805e-06,1.0,4179797294.227,9407057450.1331,0.0036928,0.005275
5.25e-07,8.8e-07,1.235e-06,1.9e-06,0.8,4904222169.4798,7260042106.7939,0.0017508,0.0029252
5.25e-07,8.8e-07,1.235e-06,1.9e-06,0.9,4440199649.512,8495772349.7114,0.0027748,0.0041177
5.25e-07,8.8e-07,1.235e-06,1.9e-06,1.0,4175041864.8491,9205831509.7201,0.0038171,0.0053656
5.25e-07,8.8e-07,1.235e-06,1.995e-06,0.8,4867664976.9933,7164726356.9363,0.0017727,0.0029336
5.25e-07,8.8e-07,1.235e-06,1.995e-06,0.9,4418425145.8863,8362251287.9423,0.002798,0.0041631
5.25e-07,8.8e-07,1.235e-06,1.995e-06,1.0,4162173541.5311,9321630732.6108,0.0039094,0.0054099
5.25e-07,8.8e-07,1.235e-06,2.09e-06,0.8,4893153351.5415,7063651803.0469,0.0017982,0.0029443
5.25e-07,8.8e-07,1.235e-06,2.09e-06,0.9,4447151471.7816,8246058329.5878,0.0028177,0.0041975
5.25e-07,8.8e-07,1.235e-06,2.09e-06,1.0,4195022736.3584,9119642358.9363,0.0039753,0.0054529
5.25e-07,8.8e-07,1.3e-06,1.71e-06,0.8,4646607438.6277,8057053120.7575,0.0017587,0.0028601
5.25e-07,8.8e-07,1.3e-06,1.71e-06,0.9,4217289879.2349,8688467767.6856,0.0027105,0.0038444
5.25e-07,8.8e-07,1.3e-06,1.805e-06,0.8,4833790960.8231,8170137742.9598,0.0017701,0.0028858
5.25e-07,8.8e-07,1.3e-06,1.805e-06,0.9,4376667713.7841,8434619510.4901,0.0027272,0.003972
5.25e-07,8.8e-07,1.3e-06,1.805e-06,1.0,4112074997.0285,9767464312.1006,0.0035324,0.0051709
5.25e-07,8.8e-07,1.3e-06,1.9e-06,0.8,4800848660.2971,7300836236.6753,0.0017839,0.0029153
5.25e-07,8.8e-07,1.3e-06,1.9e-06,0.9,4354766929.8877,8320943841.891,0.0027386,0.0040627
5.25e-07,8.8e-07,1.3e-06,1.9e-06,1.0,4097155251.6508,9784427070.6413,0.0036699,0.0052625
5.25e-07,8.8e-07,1.3e-06,1.995e-06,0.8,4768531646.6091,7215906647.6391,0.0017966,0.0029408
5.25e-07,8.8e-07,1.3e-06,1.995e-06,0.9,4332555264.6474,8427041057.1041,0.0027505,0.0041347
5.25e-07,8.8e-07,1.3e-06,1.995e-06,1.0,4081862524.4088,9504239739.2323,0.0037981,0.0053781
5.25e-07,8.8e-07,1.3e-06,2.09e-06,0.8,4752487589.2199,7136657769.2588,0.0018142,0.0029535
5.25e-07,8.8e-07,1.3e-06,2.09e-06,0.9,4323752045.4702,8362499797.2808,0.0027598,0.0041899
5.25e-07,8.8e-07,1.3e-06,2.09e-06,1.0,4078399999.3283,9039385442.8768,0.0038871,0.0054539
5.25e-07,8.8e-07,1.365e-06,1.71e-06,0.8,4544743718.922,7896503675.6002,0.0017741,0.0028387
5.25e-07,8.8e-07,1.365e-06,1.71e-06,0.9,4137700579.5427,9107665901.3776,0.0026826,0.0037314
5.25e-07,8.8e-07,1.365e-06,1.805e-06,0.8,4809717317.1046,7679025018.9274,0.0017946,0.0028748
5.25e-07,8.8e-07,1.365e-06,1.805e-06,0.9,4359777919.284,8851936485.1056,0.0027256,0.0038279
5.25e-07,8.8e-07,1.365e-06,1.9e-06,0.8,4741181340.3278,7476660791.8058,0.0018146,0.0028982
5.25e-07,8.8e-07,1.365e-06,1.9e-06,0.9,4306419731.3253,8591199487.19,0.002739,0.0039584
5.25e-07,8.8e-07,1.365e-06,1.995e-06,0.8,4759489844.5771,7280471055.5323,0.0018323,0.0029246
5.25e-07,8.8e-07,1.365e-06,1.995e-06,0.9,4325026563.4557,8463933275.3291,0.0027409,0.0040684
5.25e-07,8.8e-07,1.365e-06,2.09e-06,0.8,4747096740.7715,7165346073.023,0.0018484,0.0029518
5.25e-07,8.8e-07,1.365e-06,2.09e-06,0.9,4318172674.8722,8399311790.9848,0.0027388,0.0041507
5.25e-07,8.8e-07,1.365e-06,2.09e-06,1.0,4075749540.102,9706244857.9882,0.0037767,0.0053802
5.25e-07,8.8e-07,1.43e-06,1.71e-06,0.8,4507992344.5976,8223839763.341,0.001765,0.0027812
5.25e-07,8.8e-07,1.43e-06,1.805e-06,0.8,4742913857.1885,7998069312.8313,0.0017926,0.0028426
5.25e-07,8.8e-07,1.43e-06,1.805e-06,0.9,4308600597.9933,9051760503.572,0.0026702,0.0037352
5.25e-07,8.8e-07,1.43e-06,1.9e-06,0.8,4778639132.3933,7782870742.0845,0.0018221,0.0028888
5.25e-07,8.8e-07,1.43e-06,1.9e-06,0.9,4340636687.5207,9057927120.0545,0.0027274,0.0038209
