l_cs,v_swing,vbias_SW_cas,w_cs,w_sw,SFDR(-HD3),pwr,i_fullscale
4E-07,0.2,1.4,5E-07,6E-07,72.79,0.02397,0.01905
4E-07,0.2,1.4,5E-07,7E-07,69.01,0.02399,0.01886
4E-07,0.2,1.4,7.5E-07,4E-07,88.87,0.03465,0.02063
4E-07,0.2,1.4,7.5E-07,5E-07,95.92,0.03471,0.02095
4E-07,0.2,1.4,7.5E-07,6E-07,84.32,0.03474,0.02114
4E-07,0.2,1.4,7.5E-07,7E-07,82.19,0.03477,0.02109
4E-07,0.2,1.4,1E-06,4E-07,78.92,0.04497,0.02098
4E-07,0.2,1.4,1E-06,5E-07,79.83,0.04508,0.02124
4E-07,0.2,1.4,1E-06,6E-07,76.17,0.04514,0.02128
4E-07,0.2,1.4,1E-06,7E-07,75.82,0.0452,0.0212
4E-07,0.2,1.4,1.25E-06,4E-07,73.43,0.05423,0.02062
4E-07,0.2,1.4,1.25E-06,5E-07,71.68,0.05442,0.02079
4E-07,0.2,1.4,1.25E-06,6E-07,67.87,0.05455,0.02078
4E-07,0.2,1.4,1.25E-06,7E-07,68.23,0.05466,0.02048
4E-07,0.2,1.4,1.5E-06,4E-07,68.53,0.06249,0.02001
4E-07,0.2,1.4,1.5E-06,5E-07,68.37,0.06283,0.02009
4E-07,0.2,1.4,1.5E-06,6E-07,67.51,0.06306,0.02001
4E-07,0.2,1.4,1.5E-06,7E-07,65.51,0.06324,0.01965
4E-07,0.2,1.4,1.75E-06,4E-07,69.75,0.06962,0.01935
4E-07,0.2,1.4,1.75E-06,5E-07,67.38,0.07016,0.01932
4E-07,0.2,1.4,1.75E-06,6E-07,65.8,0.07051,0.01918
4E-07,0.2,1.4,1.75E-06,7E-07,61.44,0.07079,0.01877
4E-07,0.2,1.4,2E-06,4E-07,66.07,0.07564,0.01873
4E-07,0.2,1.4,2E-06,5E-07,63.21,0.07638,0.01862
4E-07,0.2,1.4,2E-06,6E-07,62.65,0.07687,0.01843
4E-07,0.2,1.4,2E-06,7E-07,60.7,0.07727,0.01797
5E-07,0.2,1.4,2.5E-07,4E-07,53.4,0.01137,0.01409
5E-07,0.2,1.4,2.5E-07,5E-07,52.5,0.01138,0.01406
5E-07,0.2,1.4,2.5E-07,6E-07,51.87,0.01138,0.01387
5E-07,0.2,1.4,2.5E-07,7E-07,51.1,0.01139,0.01357
5E-07,0.2,1.4,5E-07,4E-07,77.91,0.02087,0.01824
5E-07,0.2,1.4,5E-07,5E-07,78.1,0.02088,0.01855
5E-07,0.2,1.4,5E-07,6E-07,89.55,0.0209,0.01866
5E-07,0.2,1.4,5E-07,7E-07,79.34,0.02091,0.01854
5E-07,0.2,1.4,7.5E-07,4E-07,80.36,0.03044,0.02037
5E-07,0.2,1.4,7.5E-07,5E-07,73.54,0.03048,0.02069
5E-07,0.2,1.4,7.5E-07,6E-07,73,0.0305,0.02088
5E-07,0.2,1.4,7.5E-07,7E-07,70.73,0.03052,0.02081
5E-07,0.2,1.4,1E-06,4E-07,88.81,0.03976,0.02105
5E-07,0.2,1.4,1E-06,5E-07,86.48,0.03983,0.02139
5E-07,0.2,1.4,1E-06,6E-07,82.34,0.03988,0.0215
5E-07,0.2,1.4,1E-06,7E-07,77.9,0.03992,0.02134
5E-07,0.2,1.4,1.25E-06,4E-07,76.45,0.04822,0.02095
5E-07,0.2,1.4,1.25E-06,5E-07,75.85,0.04835,0.02122
5E-07,0.2,1.4,1.25E-06,6E-07,71.26,0.04844,0.0213
5E-07,0.2,1.4,1.25E-06,7E-07,72.51,0.04851,0.0211
5E-07,0.2,1.4,1.5E-06,4E-07,72.93,0.056,0.02052
5E-07,0.2,1.4,1.5E-06,5E-07,70.88,0.05623,0.0207
5E-07,0.2,1.4,1.5E-06,6E-07,69.72,0.05638,0.02072
5E-07,0.2,1.4,1.5E-06,7E-07,68.39,0.0565,0.02045
5E-07,0.2,1.4,1.75E-06,4E-07,68.93,0.06298,0.01997
5E-07,0.2,1.4,1.75E-06,5E-07,66.8,0.06335,0.02005
5E-07,0.2,1.4,1.75E-06,6E-07,66.89,0.06359,0.02
5E-07,0.2,1.4,1.75E-06,7E-07,63.9,0.06377,0.01967
5E-07,0.2,1.4,2E-06,4E-07,69.95,0.06909,0.01939
5E-07,0.2,1.4,2E-06,5E-07,67.93,0.06962,0.01937
5E-07,0.2,1.4,2E-06,6E-07,65.81,0.06997,0.01926
5E-07,0.2,1.4,2E-06,7E-07,60.2,0.07025,0.01889
6E-07,0.2,1.4,2.5E-07,4E-07,51.54,0.01001,0.01396
6E-07,0.2,1.4,2.5E-07,5E-07,50.82,0.01002,0.014
6E-07,0.2,1.4,2.5E-07,6E-07,50.18,0.01002,0.01388
6E-07,0.2,1.4,2.5E-07,7E-07,49.27,0.01002,0.0136
6E-07,0.2,1.4,5E-07,4E-07,67.45,0.0185,0.01775
6E-07,0.2,1.4,5E-07,5E-07,66.39,0.01852,0.01805
6E-07,0.2,1.4,5E-07,6E-07,65.41,0.01853,0.01823
6E-07,0.2,1.4,5E-07,7E-07,67.88,0.01854,0.01818
6E-07,0.2,1.4,7.5E-07,4E-07,77.8,0.02713,0.01996
6E-07,0.2,1.4,7.5E-07,5E-07,79.61,0.02716,0.02033
6E-07,0.2,1.4,7.5E-07,6E-07,74.66,0.02718,0.02049
6E-07,0.2,1.4,7.5E-07,7E-07,71.5,0.02719,0.0205
6E-07,0.2,1.4,1E-06,4E-07,110.8,0.03561,0.02093
6E-07,0.2,1.4,1E-06,5E-07,89.4,0.03567,0.0213
6E-07,0.2,1.4,1E-06,6E-07,84.57,0.0357,0.02147
6E-07,0.2,1.4,1E-06,7E-07,79.62,0.03573,0.02138
6E-07,0.2,1.4,1.25E-06,4E-07,80.48,0.04337,0.02109
6E-07,0.2,1.4,1.25E-06,5E-07,79.42,0.04347,0.02142
6E-07,0.2,1.4,1.25E-06,6E-07,73.96,0.04353,0.02156
6E-07,0.2,1.4,1.25E-06,7E-07,77.06,0.04358,0.02143
6E-07,0.2,1.4,1.5E-06,4E-07,75.37,0.05064,0.02085
6E-07,0.2,1.4,1.5E-06,5E-07,73.72,0.0508,0.0211
6E-07,0.2,1.4,1.5E-06,6E-07,71.92,0.0509,0.02119
6E-07,0.2,1.4,1.5E-06,7E-07,71.25,0.05098,0.021
6E-07,0.2,1.4,1.75E-06,4E-07,76.21,0.05734,0.02042
6E-07,0.2,1.4,1.75E-06,5E-07,70.75,0.05759,0.02058
6E-07,0.2,1.4,1.75E-06,6E-07,69.34,0.05775,0.02061
6E-07,0.2,1.4,1.75E-06,7E-07,68.26,0.05789,0.02036
6E-07,0.2,1.4,2E-06,4E-07,69.08,0.06337,0.01991
6E-07,0.2,1.4,2E-06,5E-07,68.57,0.06375,0.01999
6E-07,0.2,1.4,2E-06,6E-07,66.74,0.064,0.01996
6E-07,0.2,1.4,2E-06,7E-07,62.63,0.06419,0.01965
7E-07,0.2,1.4,2.5E-07,4E-07,50.06,0.008956,0.01388
7E-07,0.2,1.4,2.5E-07,5E-07,49.54,0.00896,0.014
7E-07,0.2,1.4,2.5E-07,6E-07,48.52,0.008964,0.01393
7E-07,0.2,1.4,2.5E-07,7E-07,50.22,0.008967,0.01369
7E-07,0.2,1.4,5E-07,4E-07,61.26,0.01663,0.01732
7E-07,0.2,1.4,5E-07,5E-07,60.5,0.01664,0.0176
7E-07,0.2,1.4,5E-07,6E-07,58.81,0.01665,0.01779
7E-07,0.2,1.4,5E-07,7E-07,57.97,0.01666,0.01779
7E-07,0.2,1.4,7.5E-07,4E-07,75.23,0.02448,0.0195
7E-07,0.2,1.4,7.5E-07,5E-07,78.54,0.0245,0.01989
7E-07,0.2,1.4,7.5E-07,6E-07,67.12,0.02452,0.02007
7E-07,0.2,1.4,7.5E-07,7E-07,64.96,0.02454,0.02
7E-07,0.2,1.4,1E-06,4E-07,76.56,0.03226,0.02069
7E-07,0.2,1.4,1E-06,5E-07,74.14,0.0323,0.02109
7E-07,0.2,1.4,1E-06,6E-07,71.74,0.03233,0.0213
7E-07,0.2,1.4,1E-06,7E-07,69.56,0.03235,0.02127
7E-07,0.2,1.4,1.25E-06,4E-07,86.86,0.0394,0.02108
7E-07,0.2,1.4,1.25E-06,5E-07,83.86,0.03947,0.02145
7E-07,0.2,1.4,1.25E-06,6E-07,80.43,0.03952,0.02163
7E-07,0.2,1.4,1.25E-06,7E-07,79.71,0.03956,0.02155
7E-07,0.2,1.4,1.5E-06,4E-07,77.99,0.04619,0.02102
7E-07,0.2,1.4,1.5E-06,5E-07,76.71,0.0463,0.02133
7E-07,0.2,1.4,1.5E-06,6E-07,74.06,0.04637,0.02148
7E-07,0.2,1.4,1.5E-06,7E-07,74.63,0.04643,0.02135
7E-07,0.2,1.4,1.75E-06,4E-07,74.76,0.05254,0.02073
7E-07,0.2,1.4,1.75E-06,5E-07,73.05,0.05272,0.02096
7E-07,0.2,1.4,1.75E-06,6E-07,71.4,0.05284,0.02105
7E-07,0.2,1.4,1.75E-06,7E-07,70.24,0.05293,0.02087
7E-07,0.2,1.4,2E-06,4E-07,77.14,0.0584,0.02032
7E-07,0.2,1.4,2E-06,5E-07,69.55,0.05867,0.02047
7E-07,0.2,1.4,2E-06,6E-07,68.52,0.05885,0.0205
7E-07,0.2,1.4,2E-06,7E-07,67.78,0.059,0.02026
8E-07,0.2,1.4,2.5E-07,4E-07,48.37,0.008115,0.01382
8E-07,0.2,1.4,2.5E-07,5E-07,48.17,0.00812,0.014
8E-07,0.2,1.4,2.5E-07,6E-07,48.99,0.00812,0.01399
8E-07,0.2,1.4,2.5E-07,7E-07,47.07,0.008123,0.01379
8E-07,0.2,1.4,5E-07,4E-07,58.36,0.01511,0.01693
8E-07,0.2,1.4,5E-07,5E-07,57.85,0.01512,0.01722
8E-07,0.2,1.4,5E-07,6E-07,56.48,0.01513,0.01736
8E-07,0.2,1.4,5E-07,7E-07,56.21,0.01513,0.01734
8E-07,0.2,1.4,7.5E-07,4E-07,74.78,0.02232,0.01905
8E-07,0.2,1.4,7.5E-07,5E-07,81.05,0.02234,0.01944
8E-07,0.2,1.4,7.5E-07,6E-07,74.36,0.02235,0.01963
8E-07,0.2,1.4,7.5E-07,7E-07,69.41,0.02236,0.01958
8E-07,0.2,1.4,1E-06,4E-07,76.92,0.02949,0.02038
8E-07,0.2,1.4,1E-06,5E-07,75.37,0.02953,0.02078
8E-07,0.2,1.4,1E-06,6E-07,72.89,0.02954,0.02103
8E-07,0.2,1.4,1E-06,7E-07,69.7,0.02956,0.02102
8E-07,0.2,1.4,1.25E-06,4E-07,89.55,0.03611,0.02096
8E-07,0.2,1.4,1.25E-06,5E-07,84.59,0.03616,0.02135
8E-07,0.2,1.4,1.25E-06,6E-07,79.99,0.0362,0.02156
8E-07,0.2,1.4,1.25E-06,7E-07,76.17,0.03623,0.02153
8E-07,0.2,1.4,1.5E-06,4E-07,81.39,0.04245,0.02108
8E-07,0.2,1.4,1.5E-06,5E-07,79.17,0.04253,0.02143
8E-07,0.2,1.4,1.5E-06,6E-07,77,0.04259,0.02162
8E-07,0.2,1.4,1.5E-06,7E-07,76.98,0.04263,0.02153
8E-07,0.2,1.4,1.75E-06,4E-07,76.56,0.04846,0.02092
8E-07,0.2,1.4,1.75E-06,5E-07,73.45,0.04859,0.02121
8E-07,0.2,1.4,1.75E-06,6E-07,73.48,0.04867,0.02135
8E-07,0.2,1.4,1.75E-06,7E-07,72.31,0.04874,0.02122
8E-07,0.2,1.4,2E-06,4E-07,74.29,0.05408,0.02061
8E-07,0.2,1.4,2E-06,5E-07,72.15,0.05429,0.02083
8E-07,0.2,1.4,2E-06,6E-07,70.94,0.05442,0.02091
8E-07,0.2,1.4,2E-06,7E-07,69.5,0.05452,0.02073
4E-07,0.3,1.4,2.5E-07,4E-07,47.73,0.01318,0.01722
4E-07,0.3,1.4,2.5E-07,5E-07,46.9,0.01319,0.01683
4E-07,0.3,1.4,2.5E-07,6E-07,46.78,0.0132,0.01642
4E-07,0.3,1.4,2.5E-07,7E-07,46.9,0.01321,0.01598
4E-07,0.3,1.4,5E-07,4E-07,59.53,0.0239,0.02416
4E-07,0.3,1.4,5E-07,5E-07,59.51,0.02393,0.02394
4E-07,0.3,1.4,5E-07,6E-07,59.56,0.02395,0.02354
4E-07,0.3,1.4,5E-07,7E-07,59.96,0.02396,0.02306
4E-07,0.3,1.4,7.5E-07,4E-07,69.97,0.03455,0.02885
4E-07,0.3,1.4,7.5E-07,5E-07,72.06,0.03462,0.02898
4E-07,0.3,1.4,7.5E-07,6E-07,76.6,0.03467,0.02884
4E-07,0.3,1.4,7.5E-07,7E-07,103.6,0.03471,0.02844
4E-07,0.3,1.4,1E-06,4E-07,73.65,0.04462,0.03115
4E-07,0.3,1.4,1E-06,5E-07,70.76,0.04478,0.03136
4E-07,0.3,1.4,1E-06,6E-07,73.58,0.04488,0.03141
4E-07,0.3,1.4,1E-06,7E-07,70.01,0.04496,0.03116
4E-07,0.3,1.4,1.25E-06,4E-07,56.29,0.05343,0.03192
4E-07,0.3,1.4,1.25E-06,5E-07,56.17,0.05372,0.03213
4E-07,0.3,1.4,1.25E-06,6E-07,56.1,0.05392,0.03212
4E-07,0.3,1.4,1.25E-06,7E-07,57.17,0.05407,0.03188
4E-07,0.3,1.4,1.5E-06,4E-07,58.77,0.06107,0.03196
4E-07,0.3,1.4,1.5E-06,5E-07,60.56,0.06155,0.03212
4E-07,0.3,1.4,1.5E-06,6E-07,60.08,0.06187,0.03202
4E-07,0.3,1.4,1.5E-06,7E-07,61.48,0.06214,0.03169
4E-07,0.3,1.4,1.75E-06,4E-07,60.88,0.06748,0.03171
4E-07,0.3,1.4,1.75E-06,5E-07,61.01,0.06819,0.03179
4E-07,0.3,1.4,1.75E-06,6E-07,62.69,0.06868,0.03164
4E-07,0.3,1.4,1.75E-06,7E-07,61.13,0.06906,0.03118
4E-07,0.3,1.4,2E-06,4E-07,61.37,0.07279,0.03137
4E-07,0.3,1.4,2E-06,5E-07,65.74,0.07373,0.03137
4E-07,0.3,1.4,2E-06,6E-07,58.78,0.07437,0.03116
4E-07,0.3,1.4,2E-06,7E-07,60.52,0.07491,0.03065
5E-07,0.3,1.4,2.5E-07,4E-07,47.9,0.01137,0.01723
5E-07,0.3,1.4,2.5E-07,5E-07,47.32,0.01138,0.01685
5E-07,0.3,1.4,2.5E-07,6E-07,49.32,0.01138,0.01643
5E-07,0.3,1.4,2.5E-07,7E-07,50.69,0.01138,0.01597
5E-07,0.3,1.4,5E-07,4E-07,56.59,0.02084,0.0238
5E-07,0.3,1.4,5E-07,5E-07,56,0.02086,0.02362
5E-07,0.3,1.4,5E-07,6E-07,55.62,0.02087,0.0233
5E-07,0.3,1.4,5E-07,7E-07,55.67,0.02089,0.02286
5E-07,0.3,1.4,7.5E-07,4E-07,67.67,0.03037,0.02813
5E-07,0.3,1.4,7.5E-07,5E-07,67.77,0.03042,0.02827
5E-07,0.3,1.4,7.5E-07,6E-07,67.09,0.03045,0.02823
5E-07,0.3,1.4,7.5E-07,7E-07,69.38,0.03048,0.02791
5E-07,0.3,1.4,1E-06,4E-07,78.49,0.03956,0.03068
5E-07,0.3,1.4,1E-06,5E-07,78.96,0.03967,0.03094
5E-07,0.3,1.4,1E-06,6E-07,77.44,0.03974,0.031
5E-07,0.3,1.4,1E-06,7E-07,75,0.03979,0.03084
5E-07,0.3,1.4,1.25E-06,4E-07,63.78,0.04775,0.03184
5E-07,0.3,1.4,1.25E-06,5E-07,64.68,0.04794,0.03212
5E-07,0.3,1.4,1.25E-06,6E-07,65.04,0.04807,0.03212
5E-07,0.3,1.4,1.25E-06,7E-07,64.23,0.04818,0.03191
5E-07,0.3,1.4,1.5E-06,4E-07,56.41,0.05508,0.03217
5E-07,0.3,1.4,1.5E-06,5E-07,56.91,0.05542,0.03243
5E-07,0.3,1.4,1.5E-06,6E-07,57.12,0.05564,0.03244
5E-07,0.3,1.4,1.5E-06,7E-07,56.61,0.05581,0.03212
5E-07,0.3,1.4,1.75E-06,4E-07,58.85,0.06149,0.03209
5E-07,0.3,1.4,1.75E-06,5E-07,60.16,0.062,0.0323
5E-07,0.3,1.4,1.75E-06,6E-07,60.49,0.06234,0.03226
5E-07,0.3,1.4,1.75E-06,7E-07,61.36,0.06261,0.0319
5E-07,0.3,1.4,2E-06,4E-07,60.74,0.06696,0.03184
5E-07,0.3,1.4,2E-06,5E-07,61.13,0.06767,0.03197
5E-07,0.3,1.4,2E-06,6E-07,62.22,0.06815,0.03188
5E-07,0.3,1.4,2E-06,7E-07,67.62,0.06854,0.03146
6E-07,0.3,1.4,2.5E-07,4E-07,49.41,0.01001,0.0174
6E-07,0.3,1.4,2.5E-07,5E-07,48.52,0.01001,0.01705
6E-07,0.3,1.4,2.5E-07,6E-07,47.25,0.01001,0.01661
6E-07,0.3,1.4,2.5E-07,7E-07,44.91,0.01002,0.01613
6E-07,0.3,1.4,5E-07,4E-07,53.17,0.01848,0.02346
6E-07,0.3,1.4,5E-07,5E-07,52.51,0.01849,0.02338
6E-07,0.3,1.4,5E-07,6E-07,51.83,0.0185,0.02315
6E-07,0.3,1.4,5E-07,7E-07,50.86,0.01852,0.02277
6E-07,0.3,1.4,7.5E-07,4E-07,65.61,0.02709,0.02739
6E-07,0.3,1.4,7.5E-07,5E-07,64.64,0.02712,0.02753
6E-07,0.3,1.4,7.5E-07,6E-07,63.23,0.02715,0.02754
6E-07,0.3,1.4,7.5E-07,7E-07,63.71,0.02717,0.02732
6E-07,0.3,1.4,1E-06,4E-07,73.37,0.0355,0.03003
6E-07,0.3,1.4,1E-06,5E-07,76.6,0.03557,0.03032
6E-07,0.3,1.4,1E-06,6E-07,88.92,0.03562,0.03033
6E-07,0.3,1.4,1E-06,7E-07,75.98,0.03567,0.03019
6E-07,0.3,1.4,1.25E-06,4E-07,83.79,0.04309,0.03148
6E-07,0.3,1.4,1.25E-06,5E-07,81.26,0.04323,0.03179
6E-07,0.3,1.4,1.25E-06,6E-07,71.55,0.04331,0.03189
6E-07,0.3,1.4,1.25E-06,7E-07,71.98,0.04338,0.03168
6E-07,0.3,1.4,1.5E-06,4E-07,60.63,0.05005,0.03212
6E-07,0.3,1.4,1.5E-06,5E-07,60.24,0.05028,0.03244
6E-07,0.3,1.4,1.5E-06,6E-07,58.95,0.05044,0.03251
6E-07,0.3,1.4,1.5E-06,7E-07,61.08,0.05056,0.03226
6E-07,0.3,1.4,1.75E-06,4E-07,56.65,0.05631,0.03226
6E-07,0.3,1.4,1.75E-06,5E-07,58.06,0.05667,0.03254
6E-07,0.3,1.4,1.75E-06,6E-07,58.01,0.05692,0.03258
6E-07,0.3,1.4,1.75E-06,7E-07,57.6,0.05711,0.0323
6E-07,0.3,1.4,2E-06,4E-07,58.74,0.06181,0.03214
6E-07,0.3,1.4,2E-06,5E-07,60.12,0.06234,0.03236
6E-07,0.3,1.4,2E-06,6E-07,60.4,0.06269,0.03235
6E-07,0.3,1.4,2E-06,7E-07,61.88,0.06298,0.03202
7E-07,0.3,1.4,2.5E-07,4E-07,47.92,0.008952,0.01765
7E-07,0.3,1.4,2.5E-07,5E-07,45.38,0.008955,0.01733
7E-07,0.3,1.4,2.5E-07,6E-07,44.35,0.008959,0.01689
7E-07,0.3,1.4,2.5E-07,7E-07,43.93,0.008964,0.0164
7E-07,0.3,1.4,5E-07,4E-07,51.26,0.01661,0.02315
7E-07,0.3,1.4,5E-07,5E-07,50.69,0.01662,0.02315
7E-07,0.3,1.4,5E-07,6E-07,50.23,0.01663,0.02302
7E-07,0.3,1.4,5E-07,7E-07,49.88,0.01664,0.02272
7E-07,0.3,1.4,7.5E-07,4E-07,61.17,0.02445,0.02669
7E-07,0.3,1.4,7.5E-07,5E-07,61.05,0.02448,0.02687
7E-07,0.3,1.4,7.5E-07,6E-07,61.4,0.0245,0.02686
7E-07,0.3,1.4,7.5E-07,7E-07,61.53,0.02451,0.02675
7E-07,0.3,1.4,1E-06,4E-07,71.17,0.03219,0.02931
7E-07,0.3,1.4,1E-06,5E-07,71.3,0.03224,0.0296
7E-07,0.3,1.4,1E-06,6E-07,75.18,0.03228,0.02964
7E-07,0.3,1.4,1E-06,7E-07,74.51,0.03231,0.02947
7E-07,0.3,1.4,1.25E-06,4E-07,83.99,0.03923,0.03095
7E-07,0.3,1.4,1.25E-06,5E-07,78.61,0.03933,0.03131
7E-07,0.3,1.4,1.25E-06,6E-07,76.13,0.0394,0.03143
7E-07,0.3,1.4,1.25E-06,7E-07,72.87,0.03944,0.03125
7E-07,0.3,1.4,1.5E-06,4E-07,68.4,0.04581,0.03187
7E-07,0.3,1.4,1.5E-06,5E-07,66.58,0.04597,0.03221
7E-07,0.3,1.4,1.5E-06,6E-07,67.78,0.04608,0.03232
7E-07,0.3,1.4,1.5E-06,7E-07,67.11,0.04617,0.03215
7E-07,0.3,1.4,1.75E-06,4E-07,57.03,0.05184,0.03224
7E-07,0.3,1.4,1.75E-06,5E-07,55.92,0.05211,0.03257
7E-07,0.3,1.4,1.75E-06,6E-07,56.92,0.05228,0.03266
7E-07,0.3,1.4,1.75E-06,7E-07,59.07,0.05242,0.03244
7E-07,0.3,1.4,2E-06,4E-07,57.17,0.05727,0.03228
7E-07,0.3,1.4,2E-06,5E-07,58.3,0.05767,0.03257
7E-07,0.3,1.4,2E-06,6E-07,58.49,0.05793,0.03263
7E-07,0.3,1.4,2E-06,7E-07,58.23,0.05814,0.03237
8E-07,0.3,1.4,2.5E-07,4E-07,45.33,0.008109,0.01792
8E-07,0.3,1.4,2.5E-07,5E-07,44.08,0.008113,0.01763
8E-07,0.3,1.4,2.5E-07,6E-07,43.63,0.008117,0.01721
8E-07,0.3,1.4,2.5E-07,7E-07,43.93,0.008121,0.01673
8E-07,0.3,1.4,5E-07,4E-07,50.27,0.01509,0.02285
8E-07,0.3,1.4,5E-07,5E-07,48.21,0.01511,0.02291
8E-07,0.3,1.4,5E-07,6E-07,47.63,0.01511,0.02288
8E-07,0.3,1.4,5E-07,7E-07,47.15,0.01512,0.02267
8E-07,0.3,1.4,7.5E-07,4E-07,58.37,0.02229,0.02606
8E-07,0.3,1.4,7.5E-07,5E-07,58.26,0.02231,0.0263
8E-07,0.3,1.4,7.5E-07,6E-07,58.13,0.02233,0.02631
8E-07,0.3,1.4,7.5E-07,7E-07,58.05,0.02234,0.02628
8E-07,0.3,1.4,1E-06,4E-07,68.54,0.02944,0.02869
8E-07,0.3,1.4,1E-06,5E-07,68.86,0.02948,0.02903
8E-07,0.3,1.4,1E-06,6E-07,65.85,0.02951,0.02913
8E-07,0.3,1.4,1E-06,7E-07,66.23,0.02953,0.02897
8E-07,0.3,1.4,1.25E-06,4E-07,77.39,0.03599,0.03046
8E-07,0.3,1.4,1.25E-06,5E-07,84.9,0.03607,0.03081
8E-07,0.3,1.4,1.25E-06,6E-07,85.18,0.03612,0.03094
8E-07,0.3,1.4,1.25E-06,7E-07,73.97,0.03616,0.03079
8E-07,0.3,1.4,1.5E-06,4E-07,82.66,0.04219,0.03148
8E-07,0.3,1.4,1.5E-06,5E-07,77.95,0.04232,0.03184
8E-07,0.3,1.4,1.5E-06,6E-07,75.3,0.0424,0.03201
8E-07,0.3,1.4,1.5E-06,7E-07,70.33,0.04246,0.03187
8E-07,0.3,1.4,1.75E-06,4E-07,62.25,0.04797,0.03207
8E-07,0.3,1.4,1.75E-06,5E-07,63.01,0.04817,0.03243
8E-07,0.3,1.4,1.75E-06,6E-07,62.67,0.0483,0.03255
8E-07,0.3,1.4,1.75E-06,7E-07,62.33,0.04841,0.03237
8E-07,0.3,1.4,2E-06,4E-07,55.85,0.05327,0.03229
8E-07,0.3,1.4,2E-06,5E-07,55.55,0.05357,0.03262
8E-07,0.3,1.4,2E-06,6E-07,56.22,0.05377,0.03272
8E-07,0.3,1.4,2E-06,7E-07,56.82,0.05393,0.03251
4E-07,0.4,1.4,2.5E-07,4E-07,49.04,0.01318,0.01862
4E-07,0.4,1.4,2.5E-07,5E-07,49.03,0.01319,0.01815
4E-07,0.4,1.4,2.5E-07,6E-07,47.55,0.0132,0.01768
4E-07,0.4,1.4,2.5E-07,7E-07,49.34,0.0132,0.01722
4E-07,0.4,1.4,5E-07,4E-07,55.85,0.02389,0.02651
4E-07,0.4,1.4,5E-07,5E-07,54.37,0.02391,0.02606
4E-07,0.4,1.4,5E-07,6E-07,54.47,0.02393,0.02551
4E-07,0.4,1.4,5E-07,7E-07,54.24,0.02395,0.02499
4E-07,0.4,1.4,7.5E-07,4E-07,59.33,0.03448,0.03297
4E-07,0.4,1.4,7.5E-07,5E-07,58.71,0.03456,0.03263
4E-07,0.4,1.4,7.5E-07,6E-07,56.25,0.03462,0.03214
4E-07,0.4,1.4,7.5E-07,7E-07,61.91,0.03467,0.03159
4E-07,0.4,1.4,1E-06,4E-07,62.18,0.04436,0.03743
4E-07,0.4,1.4,1E-06,5E-07,64.88,0.04457,0.0373
4E-07,0.4,1.4,1E-06,6E-07,66.83,0.0447,0.03698
4E-07,0.4,1.4,1E-06,7E-07,76.56,0.04481,0.03652
4E-07,0.4,1.4,1.25E-06,4E-07,67.4,0.05272,0.04
4E-07,0.4,1.4,1.25E-06,5E-07,63.91,0.0531,0.04007
4E-07,0.4,1.4,1.25E-06,6E-07,60.84,0.05336,0.03996
4E-07,0.4,1.4,1.25E-06,7E-07,60.96,0.05357,0.03954
4E-07,0.4,1.4,1.5E-06,4E-07,68.45,0.05961,0.04141
4E-07,0.4,1.4,1.5E-06,5E-07,73.4,0.06023,0.04146
4E-07,0.4,1.4,1.5E-06,6E-07,66.75,0.06066,0.04141
4E-07,0.4,1.4,1.5E-06,7E-07,64.39,0.061,0.04103
4E-07,0.4,1.4,1.75E-06,4E-07,70.95,0.06516,0.04206
4E-07,0.4,1.4,1.75E-06,5E-07,68.75,0.06603,0.04212
4E-07,0.4,1.4,1.75E-06,6E-07,66.51,0.06662,0.04207
4E-07,0.4,1.4,1.75E-06,7E-07,65.1,0.06712,0.04164
4E-07,0.4,1.4,2E-06,4E-07,66.43,0.06964,0.04236
4E-07,0.4,1.4,2E-06,5E-07,64.11,0.07073,0.04242
4E-07,0.4,1.4,2E-06,6E-07,60.75,0.07149,0.04231
4E-07,0.4,1.4,2E-06,7E-07,61.26,0.07213,0.04186
5E-07,0.4,1.4,2.5E-07,4E-07,48.95,0.01137,0.01872
5E-07,0.4,1.4,2.5E-07,5E-07,48.98,0.01137,0.01827
5E-07,0.4,1.4,2.5E-07,6E-07,47.39,0.01138,0.01778
5E-07,0.4,1.4,2.5E-07,7E-07,47.28,0.01138,0.01727
5E-07,0.4,1.4,5E-07,4E-07,54.53,0.02083,0.02638
5E-07,0.4,1.4,5E-07,5E-07,53.13,0.02085,0.02595
5E-07,0.4,1.4,5E-07,6E-07,52,0.02087,0.02542
5E-07,0.4,1.4,5E-07,7E-07,52.08,0.02088,0.02489
5E-07,0.4,1.4,7.5E-07,4E-07,57.57,0.03034,0.03226
5E-07,0.4,1.4,7.5E-07,5E-07,56.27,0.03039,0.032
5E-07,0.4,1.4,7.5E-07,6E-07,56.39,0.03043,0.03153
5E-07,0.4,1.4,7.5E-07,7E-07,56.65,0.03046,0.03105
5E-07,0.4,1.4,1E-06,4E-07,63.78,0.03944,0.03651
5E-07,0.4,1.4,1E-06,5E-07,64.54,0.03957,0.0364
5E-07,0.4,1.4,1E-06,6E-07,68.42,0.03966,0.03619
5E-07,0.4,1.4,1E-06,7E-07,67.76,0.03973,0.03573
5E-07,0.4,1.4,1.25E-06,4E-07,61.52,0.04736,0.0393
5E-07,0.4,1.4,1.25E-06,5E-07,72.16,0.04762,0.03934
5E-07,0.4,1.4,1.25E-06,6E-07,75.74,0.0478,0.03927
