l_cs,v_swing,vbias_SW_cas,w_cs,w_sw,SFDR(-HD3),pwr,i_fullscale
5E-07,0.3,1.2,1E-06,5E-07,66.62,0.03827,0.01691
5E-07,0.3,1.2,1E-06,6E-07,66.92,0.03842,0.01646
5E-07,0.3,1.2,1E-06,7E-07,57.92,0.03854,0.01585
5E-07,0.3,1.2,1.25E-06,4E-07,65.06,0.04533,0.01695
5E-07,0.3,1.2,1.25E-06,5E-07,72.21,0.0457,0.01643
5E-07,0.3,1.2,1.25E-06,6E-07,60.04,0.04595,0.01593
5E-07,0.3,1.2,1.25E-06,7E-07,61.61,0.04616,0.01519
5E-07,0.3,1.2,1.5E-06,4E-07,65.6,0.05148,0.01648
5E-07,0.3,1.2,1.5E-06,5E-07,67.8,0.05204,0.01586
5E-07,0.3,1.2,1.5E-06,6E-07,61.75,0.05244,0.01534
5E-07,0.3,1.2,1.5E-06,7E-07,60.53,0.05276,0.01463
5E-07,0.3,1.2,1.75E-06,4E-07,66.05,0.05654,0.01606
5E-07,0.3,1.2,1.75E-06,5E-07,63.17,0.05732,0.01541
5E-07,0.3,1.2,1.75E-06,6E-07,61.39,0.05784,0.01485
5E-07,0.3,1.2,1.75E-06,7E-07,60.54,0.05827,0.0142
5E-07,0.3,1.2,2E-06,4E-07,64.75,0.06069,0.01572
5E-07,0.3,1.2,2E-06,5E-07,62.89,0.06164,0.01504
5E-07,0.3,1.2,2E-06,6E-07,61.53,0.06228,0.01448
5E-07,0.3,1.2,2E-06,7E-07,60.82,0.06279,0.0139
6E-07,0.3,1.2,2.5E-07,4E-07,53.8,0.009987,0.01222
6E-07,0.3,1.2,2.5E-07,5E-07,51.77,0.009998,0.01178
6E-07,0.3,1.2,2.5E-07,6E-07,47.58,0.01001,0.01128
6E-07,0.3,1.2,2.5E-07,7E-07,45.19,0.01001,0.01075
6E-07,0.3,1.2,5E-07,4E-07,64.48,0.01828,0.01588
6E-07,0.3,1.2,5E-07,5E-07,61.35,0.01831,0.01559
6E-07,0.3,1.2,5E-07,6E-07,58.65,0.01833,0.01523
6E-07,0.3,1.2,5E-07,7E-07,56.29,0.01835,0.01472
6E-07,0.3,1.2,7.5E-07,4E-07,70.18,0.02651,0.01731
6E-07,0.3,1.2,7.5E-07,5E-07,68.36,0.02658,0.01704
6E-07,0.3,1.2,7.5E-07,6E-07,67.2,0.02663,0.01672
6E-07,0.3,1.2,7.5E-07,7E-07,66.22,0.02667,0.01627
6E-07,0.3,1.2,1E-06,4E-07,67.18,0.03437,0.01755
6E-07,0.3,1.2,1E-06,5E-07,65.98,0.03452,0.01718
6E-07,0.3,1.2,1E-06,6E-07,64.59,0.03462,0.0168
6E-07,0.3,1.2,1E-06,7E-07,54.03,0.03471,0.01618
6E-07,0.3,1.2,1.25E-06,4E-07,68.36,0.04123,0.01729
6E-07,0.3,1.2,1.25E-06,5E-07,67.21,0.0415,0.01682
6E-07,0.3,1.2,1.25E-06,6E-07,55.71,0.04169,0.01638
6E-07,0.3,1.2,1.25E-06,7E-07,59.26,0.04184,0.01573
6E-07,0.3,1.2,1.5E-06,4E-07,64.64,0.04726,0.01687
6E-07,0.3,1.2,1.5E-06,5E-07,69.2,0.04769,0.01632
6E-07,0.3,1.2,1.5E-06,6E-07,64.24,0.04799,0.01581
6E-07,0.3,1.2,1.5E-06,7E-07,62.59,0.04824,0.01518
6E-07,0.3,1.2,1.75E-06,4E-07,64.24,0.0524,0.01644
6E-07,0.3,1.2,1.75E-06,5E-07,64.37,0.05301,0.01583
6E-07,0.3,1.2,1.75E-06,6E-07,61.61,0.05344,0.01528
6E-07,0.3,1.2,1.75E-06,7E-07,60.49,0.05379,0.01468
6E-07,0.3,1.2,2E-06,4E-07,65.66,0.05671,0.01608
6E-07,0.3,1.2,2E-06,5E-07,63.38,0.05751,0.01541
6E-07,0.3,1.2,2E-06,6E-07,61.24,0.05805,0.01484
6E-07,0.3,1.2,2E-06,7E-07,60.75,0.05849,0.01429
7E-07,0.3,1.2,2.5E-07,4E-07,52.05,0.008947,0.0123
7E-07,0.3,1.2,2.5E-07,5E-07,50.46,0.008954,0.01191
7E-07,0.3,1.2,2.5E-07,6E-07,47.65,0.00896,0.01145
7E-07,0.3,1.2,2.5E-07,7E-07,44.86,0.008967,0.01092
7E-07,0.3,1.2,5E-07,4E-07,61.56,0.01648,0.01567
7E-07,0.3,1.2,5E-07,5E-07,58.75,0.0165,0.01545
7E-07,0.3,1.2,5E-07,6E-07,55.84,0.01651,0.01515
7E-07,0.3,1.2,5E-07,7E-07,53.26,0.01653,0.01483
7E-07,0.3,1.2,7.5E-07,4E-07,70.19,0.02402,0.01723
7E-07,0.3,1.2,7.5E-07,5E-07,68.29,0.02408,0.017
7E-07,0.3,1.2,7.5E-07,6E-07,66.83,0.02412,0.01672
7E-07,0.3,1.2,7.5E-07,7E-07,65.64,0.02415,0.01627
7E-07,0.3,1.2,1E-06,4E-07,67.32,0.03131,0.01763
7E-07,0.3,1.2,1E-06,5E-07,66.01,0.03142,0.01731
7E-07,0.3,1.2,1E-06,6E-07,64.78,0.0315,0.01697
7E-07,0.3,1.2,1E-06,7E-07,63.7,0.03157,0.0164
7E-07,0.3,1.2,1.25E-06,4E-07,63.38,0.03778,0.01751
7E-07,0.3,1.2,1.25E-06,5E-07,66.45,0.03798,0.01709
7E-07,0.3,1.2,1.25E-06,6E-07,66.11,0.03812,0.01669
7E-07,0.3,1.2,1.25E-06,7E-07,62.07,0.03824,0.01613
7E-07,0.3,1.2,1.5E-06,4E-07,60.89,0.04361,0.01717
7E-07,0.3,1.2,1.5E-06,5E-07,57.54,0.04394,0.01667
7E-07,0.3,1.2,1.5E-06,6E-07,63.53,0.04417,0.0162
7E-07,0.3,1.2,1.5E-06,7E-07,59.5,0.04436,0.01564
7E-07,0.3,1.2,1.75E-06,4E-07,63.88,0.04871,0.01678
7E-07,0.3,1.2,1.75E-06,5E-07,66.75,0.0492,0.0162
7E-07,0.3,1.2,1.75E-06,6E-07,64.39,0.04954,0.01568
7E-07,0.3,1.2,1.75E-06,7E-07,63.09,0.04982,0.01513
7E-07,0.3,1.2,2E-06,4E-07,63.57,0.05311,0.01639
7E-07,0.3,1.2,2E-06,5E-07,63.87,0.05376,0.01574
7E-07,0.3,1.2,2E-06,6E-07,61.59,0.05421,0.01521
7E-07,0.3,1.2,2E-06,7E-07,60.3,0.05458,0.01468
8E-07,0.3,1.2,2.5E-07,4E-07,50.62,0.008111,0.01239
8E-07,0.3,1.2,2.5E-07,5E-07,50.56,0.008119,0.01206
8E-07,0.3,1.2,2.5E-07,6E-07,47.77,0.008125,0.01166
8E-07,0.3,1.2,2.5E-07,7E-07,44.34,0.00813,0.01118
8E-07,0.3,1.2,5E-07,4E-07,59.7,0.01501,0.01551
8E-07,0.3,1.2,5E-07,5E-07,56.86,0.01502,0.01535
8E-07,0.3,1.2,5E-07,6E-07,53.47,0.01503,0.01511
8E-07,0.3,1.2,5E-07,7E-07,52.47,0.01505,0.01479
8E-07,0.3,1.2,7.5E-07,4E-07,67.82,0.02197,0.01706
8E-07,0.3,1.2,7.5E-07,5E-07,65.59,0.02201,0.01686
8E-07,0.3,1.2,7.5E-07,6E-07,63.95,0.02204,0.01661
8E-07,0.3,1.2,7.5E-07,7E-07,62.28,0.02207,0.01614
8E-07,0.3,1.2,1E-06,4E-07,67.8,0.02876,0.01762
8E-07,0.3,1.2,1E-06,5E-07,66.23,0.02885,0.01733
8E-07,0.3,1.2,1E-06,6E-07,65.21,0.0289,0.01704
8E-07,0.3,1.2,1E-06,7E-07,64.27,0.02895,0.01657
8E-07,0.3,1.2,1.25E-06,4E-07,65.4,0.03485,0.01764
8E-07,0.3,1.2,1.25E-06,5E-07,64.89,0.035,0.01726
8E-07,0.3,1.2,1.25E-06,6E-07,63.47,0.0351,0.0169
8E-07,0.3,1.2,1.25E-06,7E-07,64.36,0.0352,0.01641
8E-07,0.3,1.2,1.5E-06,4E-07,58.7,0.04043,0.01739
8E-07,0.3,1.2,1.5E-06,5E-07,66.88,0.04068,0.01693
8E-07,0.3,1.2,1.5E-06,6E-07,58.39,0.04086,0.0165
8E-07,0.3,1.2,1.5E-06,7E-07,60.03,0.04101,0.01601
8E-07,0.3,1.2,1.75E-06,4E-07,62.11,0.04544,0.01705
8E-07,0.3,1.2,1.75E-06,5E-07,68.57,0.04583,0.01649
8E-07,0.3,1.2,1.75E-06,6E-07,60.25,0.0461,0.01602
8E-07,0.3,1.2,1.75E-06,7E-07,61.34,0.04632,0.01553
8E-07,0.3,1.2,2E-06,4E-07,62.91,0.04985,0.01669
8E-07,0.3,1.2,2E-06,5E-07,65.19,0.05038,0.01606
8E-07,0.3,1.2,2E-06,6E-07,63.7,0.05075,0.01555
8E-07,0.3,1.2,2E-06,7E-07,60.41,0.05106,0.01506
4E-07,0.4,1.2,2.5E-07,4E-07,51.57,0.0131,0.01407
4E-07,0.4,1.2,2.5E-07,5E-07,49.6,0.01312,0.01352
4E-07,0.4,1.2,2.5E-07,6E-07,48.82,0.01314,0.01299
4E-07,0.4,1.2,2.5E-07,7E-07,47.88,0.01316,0.01248
4E-07,0.4,1.2,5E-07,4E-07,64.8,0.02335,0.02006
4E-07,0.4,1.2,5E-07,5E-07,60.82,0.02342,0.0195
4E-07,0.4,1.2,5E-07,6E-07,54.67,0.02349,0.0189
4E-07,0.4,1.2,5E-07,7E-07,52.22,0.02354,0.01829
4E-07,0.4,1.2,7.5E-07,4E-07,60.4,0.03297,0.02364
4E-07,0.4,1.2,7.5E-07,5E-07,63.78,0.03314,0.02318
4E-07,0.4,1.2,7.5E-07,6E-07,59.43,0.03326,0.02263
4E-07,0.4,1.2,7.5E-07,7E-07,55.07,0.03336,0.02199
4E-07,0.4,1.2,1E-06,4E-07,73.7,0.04137,0.02506
4E-07,0.4,1.2,1E-06,5E-07,66.71,0.04173,0.02463
4E-07,0.4,1.2,1E-06,6E-07,58.2,0.04198,0.0241
4E-07,0.4,1.2,1E-06,7E-07,57.93,0.04221,0.02341
4E-07,0.4,1.2,1.25E-06,4E-07,58.48,0.04797,0.02541
4E-07,0.4,1.2,1.25E-06,5E-07,53.85,0.0486,0.02495
4E-07,0.4,1.2,1.25E-06,6E-07,55.5,0.04904,0.0244
4E-07,0.4,1.2,1.25E-06,7E-07,58.75,0.04943,0.0237
4E-07,0.4,1.2,1.5E-06,4E-07,59.74,0.05318,0.02538
4E-07,0.4,1.2,1.5E-06,5E-07,55.38,0.05405,0.02486
4E-07,0.4,1.2,1.5E-06,6E-07,53.87,0.05469,0.02429
4E-07,0.4,1.2,1.5E-06,7E-07,59.95,0.05524,0.02354
4E-07,0.4,1.2,1.75E-06,4E-07,59.79,0.05732,0.02523
4E-07,0.4,1.2,1.75E-06,5E-07,56.77,0.05843,0.02464
4E-07,0.4,1.2,1.75E-06,6E-07,66.51,0.05924,0.02403
4E-07,0.4,1.2,1.75E-06,7E-07,57.97,0.05994,0.02325
4E-07,0.4,1.2,2E-06,4E-07,61.32,0.06065,0.02506
4E-07,0.4,1.2,2E-06,5E-07,70.97,0.06197,0.02438
4E-07,0.4,1.2,2E-06,6E-07,62.34,0.06293,0.02374
4E-07,0.4,1.2,2E-06,7E-07,57.02,0.06376,0.02293
5E-07,0.4,1.2,2.5E-07,4E-07,49.34,0.01132,0.01402
5E-07,0.4,1.2,2.5E-07,5E-07,48.99,0.01134,0.01348
5E-07,0.4,1.2,2.5E-07,6E-07,48.3,0.01135,0.01294
5E-07,0.4,1.2,2.5E-07,7E-07,46.26,0.01136,0.01245
5E-07,0.4,1.2,5E-07,4E-07,61.35,0.02049,0.01989
5E-07,0.4,1.2,5E-07,5E-07,57.93,0.02055,0.01942
5E-07,0.4,1.2,5E-07,6E-07,56.25,0.02059,0.01887
5E-07,0.4,1.2,5E-07,7E-07,51.39,0.02064,0.01825
5E-07,0.4,1.2,7.5E-07,4E-07,71.53,0.02931,0.02351
5E-07,0.4,1.2,7.5E-07,5E-07,64.77,0.02943,0.02314
5E-07,0.4,1.2,7.5E-07,6E-07,64.87,0.02952,0.02265
5E-07,0.4,1.2,7.5E-07,7E-07,62.47,0.02961,0.02205
5E-07,0.4,1.2,1E-06,4E-07,60.06,0.03727,0.02508
5E-07,0.4,1.2,1E-06,5E-07,60.19,0.03752,0.02474
5E-07,0.4,1.2,1E-06,6E-07,56.45,0.0377,0.0243
5E-07,0.4,1.2,1E-06,7E-07,56.36,0.03785,0.02371
5E-07,0.4,1.2,1.25E-06,4E-07,73.81,0.04375,0.02561
5E-07,0.4,1.2,1.25E-06,5E-07,54.5,0.04418,0.02526
5E-07,0.4,1.2,1.25E-06,6E-07,59.85,0.04452,0.02482
5E-07,0.4,1.2,1.25E-06,7E-07,56.84,0.04481,0.02422
5E-07,0.4,1.2,1.5E-06,4E-07,58.77,0.04903,0.02568
5E-07,0.4,1.2,1.5E-06,5E-07,53.83,0.04971,0.02526
5E-07,0.4,1.2,1.5E-06,6E-07,57.25,0.05021,0.0248
5E-07,0.4,1.2,1.5E-06,7E-07,59.41,0.05063,0.02416
5E-07,0.4,1.2,1.75E-06,4E-07,60.13,0.05333,0.02561
5E-07,0.4,1.2,1.75E-06,5E-07,55.27,0.05422,0.02508
5E-07,0.4,1.2,1.75E-06,6E-07,53.6,0.05488,0.02457
5E-07,0.4,1.2,1.75E-06,7E-07,59.68,0.05545,0.0239
5E-07,0.4,1.2,2E-06,4E-07,58.79,0.05686,0.02548
5E-07,0.4,1.2,2E-06,5E-07,56.67,0.05796,0.02487
5E-07,0.4,1.2,2E-06,6E-07,66.17,0.05876,0.02429
5E-07,0.4,1.2,2E-06,7E-07,57.76,0.05946,0.02357
6E-07,0.4,1.2,2.5E-07,4E-07,48.48,0.009984,0.01411
6E-07,0.4,1.2,2.5E-07,5E-07,47.93,0.009997,0.01359
6E-07,0.4,1.2,2.5E-07,6E-07,46.74,0.01001,0.0131
6E-07,0.4,1.2,2.5E-07,7E-07,44.86,0.01001,0.0126
6E-07,0.4,1.2,5E-07,4E-07,57.72,0.01825,0.0198
6E-07,0.4,1.2,5E-07,5E-07,55.81,0.0183,0.01939
6E-07,0.4,1.2,5E-07,6E-07,53.58,0.01833,0.01888
6E-07,0.4,1.2,5E-07,7E-07,52.36,0.01836,0.01828
6E-07,0.4,1.2,7.5E-07,4E-07,63.59,0.02635,0.02315
6E-07,0.4,1.2,7.5E-07,5E-07,61.05,0.02644,0.02284
6E-07,0.4,1.2,7.5E-07,6E-07,54.96,0.02652,0.02243
6E-07,0.4,1.2,7.5E-07,7E-07,51.71,0.02659,0.02188
6E-07,0.4,1.2,1E-06,4E-07,58.45,0.03385,0.02488
6E-07,0.4,1.2,1E-06,5E-07,60.67,0.03403,0.02462
6E-07,0.4,1.2,1E-06,6E-07,57.49,0.03416,0.02428
6E-07,0.4,1.2,1E-06,7E-07,54.29,0.03427,0.02378
6E-07,0.4,1.2,1.25E-06,4E-07,62.79,0.04012,0.02562
6E-07,0.4,1.2,1.25E-06,5E-07,62.26,0.04045,0.02533
6E-07,0.4,1.2,1.25E-06,6E-07,61.35,0.04068,0.02498
6E-07,0.4,1.2,1.25E-06,7E-07,56.54,0.04088,0.02445
6E-07,0.4,1.2,1.5E-06,4E-07,71.89,0.0454,0.02587
6E-07,0.4,1.2,1.5E-06,5E-07,54.99,0.04591,0.02549
6E-07,0.4,1.2,1.5E-06,6E-07,54.04,0.0463,0.0251
6E-07,0.4,1.2,1.5E-06,7E-07,60.31,0.04664,0.02455
6E-07,0.4,1.2,1.75E-06,4E-07,58.15,0.04977,0.02588
6E-07,0.4,1.2,1.75E-06,5E-07,54.43,0.0505,0.02542
6E-07,0.4,1.2,1.75E-06,6E-07,57.63,0.05104,0.02496
6E-07,0.4,1.2,1.75E-06,7E-07,57.57,0.05149,0.02436
6E-07,0.4,1.2,2E-06,4E-07,59.69,0.05344,0.02579
6E-07,0.4,1.2,2E-06,5E-07,54.72,0.05435,0.02526
6E-07,0.4,1.2,2E-06,6E-07,53.65,0.05502,0.02471
6E-07,0.4,1.2,2E-06,7E-07,59.45,0.0556,0.02407
7E-07,0.4,1.2,2.5E-07,4E-07,46.44,0.008944,0.01429
7E-07,0.4,1.2,2.5E-07,5E-07,45.47,0.008955,0.01381
7E-07,0.4,1.2,2.5E-07,6E-07,44.55,0.008962,0.01333
7E-07,0.4,1.2,2.5E-07,7E-07,42.84,0.00897,0.01282
7E-07,0.4,1.2,5E-07,4E-07,55.23,0.01646,0.01975
7E-07,0.4,1.2,5E-07,5E-07,53.64,0.01649,0.01942
7E-07,0.4,1.2,5E-07,6E-07,51.68,0.01652,0.01898
7E-07,0.4,1.2,5E-07,7E-07,49.56,0.01654,0.01844
7E-07,0.4,1.2,7.5E-07,4E-07,61.28,0.02393,0.02289
7E-07,0.4,1.2,7.5E-07,5E-07,58.23,0.024,0.02264
7E-07,0.4,1.2,7.5E-07,6E-07,53.05,0.02407,0.02229
7E-07,0.4,1.2,7.5E-07,7E-07,51.18,0.02412,0.0218
7E-07,0.4,1.2,1E-06,4E-07,62.37,0.03097,0.02462
7E-07,0.4,1.2,1E-06,5E-07,60.86,0.03111,0.0244
7E-07,0.4,1.2,1E-06,6E-07,58.76,0.03121,0.0241
7E-07,0.4,1.2,1E-06,7E-07,60.44,0.0313,0.02366
7E-07,0.4,1.2,1.25E-06,4E-07,57.73,0.03699,0.02551
7E-07,0.4,1.2,1.25E-06,5E-07,58.75,0.03724,0.02523
7E-07,0.4,1.2,1.25E-06,6E-07,56.45,0.03742,0.02493
7E-07,0.4,1.2,1.25E-06,7E-07,56.79,0.03757,0.02446
7E-07,0.4,1.2,1.5E-06,4E-07,69.48,0.04219,0.02593
7E-07,0.4,1.2,1.5E-06,5E-07,66.99,0.04261,0.02559
7E-07,0.4,1.2,1.5E-06,6E-07,54.59,0.04288,0.02524
7E-07,0.4,1.2,1.5E-06,7E-07,57.3,0.04315,0.02474
7E-07,0.4,1.2,1.75E-06,4E-07,59.86,0.04661,0.02604
7E-07,0.4,1.2,1.75E-06,5E-07,56.75,0.04719,0.02564
7E-07,0.4,1.2,1.75E-06,6E-07,56.57,0.04763,0.0252
7E-07,0.4,1.2,1.75E-06,7E-07,59.41,0.04799,0.02467
7E-07,0.4,1.2,2E-06,4E-07,56.13,0.05034,0.026
7E-07,0.4,1.2,2E-06,5E-07,53.79,0.05111,0.02554
7E-07,0.4,1.2,2E-06,6E-07,57.62,0.05167,0.02503
7E-07,0.4,1.2,2E-06,7E-07,54.4,0.05214,0.02445
8E-07,0.4,1.2,2.5E-07,4E-07,46.5,0.008111,0.01457
8E-07,0.4,1.2,2.5E-07,5E-07,45.19,0.008121,0.01409
8E-07,0.4,1.2,2.5E-07,6E-07,43.76,0.008127,0.01359
8E-07,0.4,1.2,2.5E-07,7E-07,42.22,0.008134,0.01309
8E-07,0.4,1.2,5E-07,4E-07,53.58,0.01499,0.0197
8E-07,0.4,1.2,5E-07,5E-07,51.82,0.01502,0.01943
8E-07,0.4,1.2,5E-07,6E-07,50.06,0.01504,0.01905
8E-07,0.4,1.2,5E-07,7E-07,49.05,0.01506,0.01856
8E-07,0.4,1.2,7.5E-07,4E-07,60.02,0.02191,0.02269
8E-07,0.4,1.2,7.5E-07,5E-07,56.13,0.02197,0.02247
8E-07,0.4,1.2,7.5E-07,6E-07,57.4,0.02202,0.02218
8E-07,0.4,1.2,7.5E-07,7E-07,50.34,0.02207,0.02173
8E-07,0.4,1.2,1E-06,4E-07,60.73,0.02854,0.02447
8E-07,0.4,1.2,1E-06,5E-07,58.82,0.02865,0.02425
8E-07,0.4,1.2,1E-06,6E-07,57.78,0.02874,0.02398
8E-07,0.4,1.2,1E-06,7E-07,56.93,0.0288,0.02353
8E-07,0.4,1.2,1.25E-06,4E-07,57.18,0.03429,0.0253
8E-07,0.4,1.2,1.25E-06,5E-07,59.12,0.03448,0.02505
8E-07,0.4,1.2,1.25E-06,6E-07,56.5,0.03462,0.0248
8E-07,0.4,1.2,1.25E-06,7E-07,53.01,0.03473,0.0244
8E-07,0.4,1.2,1.5E-06,4E-07,59.01,0.03937,0.02588
8E-07,0.4,1.2,1.5E-06,5E-07,60.7,0.0397,0.02558
8E-07,0.4,1.2,1.5E-06,6E-07,61.31,0.03993,0.02523
8E-07,0.4,1.2,1.5E-06,7E-07,56.82,0.0401,0.02479
8E-07,0.4,1.2,1.75E-06,4E-07,68.83,0.04378,0.0261
8E-07,0.4,1.2,1.75E-06,5E-07,54.7,0.04423,0.02576
8E-07,0.4,1.2,1.75E-06,6E-07,55.44,0.04458,0.02534
8E-07,0.4,1.2,1.75E-06,7E-07,54.38,0.04489,0.02485
8E-07,0.4,1.2,2E-06,4E-07,60.43,0.04755,0.02613
8E-07,0.4,1.2,2E-06,5E-07,58.87,0.04818,0.02573
8E-07,0.4,1.2,2E-06,6E-07,57.06,0.04866,0.02526
8E-07,0.4,1.2,2E-06,7E-07,59.09,0.04905,0.02471
4E-07,0.5,1.2,2.5E-07,4E-07,49.74,0.0131,0.0149
4E-07,0.5,1.2,2.5E-07,5E-07,48.97,0.01312,0.01439
4E-07,0.5,1.2,2.5E-07,6E-07,48.39,0.01314,0.01391
4E-07,0.5,1.2,2.5E-07,7E-07,46.96,0.01316,0.0135
4E-07,0.5,1.2,5E-07,4E-07,62.11,0.0233,0.02178
4E-07,0.5,1.2,5E-07,5E-07,58.36,0.02339,0.02126
4E-07,0.5,1.2,5E-07,6E-07,53.64,0.02344,0.02065
4E-07,0.5,1.2,5E-07,7E-07,52.33,0.02349,0.01999
4E-07,0.5,1.2,7.5E-07,4E-07,67.87,0.03273,0.02669
4E-07,0.5,1.2,7.5E-07,5E-07,66.14,0.03293,0.02624
4E-07,0.5,1.2,7.5E-07,6E-07,66.25,0.03308,0.02571
4E-07,0.5,1.2,7.5E-07,7E-07,61.09,0.03321,0.02512
4E-07,0.5,1.2,1E-06,4E-07,66.29,0.04049,0.02988
4E-07,0.5,1.2,1E-06,5E-07,61.95,0.04092,0.02963
4E-07,0.5,1.2,1E-06,6E-07,53.65,0.04121,0.02926
4E-07,0.5,1.2,1E-06,7E-07,52.15,0.04146,0.02876
4E-07,0.5,1.2,1.25E-06,4E-07,58.3,0.04614,0.03157
4E-07,0.5,1.2,1.25E-06,5E-07,60.22,0.04681,0.03136
4E-07,0.5,1.2,1.25E-06,6E-07,55.7,0.04728,0.03106
4E-07,0.5,1.2,1.25E-06,7E-07,51.82,0.04769,0.03059
4E-07,0.5,1.2,1.5E-06,4E-07,61.28,0.05038,0.03254
4E-07,0.5,1.2,1.5E-06,5E-07,61.01,0.05125,0.03235
4E-07,0.5,1.2,1.5E-06,6E-07,59.61,0.0519,0.03206
4E-07,0.5,1.2,1.5E-06,7E-07,57.23,0.05245,0.03157
4E-07,0.5,1.2,1.75E-06,4E-07,60.82,0.05365,0.03307
4E-07,0.5,1.2,1.75E-06,5E-07,54.92,0.05472,0.03288
4E-07,0.5,1.2,1.75E-06,6E-07,58.1,0.0555,0.03259
4E-07,0.5,1.2,1.75E-06,7E-07,59.05,0.0562,0.03207
4E-07,0.5,1.2,2E-06,4E-07,62.32,0.05625,0.03337
4E-07,0.5,1.2,2E-06,5E-07,56.95,0.05748,0.03316
4E-07,0.5,1.2,2E-06,6E-07,60.61,0.05841,0.03285
4E-07,0.5,1.2,2E-06,7E-07,67.01,0.0592,0.03233
5E-07,0.5,1.2,2.5E-07,4E-07,49.67,0.01132,0.0149
5E-07,0.5,1.2,2.5E-07,5E-07,48.86,0.01133,0.01438
5E-07,0.5,1.2,2.5E-07,6E-07,47.56,0.01135,0.01393
5E-07,0.5,1.2,2.5E-07,7E-07,46.14,0.01136,0.01347
5E-07,0.5,1.2,5E-07,4E-07,56.08,0.02047,0.02155
5E-07,0.5,1.2,5E-07,5E-07,54.12,0.02052,0.02107
5E-07,0.5,1.2,5E-07,6E-07,53.53,0.02057,0.02048
5E-07,0.5,1.2,5E-07,7E-07,50.63,0.0206,0.01987
5E-07,0.5,1.2,7.5E-07,4E-07,61.8,0.02918,0.02615
5E-07,0.5,1.2,7.5E-07,5E-07,57.38,0.02932,0.02585
5E-07,0.5,1.2,7.5E-07,6E-07,57.28,0.02943,0.0254
5E-07,0.5,1.2,7.5E-07,7E-07,52.14,0.02952,0.02486
5E-07,0.5,1.2,1E-06,4E-07,69.01,0.03677,0.02944
5E-07,0.5,1.2,1E-06,5E-07,65.39,0.03709,0.0292
5E-07,0.5,1.2,1E-06,6E-07,58.81,0.03731,0.02892
5E-07,0.5,1.2,1E-06,7E-07,51.44,0.03747,0.02846
5E-07,0.5,1.2,1.25E-06,4E-07,56.59,0.04254,0.03128
5E-07,0.5,1.2,1.25E-06,5E-07,58.01,0.04306,0.03115
5E-07,0.5,1.2,1.25E-06,6E-07,54.96,0.04342,0.03094
5E-07,0.5,1.2,1.25E-06,7E-07,54.54,0.04372,0.03052
5E-07,0.5,1.2,1.5E-06,4E-07,57.93,0.04698,0.03234
5E-07,0.5,1.2,1.5E-06,5E-07,59.2,0.0477,0.03221
5E-07,0.5,1.2,1.5E-06,6E-07,54.39,0.04822,0.03199
5E-07,0.5,1.2,1.5E-06,7E-07,52.55,0.04866,0.03158
5E-07,0.5,1.2,1.75E-06,4E-07,60.83,0.05047,0.03301
5E-07,0.5,1.2,1.75E-06,5E-07,58.32,0.05136,0.03286
5E-07,0.5,1.2,1.75E-06,6E-07,57.36,0.05201,0.03264
5E-07,0.5,1.2,1.75E-06,7E-07,56.61,0.05258,0.03221
5E-07,0.5,1.2,2E-06,4E-07,60.27,0.05326,0.03341
5E-07,0.5,1.2,2E-06,5E-07,54.59,0.05432,0.03321
5E-07,0.5,1.2,2E-06,6E-07,57.86,0.05509,0.03298
5E-07,0.5,1.2,2E-06,7E-07,58.69,0.05577,0.03253
6E-07,0.5,1.2,2.5E-07,4E-07,48.65,0.009983,0.01507
6E-07,0.5,1.2,2.5E-07,5E-07,47.61,0.009995,0.01458
6E-07,0.5,1.2,2.5E-07,6E-07,46.57,0.01001,0.01412
6E-07,0.5,1.2,2.5E-07,7E-07,45.12,0.01002,0.01363
6E-07,0.5,1.2,5E-07,4E-07,54.7,0.01824,0.02142
6E-07,0.5,1.2,5E-07,5E-07,52.59,0.01828,0.02098
6E-07,0.5,1.2,5E-07,6E-07,51.15,0.01832,0.02047
6E-07,0.5,1.2,5E-07,7E-07,50.11,0.01834,0.0199
6E-07,0.5,1.2,7.5E-07,4E-07,60.31,0.02628,0.02588
6E-07,0.5,1.2,7.5E-07,5E-07,50.19,0.02638,0.02559
6E-07,0.5,1.2,7.5E-07,6E-07,51.09,0.02645,0.0252
6E-07,0.5,1.2,7.5E-07,7E-07,51.68,0.02653,0.02472
6E-07,0.5,1.2,1E-06,4E-07,65.83,0.03357,0.02914
6E-07,0.5,1.2,1E-06,5E-07,59.89,0.03379,0.02894
6E-07,0.5,1.2,1E-06,6E-07,56.93,0.03396,0.02868
6E-07,0.5,1.2,1E-06,7E-07,56.31,0.03409,0.02823
6E-07,0.5,1.2,1.25E-06,4E-07,65.99,0.03935,0.03104
6E-07,0.5,1.2,1.25E-06,5E-07,58,0.03976,0.03086
6E-07,0.5,1.2,1.25E-06,6E-07,51.21,0.04003,0.0307
6E-07,0.5,1.2,1.25E-06,7E-07,51.06,0.04025,0.03032
6E-07,0.5,1.2,1.5E-06,4E-07,54.47,0.04393,0.03212
6E-07,0.5,1.2,1.5E-06,5E-07,55.09,0.04451,0.03198
6E-07,0.5,1.2,1.5E-06,6E-07,55.13,0.04493,0.03184
6E-07,0.5,1.2,1.5E-06,7E-07,54.69,0.04528,0.03147
6E-07,0.5,1.2,1.75E-06,4E-07,56.04,0.04757,0.03285
