nf_cap,nf_load,res,nf_dif,delay,delay0
21.0,12.0,2700.0,19.0,4.53837e-10,2.16681e-10
12.0,16.0,3600.0,15.0,1.74066e-10,9.79584e-11
15.0,14.0,3600.0,19.0,2.54305e-10,1.34899e-10
15.0,15.0,3200.0,14.0,2.48233e-10,1.27945e-10
17.0,15.0,2500.0,19.0,3.13502e-10,1.59464e-10
18.0,12.0,2700.0,13.0,3.39243e-10,1.64126e-10
13.0,12.0,2400.0,21.0,2.04005e-10,1.14857e-10
11.0,20.0,3300.0,12.0,1.49533e-10,8.55467e-11
19.0,12.0,3100.0,17.0,3.77787e-10,1.83809e-10
18.0,14.0,3800.0,12.0,3.38818e-10,1.63313e-10
13.0,16.0,3600.0,17.0,1.99992e-10,1.10644e-10
17.0,12.0,2500.0,11.0,3.04708e-10,1.4804e-10
20.0,18.0,2300.0,21.0,4.18612e-10,2.04686e-10
16.0,21.0,3100.0,12.0,2.76766e-10,1.39058e-10
15.0,14.0,2400.0,11.0,2.44848e-10,1.23647e-10
16.0,11.0,3400.0,20.0,2.83722e-10,1.4754e-10
16.0,19.0,3900.0,14.0,2.78324e-10,1.41211e-10
12.0,16.0,3800.0,21.0,1.81841e-10,1.06134e-10
16.0,14.0,3300.0,16.0,2.79107e-10,1.42337e-10
14.0,19.0,2500.0,14.0,2.2175e-10,1.17442e-10
15.0,16.0,3100.0,13.0,2.47562e-10,1.2706e-10
18.0,18.0,2800.0,17.0,3.44334e-10,1.70817e-10
11.0,21.0,2300.0,20.0,1.59291e-10,9.59632e-11
11.0,15.0,2300.0,21.0,1.59584e-10,9.61394e-11
17.0,15.0,2100.0,16.0,3.09539e-10,1.5479e-10
12.0,11.0,2600.0,13.0,1.70252e-10,9.37405e-11
21.0,18.0,3500.0,16.0,4.51918e-10,2.13778e-10
12.0,18.0,2600.0,19.0,1.79233e-10,1.03551e-10
21.0,19.0,3600.0,13.0,4.5045e-10,2.10835e-10
19.0,13.0,2700.0,17.0,3.77858e-10,1.83904e-10
19.0,21.0,3100.0,21.0,3.83706e-10,1.91139e-10
20.0,18.0,3700.0,13.0,4.11849e-10,1.94907e-10
15.0,18.0,4000.0,16.0,2.51238e-10,1.31494e-10
21.0,11.0,3300.0,19.0,4.54121e-10,2.16925e-10
12.0,16.0,3900.0,12.0,1.7021e-10,9.36907e-11
21.0,20.0,3900.0,12.0,4.4985e-10,2.09635e-10
19.0,14.0,2900.0,20.0,3.80937e-10,1.87877e-10
19.0,13.0,3700.0,20.0,3.81235e-10,1.88119e-10
11.0,17.0,3100.0,16.0,1.53595e-10,8.99562e-11
20.0,21.0,3700.0,12.0,4.11813e-10,1.94398e-10
17.0,11.0,2400.0,11.0,3.04583e-10,1.47877e-10
16.0,20.0,2600.0,15.0,2.7935e-10,1.42558e-10
14.0,20.0,3100.0,14.0,2.22174e-10,1.17869e-10
15.0,13.0,3300.0,17.0,2.51677e-10,1.31924e-10
15.0,13.0,2600.0,17.0,2.51398e-10,1.31668e-10
19.0,21.0,2400.0,19.0,3.81172e-10,1.88101e-10
13.0,18.0,2600.0,12.0,1.93922e-10,1.03887e-10
18.0,11.0,2900.0,17.0,3.43361e-10,1.69578e-10
12.0,17.0,3000.0,11.0,1.69591e-10,9.294e-11
16.0,12.0,3900.0,14.0,2.76665e-10,1.39298e-10
19.0,18.0,2600.0,16.0,3.77262e-10,1.83141e-10
15.0,12.0,3400.0,18.0,2.52366e-10,1.32733e-10
13.0,19.0,3700.0,17.0,2.00834e-10,1.11562e-10
21.0,17.0,2600.0,19.0,4.54526e-10,2.17536e-10
15.0,14.0,2800.0,11.0,2.45021e-10,1.23816e-10
21.0,12.0,3000.0,12.0,4.47807e-10,2.07383e-10
16.0,18.0,3900.0,12.0,2.76053e-10,1.38241e-10
14.0,18.0,2700.0,13.0,2.2073e-10,1.16163e-10
19.0,20.0,3500.0,11.0,3.74672e-10,1.78292e-10
19.0,13.0,2900.0,11.0,3.72862e-10,1.76277e-10
18.0,20.0,3000.0,19.0,3.46986e-10,1.74055e-10
16.0,15.0,3700.0,14.0,2.77337e-10,1.40082e-10
16.0,11.0,2800.0,21.0,2.85094e-10,1.49084e-10
17.0,12.0,3800.0,14.0,3.07495e-10,1.52009e-10
15.0,17.0,3800.0,14.0,2.4884e-10,1.28627e-10
14.0,16.0,3000.0,20.0,2.28435e-10,1.24886e-10
20.0,13.0,2900.0,15.0,4.12251e-10,1.96123e-10
21.0,13.0,2800.0,17.0,4.52115e-10,2.14261e-10
21.0,19.0,2100.0,14.0,4.50089e-10,2.10983e-10
14.0,16.0,2200.0,13.0,2.19957e-10,1.15343e-10
11.0,13.0,2400.0,18.0,1.55005e-10,9.13756e-11
18.0,18.0,3500.0,14.0,3.41324e-10,1.66813e-10
19.0,11.0,2900.0,20.0,3.80775e-10,1.87595e-10
18.0,12.0,4000.0,13.0,3.39605e-10,1.64487e-10
12.0,12.0,4000.0,13.0,1.70752e-10,9.42385e-11
14.0,11.0,2800.0,20.0,2.27722e-10,1.23928e-10
20.0,18.0,2100.0,15.0,4.12633e-10,1.9664e-10
17.0,21.0,3500.0,12.0,3.07832e-10,1.51903e-10
13.0,15.0,2100.0,14.0,1.95223e-10,1.05503e-10
20.0,11.0,4000.0,15.0,4.12297e-10,1.96081e-10
21.0,16.0,3800.0,19.0,4.5474e-10,2.17725e-10
19.0,17.0,3500.0,14.0,3.75708e-10,1.80771e-10
11.0,18.0,3200.0,11.0,1.48076e-10,8.39347e-11
16.0,14.0,2500.0,15.0,2.77995e-10,1.40996e-10
15.0,14.0,3000.0,19.0,2.54093e-10,1.34709e-10
15.0,14.0,3300.0,12.0,2.45799e-10,1.24934e-10
12.0,20.0,3500.0,14.0,1.73567e-10,9.74416e-11
20.0,16.0,2400.0,17.0,4.14243e-10,1.98983e-10
15.0,18.0,4000.0,20.0,2.56058e-10,1.36941e-10
11.0,11.0,3800.0,15.0,1.5145e-10,8.74843e-11
13.0,20.0,3300.0,15.0,1.98438e-10,1.08958e-10
11.0,14.0,3500.0,11.0,1.46974e-10,8.27355e-11
19.0,13.0,3500.0,21.0,3.82678e-10,1.898e-10
18.0,18.0,3300.0,16.0,3.43176e-10,1.69359e-10
14.0,14.0,2900.0,17.0,2.24554e-10,1.20578e-10
21.0,16.0,3900.0,21.0,4.56881e-10,2.20494e-10
21.0,20.0,2600.0,14.0,4.50484e-10,2.11431e-10
17.0,15.0,3200.0,13.0,3.07415e-10,1.51688e-10
11.0,14.0,3200.0,17.0,1.54425e-10,9.07442e-11
15.0,16.0,2400.0,13.0,2.47254e-10,1.26769e-10
21.0,19.0,3600.0,21.0,4.57347e-10,2.21072e-10
14.0,18.0,3800.0,19.0,2.28159e-10,1.24547e-10
14.0,14.0,3200.0,12.0,2.18506e-10,1.13544e-10
15.0,17.0,2200.0,11.0,2.45605e-10,1.24509e-10
16.0,17.0,2500.0,16.0,2.7945e-10,1.42814e-10
15.0,16.0,3800.0,15.0,2.49933e-10,1.29915e-10
17.0,15.0,2500.0,12.0,3.05939e-10,1.49813e-10
11.0,14.0,3500.0,12.0,1.47831e-10,8.37319e-11
11.0,12.0,2200.0,13.0,1.48428e-10,8.44274e-11
17.0,16.0,2800.0,17.0,3.11426e-10,1.5698e-10
12.0,14.0,2600.0,15.0,1.73255e-10,9.71243e-11
21.0,17.0,3700.0,21.0,4.57085e-10,2.20719e-10
14.0,14.0,4000.0,14.0,2.20945e-10,1.16434e-10
18.0,14.0,2900.0,11.0,3.38211e-10,1.62196e-10
16.0,20.0,3100.0,17.0,2.81759e-10,1.45422e-10
13.0,18.0,2600.0,21.0,2.05106e-10,1.16207e-10
11.0,14.0,3700.0,13.0,1.49429e-10,8.54353e-11
13.0,12.0,2800.0,20.0,2.02555e-10,1.13314e-10
17.0,21.0,3400.0,18.0,3.13619e-10,1.59555e-10
21.0,16.0,2900.0,13.0,4.49442e-10,2.09725e-10
15.0,19.0,2200.0,15.0,2.50071e-10,1.30188e-10
19.0,12.0,2800.0,18.0,3.78426e-10,1.84751e-10
19.0,21.0,2700.0,21.0,3.83519e-10,1.90958e-10
20.0,20.0,3900.0,13.0,4.12396e-10,1.95509e-10
11.0,12.0,2200.0,14.0,1.49337e-10,8.544e-11
21.0,20.0,3700.0,19.0,4.5542e-10,2.18516e-10
18.0,20.0,3300.0,17.0,3.44961e-10,1.71502e-10
17.0,21.0,2700.0,15.0,3.10504e-10,1.55663e-10
13.0,21.0,3400.0,21.0,2.06215e-10,1.17338e-10
15.0,14.0,3500.0,13.0,2.47229e-10,1.26646e-10
19.0,18.0,2100.0,11.0,3.73544e-10,1.77072e-10
16.0,15.0,2600.0,21.0,2.85405e-10,1.49612e-10
21.0,20.0,3700.0,17.0,4.5356e-10,2.15916e-10
19.0,21.0,3300.0,14.0,3.76603e-10,1.81777e-10
20.0,17.0,2800.0,20.0,4.17477e-10,2.03236e-10
16.0,11.0,2500.0,16.0,2.78433e-10,1.41549e-10
20.0,16.0,3500.0,14.0,4.11732e-10,1.95235e-10
19.0,14.0,3700.0,21.0,3.82722e-10,1.89882e-10
18.0,18.0,3800.0,11.0,3.39447e-10,1.63564e-10
14.0,14.0,3100.0,17.0,2.2463e-10,1.20649e-10
13.0,21.0,3400.0,14.0,1.97379e-10,1.07755e-10
15.0,21.0,3100.0,18.0,2.54112e-10,1.34818e-10
11.0,11.0,3600.0,21.0,1.59485e-10,9.57246e-11
14.0,13.0,2300.0,18.0,2.2512e-10,1.21269e-10
15.0,13.0,2700.0,20.0,2.54861e-10,1.3558e-10
12.0,14.0,3300.0,18.0,1.77065e-10,1.01143e-10
18.0,15.0,3400.0,13.0,3.4019e-10,1.65171e-10
21.0,19.0,3900.0,17.0,4.53522e-10,2.15849e-10
19.0,18.0,2200.0,13.0,3.7482e-10,1.79443e-10
17.0,21.0,3600.0,15.0,3.10851e-10,1.56005e-10
16.0,19.0,3600.0,14.0,2.78247e-10,1.41134e-10
19.0,11.0,2900.0,13.0,3.73866e-10,1.78281e-10
17.0,19.0,2300.0,19.0,3.14075e-10,1.60198e-10
15.0,14.0,2500.0,13.0,2.46854e-10,1.26298e-10
16.0,14.0,2900.0,16.0,2.78965e-10,1.42204e-10
16.0,16.0,2300.0,11.0,2.74492e-10,1.36219e-10
13.0,16.0,2200.0,11.0,1.92424e-10,1.0211e-10
