Wpmos_in,L_Radius,Cin_OD,Wnmos_follower,center_freq,Output Impedance (Rout),Power(mW),Gain,spectrum_sfdr,spectrum_snr,spectrum_enob
29,18e-6,10e-15,15,25.2e9,59.18,13.64,2.161,60.18,60.75,9.798
29,18e-6,10e-15,10,26e9,65.56,13.66,1.325,53.49,56.78,9.138
29,18e-6,10e-15,12,25.6e9,62.18,13.65,1.718,53.17,56.27,9.054
29,18e-6,10e-15,14,25.2e9,59.95,13.64,2.027,57.43,59.31,9.558
29,18e-6,10e-15,16,24.8e9,58.43,13.64,2.285,60.95,61.14,9.863
29,18e-6,10e-15,18,24.4e9,57.37,13.65,2.506,56.29,58.61,9.442
29,18e-6,10e-15,20,24e9,56.59,13.66,2.701,56.13,58.71,9.459
29,18e-6,40e-15,15,23.6e9,61.81,13.88,1.889,59.21,62.13,10.03
29,18e-6,40e-15,10,24.4e9,67.8,13.89,451.5e-3,53.8,57.18,9.205
29,18e-6,40e-15,12,24.4e9,64.65,13.89,1.126,56.42,59.48,9.587
29,18e-6,40e-15,14,24e9,62.53,13.89,1.657,59.29,62.02,10.01
29,18e-6,40e-15,16,23.6e9,61.04,13.89,2.089,57.28,60.58,9.769
29,18e-6,40e-15,18,23.2e9,59.92,13.89,2.451,54.99,58.56,9.434
29,18e-6,40e-15,20,22.8e9,59.02,13.9,2.759,55.19,58.77,9.468
29,18e-6,70e-15,15,22.8e9,63.21,13.97,1.22,62.17,64.34,10.39
29,18e-6,70e-15,10,23.6e9,69.02,13.97,-697.6e-3,52.94,56.05,9.017
29,18e-6,70e-15,12,23.2e9,65.99,13.97,196.9e-3,52.29,55.5,8.925
29,18e-6,70e-15,14,22.8e9,63.91,13.97,908.2e-3,57.85,59.95,9.665
29,18e-6,70e-15,16,22.4e9,62.41,13.97,1.492,62.33,63.6,10.27
29,18e-6,70e-15,18,22e9,61.23,13.98,1.981,53.14,56.45,9.084
29,18e-6,70e-15,20,22e9,60.25,13.99,2.396,53.85,57.33,9.23
29,18e-6,100e-15,15,22e9,63.97,14.01,384.2e-3,59.51,61.33,9.894
29,18e-6,100e-15,10,22.8e9,69.72,14,-1.886,52.65,55.18,8.872
29,18e-6,100e-15,12,22.4e9,66.74,14,-839.4e-3,51.48,54.23,8.715
29,18e-6,100e-15,14,22e9,64.67,14,6.227e-3,57.62,58.46,9.417
29,18e-6,100e-15,16,21.6e9,63.13,14.01,708.2e-3,59.6,60.15,9.699
29,18e-6,100e-15,18,21.2e9,61.9,14.02,1.301,51.19,54.28,8.723
29,18e-6,100e-15,20,21.2e9,60.82,14.03,1.819,55.3,57.77,9.302
29,20e-6,10e-15,15,23.6e9,62.04,13.62,2.668,52.33,55.14,8.866
29,20e-6,10e-15,10,24.4e9,68.42,13.6,1.868,58.24,59.94,9.664
29,20e-6,10e-15,12,24e9,65.1,13.61,2.242,60.3,60.35,9.732
29,20e-6,10e-15,14,23.6e9,62.83,13.62,2.538,55.22,57.26,9.218
29,20e-6,10e-15,16,23.6e9,61.22,13.64,2.786,55.25,57.45,9.25
29,20e-6,10e-15,18,23.2e9,60.01,13.66,3.003,61.85,62.5,10.09
29,20e-6,10e-15,20,22.8e9,59.03,13.69,3.195,63.23,63.18,10.2
29,20e-6,10e-15,15,23.6e9,62.04,13.62,2.668,52.33,55.14,8.866
29,20e-6,10e-15,10,24.4e9,68.42,13.6,1.868,58.24,59.94,9.664
29,20e-6,10e-15,12,24e9,65.1,13.61,2.242,60.3,60.35,9.732
29,20e-6,10e-15,14,23.6e9,62.83,13.62,2.538,55.22,57.26,9.218
29,20e-6,10e-15,16,23.6e9,61.22,13.64,2.786,55.25,57.45,9.25
29,20e-6,10e-15,18,23.2e9,60.01,13.66,3.003,61.85,62.5,10.09
29,20e-6,10e-15,20,22.8e9,59.03,13.69,3.195,63.23,63.18,10.2
29,20e-6,40e-15,15,22.4e9,64.45,13.89,2.456,54.95,58.54,9.431
29,20e-6,40e-15,10,23.2e9,70.56,13.87,1.071,57.69,60.61,9.774
29,20e-6,40e-15,12,22.8e9,67.43,13.87,1.723,58.66,61.65,9.947
29,20e-6,40e-15,14,22.4e9,65.22,13.88,2.233,54.99,58.54,9.431
29,20e-6,40e-15,16,22e9,63.58,13.9,2.648,55.32,58.9,9.491
29,20e-6,40e-15,18,22e9,62.26,13.91,2.999,55.22,58.77,9.47
29,20e-6,40e-15,20,21.6e9,61.13,13.93,3.303,53.17,56.79,9.14
29,20e-6,70e-15,15,21.6e9,65.65,13.98,1.84,54.43,57.55,9.267
29,20e-6,70e-15,10,22e9,71.68,13.95,-21.54e-3,56.25,59.14,9.531
29,20e-6,70e-15,12,22e9,68.62,13.96,847.1e-3,62.94,65.03,10.51
29,20e-6,70e-15,14,21.6e9,66.42,13.97,1.54,54.74,57.72,9.295
29,20e-6,70e-15,16,21.2e9,64.73,13.99,2.11,53.99,57.31,9.227
29,20e-6,70e-15,18,20.8e9,63.31,14,2.586,53.27,56.93,9.164
29,20e-6,70e-15,20,20.8e9,62.04,14.02,2.994,54.71,58.43,9.413
29,20e-6,100e-15,15,20.8e9,66.22,14.02,1.051,55.82,57.83,9.314
29,20e-6,100e-15,10,21.6e9,72.28,13.99,-1.167,58.44,59.47,9.585
29,20e-6,100e-15,12,21.2e9,69.24,14,-144.5e-3,61.24,62.9,10.16
29,20e-6,100e-15,14,20.8e9,67.02,14.01,681.5e-3,52.91,55.71,8.961
29,20e-6,100e-15,16,20.4e9,65.26,14.03,1.366,55.56,57.74,9.297
29,20e-6,100e-15,18,20.4e9,63.74,14.04,1.954,53.79,56.89,9.157
31,15e-6,10e-15,15,28e9,54.02,13.86,1.56,61.73,63.44,10.24
31,15e-6,10e-15,10,28.8e9,60.74,13.9,674.3e-3,54.59,58.14,9.364
31,15e-6,10e-15,12,28.4e9,57.12,13.89,1.093,54.76,58.26,9.385
31,15e-6,10e-15,14,28e9,54.8,13.87,1.42,58.48,61.38,9.902
31,15e-6,10e-15,16,27.6e9,53.32,13.85,1.69,60.29,62.16,10.03
31,15e-6,10e-15,18,27.2e9,52.37,13.83,1.919,52.96,56.18,9.04
31,15e-6,10e-15,20,26.8e9,51.76,13.81,2.119,53.63,56.74,9.132
31,15e-6,10e-15,15,28e9,54.02,13.86,1.56,61.73,63.44,10.24
31,15e-6,10e-15,10,28.8e9,60.74,13.9,674.3e-3,54.59,58.14,9.364
31,15e-6,10e-15,12,28.4e9,57.12,13.89,1.093,54.76,58.26,9.385
31,15e-6,10e-15,14,28e9,54.8,13.87,1.42,58.48,61.38,9.902
31,15e-6,10e-15,16,27.6e9,53.32,13.85,1.69,60.29,62.16,10.03
31,15e-6,10e-15,18,27.2e9,52.37,13.83,1.919,52.96,56.18,9.04
31,15e-6,10e-15,20,26.8e9,51.76,13.81,2.119,53.63,56.74,9.132
31,15e-6,40e-15,15,26e9,56.88,14.02,1.173,53.14,56.67,9.121
31,15e-6,40e-15,10,27.2e9,62.99,14.05,-335e-3,53.1,56.83,9.146
31,15e-6,40e-15,12,26.8e9,59.7,14.04,377.3e-3,52.32,55.99,9.008
31,15e-6,40e-15,14,26.4e9,57.58,14.03,931.3e-3,52.52,56.11,9.028
31,15e-6,40e-15,16,26e9,56.18,14.02,1.379,54.07,57.52,9.261
31,15e-6,40e-15,18,25.6e9,55.24,14,1.751,56.21,59.46,9.584
31,15e-6,40e-15,20,25.2e9,54.57,13.99,2.067,56.48,59.75,9.632
31,15e-6,70e-15,15,24.8e9,58.51,14.09,407.2e-3,54.95,57.47,9.253
31,15e-6,70e-15,10,26e9,64.33,14.11,-1.582,57.52,59.65,9.616
31,15e-6,70e-15,12,25.6e9,61.2,14.1,-652.5e-3,57.83,59.62,9.609
31,15e-6,70e-15,14,25.2e9,59.17,14.09,83.59e-3,55.98,58.26,9.384
31,15e-6,70e-15,16,24.8e9,57.81,14.08,685.2e-3,54.11,56.8,9.141
31,15e-6,70e-15,18,24.4e9,56.85,14.08,1.188,52.94,55.9,8.993
31,15e-6,70e-15,20,24e9,56.13,14.07,1.617,56.77,59.13,9.529
31,15e-6,100e-15,15,24e9,59.47,14.12,-501e-3,55.15,56.53,9.096
31,15e-6,100e-15,10,25.2e9,65.14,14.13,-2.833,57.66,59.3,9.557
31,15e-6,100e-15,12,24.8e9,62.11,14.13,-1.755,63.4,61.56,9.932
31,15e-6,100e-15,14,24.4e9,60.12,14.12,-887.1e-3,57.31,57.96,9.335
31,15e-6,100e-15,16,24e9,58.76,14.12,-169.2e-3,53.69,55.49,8.924
31,15e-6,100e-15,18,23.6e9,57.77,14.11,437.2e-3,51.98,54.36,8.736
31,15e-6,100e-15,20,23.2e9,57,14.11,957.9e-3,54.41,56.36,9.069
31,10e-6,10e-15,15,35.6e9,42.07,14.18,-205.6e-3,53.86,57.5,9.258
31,10e-6,10e-15,10,37.2e9,51.26,14.15,-1.218,53.87,57.38,9.239
31,10e-6,10e-15,12,36.4e9,46.38,14.17,-733.5e-3,53.87,57.46,9.251
31,10e-6,10e-15,14,35.6e9,43.19,14.18,-364.7e-3,53.87,57.49,9.256
31,10e-6,10e-15,16,35.2e9,41.17,14.18,-67.32e-3,53.86,57.51,9.26
31,10e-6,10e-15,18,34.4e9,39.97,14.18,180.7e-3,53.85,57.53,9.263
31,10e-6,10e-15,20,33.6e9,39.31,14.18,391.9e-3,53.84,57.54,9.265
31,10e-6,10e-15,15,35.6e9,42.07,14.18,-205.6e-3,53.86,57.5,9.258
31,10e-6,10e-15,10,37.2e9,51.26,14.15,-1.218,53.87,57.38,9.239
31,10e-6,10e-15,12,36.4e9,46.38,14.17,-733.5e-3,53.87,57.46,9.251
31,10e-6,10e-15,14,35.6e9,43.19,14.18,-364.7e-3,53.87,57.49,9.256
31,10e-6,10e-15,16,35.2e9,41.17,14.18,-67.32e-3,53.86,57.51,9.26
31,10e-6,10e-15,18,34.4e9,39.97,14.18,180.7e-3,53.85,57.53,9.263
31,10e-6,10e-15,20,33.6e9,39.31,14.18,391.9e-3,53.84,57.54,9.265
31,10e-6,40e-15,15,32.8e9,44.66,14.2,-809.9e-3,53.92,57.62,9.278
31,10e-6,40e-15,10,34.4e9,52.67,14.19,-2.49,53.92,57.53,9.263
31,10e-6,40e-15,12,33.6e9,48.29,14.2,-1.69,53.92,57.57,9.27
31,10e-6,40e-15,14,33.2e9,45.57,14.2,-1.077,53.92,57.61,9.276
31,10e-6,40e-15,16,32.4e9,43.93,14.2,-586.5e-3,53.93,57.63,9.28
31,10e-6,40e-15,18,31.6e9,42.99,14.2,-186.2e-3,53.92,57.65,9.282
31,10e-6,40e-15,20,31.2e9,42.49,14.19,147.6e-3,53.92,57.65,9.284
31,10e-6,70e-15,15,30.8e9,46.53,14.22,-1.765,53.95,57.63,9.28
31,10e-6,70e-15,10,32.8e9,53.79,14.22,-3.928,53.92,57.55,9.266
31,10e-6,70e-15,12,32e9,49.76,14.22,-2.91,53.94,57.6,9.274
31,10e-6,70e-15,14,31.2e9,47.31,14.22,-2.112,53.95,57.63,9.279
31,10e-6,70e-15,16,30.8e9,45.87,14.22,-1.469,53.95,57.64,9.281
31,10e-6,70e-15,18,30e9,45.05,14.21,-933.3e-3,53.97,57.67,9.287
31,10e-6,70e-15,20,29.6e9,44.61,14.21,-488.6e-3,54.08,57.78,9.305
31,10e-6,100e-15,15,30e9,47.82,14.23,-2.812,54.3,57.82,9.312
31,10e-6,100e-15,10,31.6e9,54.6,14.23,-5.304,54.03,57.61,9.276
31,10e-6,100e-15,12,30.8e9,50.8,14.23,-4.144,54.13,57.69,9.29
31,10e-6,100e-15,14,30e9,48.53,14.23,-3.22,54.22,57.76,9.3
31,10e-6,100e-15,16,29.6e9,47.19,14.23,-2.46,54.44,57.93,9.329
31,10e-6,100e-15,18,28.8e9,46.42,14.23,-1.825,54.83,58.22,9.378
31,10e-6,100e-15,20,28.4e9,45.99,14.22,-1.287,55.18,58.45,9.417
31,12e-6,10e-15,15,32e9,47.18,14.08,559.4e-3,53.93,57.52,9.262
31,12e-6,10e-15,10,33.2e9,54.93,14.08,-399.3e-3,54.1,57.51,9.259
31,12e-6,10e-15,12,32.8e9,50.74,14.08,56.73e-3,54.04,57.54,9.265
31,12e-6,10e-15,14,32e9,48.09,14.08,408.8e-3,53.96,57.53,9.263
31,12e-6,10e-15,16,31.6e9,46.45,14.08,694.6e-3,53.89,57.51,9.259
31,12e-6,10e-15,18,30.8e9,45.48,14.07,934.9e-3,53.84,57.49,9.257
31,12e-6,10e-15,20,30.4e9,44.94,14.06,1.143,53.88,57.54,9.264
31,12e-6,10e-15,15,32e9,47.18,14.08,559.4e-3,53.93,57.52,9.262
31,12e-6,10e-15,10,33.2e9,54.93,14.08,-399.3e-3,54.1,57.51,9.259
31,12e-6,10e-15,12,32.8e9,50.74,14.08,56.73e-3,54.04,57.54,9.265
31,12e-6,10e-15,14,32e9,48.09,14.08,408.8e-3,53.96,57.53,9.263
31,12e-6,10e-15,16,31.6e9,46.45,14.08,694.6e-3,53.89,57.51,9.259
31,12e-6,10e-15,18,30.8e9,45.48,14.07,934.9e-3,53.84,57.49,9.257
31,12e-6,10e-15,20,30.4e9,44.94,14.06,1.143,53.88,57.54,9.264
31,12e-6,40e-15,15,29.6e9,50.11,14.13,50.75e-3,54,57.72,9.295
31,12e-6,40e-15,10,30.8e9,56.9,14.15,-1.559,53.87,57.54,9.265
31,12e-6,40e-15,12,30.4e9,53.17,14.15,-794.8e-3,53.88,57.59,9.273
31,12e-6,40e-15,14,30e9,50.86,14.14,-207.2e-3,53.94,57.66,9.285
31,12e-6,40e-15,16,29.2e9,49.45,14.13,267.2e-3,54.08,57.8,9.307
31,12e-6,40e-15,18,28.8e9,48.59,14.11,657.1e-3,54.19,57.89,9.322
31,12e-6,40e-15,20,28.4e9,48.08,14.1,982.9e-3,53.94,57.6,9.274
31,12e-6,70e-15,15,28e9,51.97,14.17,-822.1e-3,55.88,59.19,9.539
31,12e-6,70e-15,10,29.6e9,58.23,14.18,-2.915,54.35,57.96,9.335
31,12e-6,70e-15,12,28.8e9,54.78,14.18,-1.935,55.11,58.66,9.451
31,12e-6,70e-15,14,28.4e9,52.65,14.17,-1.16,55.82,59.22,9.544
31,12e-6,70e-15,16,28e9,51.33,14.17,-535e-3,55.75,58.96,9.501
31,12e-6,70e-15,18,27.2e9,50.51,14.16,-11.14e-3,55.12,58.24,9.38
31,12e-6,70e-15,20,26.8e9,49.98,14.14,431.2e-3,54.49,57.58,9.272
31,12e-6,100e-15,15,27.2e9,53.15,14.19,-1.81,55.02,57.83,9.313
31,12e-6,100e-15,10,28.8e9,59.12,14.2,-4.239,53.96,57.26,9.218
31,12e-6,100e-15,12,28e9,55.82,14.2,-3.111,54.47,57.48,9.255
31,12e-6,100e-15,14,27.2e9,53.79,14.19,-2.212,54.8,57.65,9.283
31,12e-6,100e-15,16,26.8e9,52.52,14.18,-1.464,55.33,58.1,9.357
31,12e-6,100e-15,18,26.4e9,51.69,14.17,-840.8e-3,56.2,58.86,9.484
31,12e-6,100e-15,20,26e9,51.13,14.17,-311.9e-3,56.88,59.34,9.564
31,14e-6,10e-15,15,29.2e9,51.9,13.93,1.244,54.64,58.18,9.372
31,14e-6,10e-15,10,30e9,58.85,13.96,335e-3,53.69,57.23,9.213
31,14e-6,10e-15,12,29.6e9,55.09,13.96,765.8e-3,53.89,57.46,9.252
31,14e-6,10e-15,14,29.2e9,52.7,13.94,1.101,54.44,58,9.342
31,14e-6,10e-15,16,28.8e9,51.2,13.93,1.376,54.58,58.11,9.359
31,14e-6,10e-15,18,28.4e9,50.27,13.9,1.608,59.19,61.96,9.999
31,14e-6,10e-15,20,27.6e9,49.7,13.88,1.81,58.39,60.87,9.817
31,14e-6,10e-15,15,29.2e9,51.9,13.93,1.244,54.64,58.18,9.372
31,14e-6,10e-15,10,30e9,58.85,13.96,335e-3,53.69,57.23,9.213
31,14e-6,10e-15,12,29.6e9,55.09,13.96,765.8e-3,53.89,57.46,9.252
31,14e-6,10e-15,14,29.2e9,52.7,13.94,1.101,54.44,58,9.342
31,14e-6,10e-15,16,28.8e9,51.2,13.93,1.376,54.58,58.11,9.359
31,14e-6,10e-15,18,28.4e9,50.27,13.9,1.608,59.19,61.96,9.999
31,14e-6,10e-15,20,27.6e9,49.7,13.88,1.81,58.39,60.87,9.817
31,14e-6,40e-15,15,27.2e9,54.81,14.06,819.3e-3,52.54,56.22,9.046
31,14e-6,40e-15,10,28.4e9,61.06,14.09,-722.3e-3,53.97,57.69,9.29
31,14e-6,40e-15,12,28e9,57.67,14.08,5.273e-3,53.61,57.34,9.231
31,14e-6,40e-15,14,27.2e9,55.52,14.06,571.9e-3,52.82,56.53,9.096
31,14e-6,40e-15,16,26.8e9,54.14,14.05,1.029,52.44,56.1,9.026
31,14e-6,40e-15,18,26.4e9,53.23,14.03,1.409,53.15,56.74,9.132
31,14e-6,40e-15,20,26e9,52.62,14.02,1.729,54.96,58.46,9.417
31,14e-6,70e-15,15,26e9,56.53,14.11,18.51e-3,55.91,58.29,9.389
31,14e-6,70e-15,10,27.2e9,62.42,14.14,-2.005,56.94,59.66,9.617
31,14e-6,70e-15,12,26.4e9,59.23,14.13,-1.059,56.57,58.98,9.503
31,14e-6,70e-15,14,26e9,57.19,14.12,-309e-3,56.24,58.55,9.433
31,14e-6,70e-15,16,25.6e9,55.86,14.11,302.6e-3,55.61,58.05,9.35
31,14e-6,70e-15,18,25.2e9,54.95,14.1,812.6e-3,54.73,57.4,9.242
31,14e-6,70e-15,20,24.8e9,54.29,14.09,1.245,53.75,56.69,9.124
31,14e-6,100e-15,15,24.8e9,57.57,14.14,-917.5e-3,59.53,59.87,9.652
31,14e-6,100e-15,10,26.4e9,63.27,14.16,-3.28,54.06,56.92,9.162
31,14e-6,100e-15,12,25.6e9,60.19,14.15,-2.184,57.41,59.44,9.581
31,14e-6,100e-15,14,25.2e9,58.2,14.14,-1.303,60.61,60.83,9.812
31,14e-6,100e-15,16,24.8e9,56.88,14.13,-576e-3,57.8,58.59,9.439
31,14e-6,100e-15,18,24.4e9,55.95,14.13,36.31e-3,54.82,56.46,9.085
31,14e-6,100e-15,20,24e9,55.26,14.12,560.1e-3,52.81,55.12,8.863
31,16e-6,10e-15,15,26.8e9,55.98,13.79,1.862,52.55,55.76,8.968
31,16e-6,10e-15,10,27.6e9,62.54,13.84,995.3e-3,56.7,59.95,9.666
31,16e-6,10e-15,12,27.2e9,59.02,13.82,1.402,63.36,64.11,10.36
31,16e-6,10e-15,14,26.8e9,56.75,13.8,1.722,55.51,58.34,9.397
31,16e-6,10e-15,16,26.4e9,55.27,13.78,1.986,52.53,55.71,8.961
31,16e-6,10e-15,18,26e9,54.29,13.77,2.213,55.89,58.44,9.415
31,16e-6,10e-15,20,25.6e9,53.63,13.76,2.41,59.59,60.93,9.828
31,16e-6,10e-15,15,26.8e9,55.98,13.79,1.862,52.55,55.76,8.968
31,16e-6,10e-15,10,27.6e9,62.54,13.84,995.3e-3,56.7,59.95,9.666
31,16e-6,10e-15,12,27.2e9,59.02,13.82,1.402,63.36,64.11,10.36
31,16e-6,10e-15,14,26.8e9,56.75,13.8,1.722,55.51,58.34,9.397
31,16e-6,10e-15,16,26.4e9,55.27,13.78,1.986,52.53,55.71,8.961
31,16e-6,10e-15,18,26e9,54.29,13.77,2.213,55.89,58.44,9.415
31,16e-6,10e-15,20,25.6e9,53.63,13.76,2.41,59.59,60.93,9.828
31,16e-6,40e-15,15,25.2e9,58.76,14,1.51,55.9,59.02,9.51
31,16e-6,40e-15,10,26e9,64.8,14.02,31.7e-3,52.11,55.74,8.966
31,16e-6,40e-15,12,25.6e9,61.57,14.01,727.5e-3,52.71,56.19,9.041
31,16e-6,40e-15,14,25.2e9,59.46,14,1.27,54.72,57.97,9.335
31,16e-6,40e-15,16,24.8e9,58.04,13.99,1.711,56.55,59.58,9.603
31,16e-6,40e-15,18,24.4e9,57.05,13.99,2.078,55.63,58.9,9.491
31,16e-6,40e-15,20,24e9,56.31,13.98,2.389,58.23,61.34,9.895
31,16e-6,70e-15,15,24e9,60.32,14.07,776.4e-3,52.64,55.55,8.935
31,16e-6,70e-15,10,25.2e9,66.1,14.09,-1.184,59.74,60.75,9.797
31,16e-6,70e-15,12,24.8e9,63.02,14.08,-270.3e-3,56.12,58.37,9.402
31,16e-6,70e-15,14,24.4e9,60.99,14.07,454.4e-3,53.31,56.11,9.027
31,16e-6,70e-15,16,24e9,59.58,14.07,1.048,51.42,54.54,8.767
31,16e-6,70e-15,18,23.6e9,58.56,14.07,1.546,58.68,60.21,9.708
31,16e-6,70e-15,20,23.2e9,57.76,14.07,1.971,62.32,63.39,10.24
31,16e-6,100e-15,15,23.2e9,61.21,14.1,-108.3e-3,51.83,54.14,8.7
31,16e-6,100e-15,10,24.4e9,66.87,14.11,-2.412,62.6,61.96,9.999
31,16e-6,100e-15,12,24e9,63.87,14.11,-1.349,57.12,57.83,9.313
31,16e-6,100e-15,14,23.6e9,61.86,14.11,-491.5e-3,52.78,54.84,8.816
31,16e-6,100e-15,16,23.2e9,60.45,14.1,219.3e-3,49.79,52.61,8.447
31,16e-6,100e-15,18,22.8e9,59.39,14.1,821.4e-3,56.35,57.4,9.242
31,16e-6,100e-15,20,22.4e9,58.54,14.1,1.339,59.1,59.89,9.656
31,18e-6,10e-15,15,24.8e9,59.43,13.72,2.416,60.09,60.8,9.806
31,18e-6,10e-15,10,25.6e9,65.83,13.73,1.59,51.5,54.83,8.815
31,18e-6,10e-15,12,25.6e9,62.44,13.72,1.978,54.61,57.17,9.203
31,18e-6,10e-15,14,25.2e9,60.2,13.72,2.284,60.2,60.4,9.74
31,18e-6,10e-15,16,24.8e9,58.68,13.72,2.539,59.24,59.72,9.627
31,18e-6,10e-15,18,24.4e9,57.6,13.73,2.758,52.84,55.71,8.96
31,18e-6,10e-15,20,24e9,56.8,13.74,2.951,60.08,60.84,9.812
31,18e-6,10e-15,15,24.8e9,59.43,13.72,2.416,60.09,60.8,9.806
31,18e-6,10e-15,10,25.6e9,65.83,13.73,1.59,51.5,54.83,8.815
31,18e-6,10e-15,12,25.6e9,62.44,13.72,1.978,54.61,57.17,9.203
31,18e-6,10e-15,14,25.2e9,60.2,13.72,2.284,60.2,60.4,9.74
31,18e-6,10e-15,16,24.8e9,58.68,13.72,2.539,59.24,59.72,9.627
31,18e-6,10e-15,18,24.4e9,57.6,13.73,2.758,52.84,55.71,8.96
31,18e-6,10e-15,20,24e9,56.8,13.74,2.951,60.08,60.84,9.812
31,18e-6,40e-15,15,23.6e9,62.04,13.97,2.132,60.38,62.78,10.14
31,18e-6,40e-15,10,24.4e9,68.04,13.98,712.3e-3,54.54,57.71,9.293
31,18e-6,40e-15,12,24e9,64.89,13.97,1.38,56.25,59.14,9.53
31,18e-6,40e-15,14,23.6e9,62.76,13.97,1.902,62.27,63.72,10.29
31,18e-6,40e-15,16,23.2e9,61.25,13.97,2.326,57.21,60.39,9.738
31,18e-6,40e-15,18,23.2e9,60.12,13.98,2.683,54.59,58.15,9.365
31,18e-6,40e-15,20,22.8e9,59.2,13.99,2.989,54.66,58.25,9.383
31,18e-6,70e-15,15,22.4e9,63.41,14.06,1.455,60.72,63.69,10.29
31,18e-6,70e-15,10,23.2e9,69.25,14.05,-441.8e-3,52.63,55.67,8.955
31,18e-6,70e-15,12,23.2e9,66.21,14.05,444e-3,51.82,54.92,8.83
31,18e-6,70e-15,14,22.8e9,64.12,14.05,1.148,58.52,59.86,9.649
31,18e-6,70e-15,16,22.4e9,62.6,14.06,1.727,60.99,61.7,9.956
31,18e-6,70e-15,18,22e9,61.41,14.07,2.212,52.23,55.51,8.927
31,18e-6,70e-15,20,21.6e9,60.4,14.08,2.625,53.97,57.36,9.235
31,18e-6,100e-15,15,22e9,64.15,14.09,615.8e-3,58.59,60.14,9.696
31,18e-6,100e-15,10,22.8e9,69.93,14.08,-1.626,52.27,54.72,8.796
31,18e-6,100e-15,12,22.4e9,66.95,14.09,-589e-3,51.22,53.85,8.653
31,18e-6,100e-15,14,22e9,64.86,14.09,248.5e-3,57.76,58.09,9.356
31,18e-6,100e-15,16,21.6e9,63.3,14.1,944.2e-3,57.68,58.52,9.428
31,18e-6,100e-15,18,21.2e9,62.05,14.11,1.533,50.38,53.51,8.595
31,18e-6,100e-15,20,20.8e9,60.96,14.12,2.035,55.35,57.65,9.283
31,20e-6,10e-15,15,23.6e9,62.27,13.7,2.919,53.96,56.11,9.027
31,20e-6,10e-15,10,24e9,68.68,13.67,2.13,60.44,60.6,9.774
31,20e-6,10e-15,12,24e9,65.35,13.68,2.5,58.22,58.52,9.428
31,20e-6,10e-15,14,23.6e9,63.07,13.7,2.794,51.6,54.32,8.73
31,20e-6,10e-15,16,23.2e9,61.45,13.72,3.039,58.28,58.85,9.483
31,20e-6,10e-15,18,22.8e9,60.22,13.74,3.25,60.74,62.73,10.13
31,20e-6,10e-15,20,22.8e9,59.22,13.77,3.437,59.48,60.62,9.776
31,20e-6,10e-15,15,23.6e9,62.27,13.7,2.919,53.96,56.11,9.027
31,20e-6,10e-15,10,24e9,68.68,13.67,2.13,60.44,60.6,9.774
31,20e-6,10e-15,12,24e9,65.35,13.68,2.5,58.22,58.52,9.428
31,20e-6,10e-15,14,23.6e9,63.07,13.7,2.794,51.6,54.32,8.73
31,20e-6,10e-15,16,23.2e9,61.45,13.72,3.039,58.28,58.85,9.483
31,20e-6,10e-15,18,22.8e9,60.22,13.74,3.25,60.74,62.73,10.13
31,20e-6,10e-15,20,22.8e9,59.22,13.77,3.437,59.48,60.62,9.776
31,20e-6,40e-15,15,22.4e9,64.66,13.97,2.691,54.68,58.27,9.385
31,20e-6,40e-15,10,22.8e9,70.8,13.95,1.327,59.96,62.12,10.03
31,20e-6,40e-15,12,22.8e9,67.65,13.96,1.969,58.86,61.64,9.945
31,20e-6,40e-15,14,22.4e9,65.43,13.97,2.475,54.73,58.26,9.384
31,20e-6,40e-15,16,22e9,63.77,13.98,2.887,54.95,58.53,9.43
31,20e-6,40e-15,18,21.6e9,62.44,14,3.231,54.53,58.1,9.358
31,20e-6,40e-15,20,21.6e9,61.28,14.01,3.526,53.35,56.95,9.167
31,20e-6,70e-15,15,21.2e9,65.83,14.06,2.076,54.39,57.34,9.232
31,20e-6,70e-15,10,22e9,71.89,14.04,236.8e-3,56.57,59.1,9.524
31,20e-6,70e-15,12,21.6e9,68.82,14.05,1.09,61.4,64.31,10.39
31,20e-6,70e-15,14,21.6e9,66.61,14.06,1.773,53.47,56.46,9.086
31,20e-6,70e-15,16,21.2e9,64.9,14.07,2.338,54.08,57.26,9.218
31,20e-6,70e-15,18,20.8e9,63.46,14.09,2.813,53.4,57.03,9.179
31,20e-6,70e-15,20,20.4e9,62.17,14.1,3.214,54.55,58.28,9.387
31,20e-6,100e-15,15,20.8e9,66.39,14.1,1.277,55.62,57.51,9.259
31,20e-6,100e-15,10,21.6e9,72.48,14.07,-913.7e-3,59.04,59.37,9.569
31,20e-6,100e-15,12,21.2e9,69.43,14.08,99.5e-3,60.26,61.63,9.945
31,20e-6,100e-15,14,20.8e9,67.19,14.1,918.4e-3,51.88,54.76,8.803
31,20e-6,100e-15,16,20.4e9,65.4,14.11,1.598,55.54,57.55,9.267
33,15e-6,10e-15,15,27.6e9,54.27,13.91,1.792,62.91,63.18,10.2
33,15e-6,10e-15,10,28.8e9,60.99,13.95,913.7e-3,54.78,58.24,9.381
33,15e-6,10e-15,12,28.4e9,57.37,13.94,1.328,54.39,57.8,9.308
33,15e-6,10e-15,14,28e9,55.06,13.92,1.651,63.2,63.85,10.31
33,15e-6,10e-15,16,27.6e9,53.57,13.9,1.916,56.66,59.12,9.527
33,15e-6,10e-15,18,26.8e9,52.62,13.88,2.144,52.28,55.43,8.914
