Wpmos_in,L_Radius,Cin_OD,Wnmos_follower,center_freq,Output Impedance (Rout),Power(mW),Gain,spectrum_sfdr,spectrum_snr,spectrum_enob
27,14e-6,10e-15,18,28.8e9,49.75,13.75,1.063,54.56,58.19,9.373
27,14e-6,10e-15,20,28e9,49.21,13.73,1.272,57.34,60.71,9.791
27,14e-6,40e-15,15,27.6e9,54.31,13.87,287.7e-3,53.15,56.84,9.149
27,14e-6,40e-15,10,28.8e9,60.56,13.91,-1.286,54,57.73,9.296
27,14e-6,40e-15,12,28e9,57.15,13.9,-541e-3,54,57.73,9.296
27,14e-6,40e-15,14,27.6e9,55.01,13.88,38.09e-3,53.52,57.23,9.213
27,14e-6,40e-15,16,27.2e9,53.64,13.87,504.6e-3,52.78,56.46,9.085
27,14e-6,40e-15,18,26.8e9,52.77,13.85,890.2e-3,52.65,56.31,9.061
27,14e-6,40e-15,20,26.4e9,52.19,13.83,1.216,53.68,57.3,9.225
27,14e-6,70e-15,15,26e9,56.07,13.93,-503.6e-3,55.27,58.1,9.358
27,14e-6,70e-15,10,27.2e9,61.94,13.96,-2.568,57.39,60.59,9.771
27,14e-6,70e-15,12,26.8e9,58.74,13.95,-1.602,56.92,59.78,9.638
27,14e-6,70e-15,14,26.4e9,56.71,13.93,-837.6e-3,55.81,58.6,9.44
27,14e-6,70e-15,16,26e9,55.41,13.92,-215.8e-3,54.86,57.74,9.298
27,14e-6,70e-15,18,25.6e9,54.53,13.91,301.4e-3,54.03,57.09,9.19
27,14e-6,70e-15,20,24.8e9,53.9,13.9,743e-3,53.42,56.67,9.12
27,14e-6,100e-15,15,25.2e9,57.13,13.95,-1.435,59.98,61.02,9.843
27,14e-6,100e-15,10,26.4e9,62.8,13.98,-3.845,54.88,57.75,9.299
27,14e-6,100e-15,12,26e9,59.72,13.97,-2.73,57.03,59.23,9.545
27,14e-6,100e-15,14,25.6e9,57.76,13.96,-1.835,60.57,61.42,9.909
27,14e-6,100e-15,16,24.8e9,56.46,13.95,-1.095,58.07,59.72,9.626
27,14e-6,100e-15,18,24.4e9,55.56,13.94,-466.9e-3,54.62,57.06,9.184
27,14e-6,100e-15,20,24e9,54.9,13.93,69.63e-3,52.6,55.46,8.918
27,16e-6,10e-15,15,27.2e9,55.44,13.64,1.312,58.09,60.99,9.838
27,16e-6,10e-15,10,28e9,62.01,13.68,424.1e-3,54.6,58.25,9.383
27,16e-6,10e-15,12,27.6e9,58.47,13.67,841.8e-3,56.5,59.97,9.668
27,16e-6,10e-15,14,27.2e9,56.21,13.65,1.17,59.68,62.45,10.08
27,16e-6,10e-15,16,26.8e9,54.75,13.63,1.442,55.03,58.28,9.388
27,16e-6,10e-15,18,26.4e9,53.8,13.61,1.674,52.88,56.29,9.057
27,16e-6,10e-15,20,26e9,53.16,13.6,1.876,55.63,58.75,9.466
27,16e-6,10e-15,15,27.2e9,55.44,13.64,1.312,58.09,60.99,9.838
27,16e-6,10e-15,10,28e9,62.01,13.68,424.1e-3,54.6,58.25,9.383
27,16e-6,10e-15,12,27.6e9,58.47,13.67,841.8e-3,56.5,59.97,9.668
27,16e-6,10e-15,14,27.2e9,56.21,13.65,1.17,59.68,62.45,10.08
27,16e-6,10e-15,16,26.8e9,54.75,13.63,1.442,55.03,58.28,9.388
27,16e-6,10e-15,18,26.4e9,53.8,13.61,1.674,52.88,56.29,9.057
27,16e-6,10e-15,20,26e9,53.16,13.6,1.876,55.63,58.75,9.466
27,16e-6,40e-15,15,25.6e9,58.28,13.81,983.9e-3,54.48,58.02,9.344
27,16e-6,40e-15,10,26.4e9,64.29,13.84,-526.3e-3,52.48,56.19,9.04
27,16e-6,40e-15,12,26e9,61.06,13.83,186.6e-3,52.11,55.78,8.972
27,16e-6,40e-15,14,25.6e9,58.97,13.81,743.2e-3,53.31,56.9,9.158
27,16e-6,40e-15,16,25.2e9,57.58,13.8,1.195,55.78,59.24,9.547
27,16e-6,40e-15,18,24.8e9,56.61,13.79,1.571,56.89,60.31,9.725
27,16e-6,40e-15,20,24.4e9,55.91,13.79,1.89,54.96,58.52,9.428
27,16e-6,70e-15,15,24.4e9,59.88,13.88,260.8e-3,52.71,55.95,9
27,16e-6,70e-15,10,25.2e9,65.61,13.9,-1.741,57.84,59.99,9.672
27,16e-6,70e-15,12,24.8e9,62.55,13.89,-807.1e-3,55.65,58.3,9.391
27,16e-6,70e-15,14,24.4e9,60.53,13.88,-65.23e-3,53.32,56.44,9.082
27,16e-6,70e-15,16,24e9,59.16,13.88,542.6e-3,52.41,55.72,8.962
27,16e-6,70e-15,18,23.6e9,58.17,13.87,1.051,57.63,60.33,9.728
27,16e-6,70e-15,20,23.2e9,57.4,13.88,1.484,62.48,64.17,10.37
27,16e-6,100e-15,15,23.6e9,60.8,13.91,-622.8e-3,51.83,54.63,8.781
27,16e-6,100e-15,10,24.4e9,66.41,13.93,-2.974,63.19,62.11,10.02
27,16e-6,100e-15,12,24e9,63.42,13.92,-1.888,57.77,58.99,9.505
27,16e-6,100e-15,14,23.6e9,61.44,13.92,-1.011,52.89,55.48,8.922
27,16e-6,100e-15,16,23.2e9,60.06,13.91,-282.8e-3,50.56,53.6,8.611
27,16e-6,100e-15,18,22.8e9,59.04,13.91,332.4e-3,56.18,58.11,9.36
27,16e-6,100e-15,20,22.4e9,58.21,13.92,860e-3,61.14,63.46,10.25
27,18e-6,10e-15,15,25.2e9,58.92,13.55,1.873,57.05,59.41,9.576
27,18e-6,10e-15,10,26e9,65.29,13.57,1.024,55.54,58.77,9.469
27,18e-6,10e-15,12,26e9,61.91,13.56,1.421,51.48,54.91,8.828
27,18e-6,10e-15,14,25.6e9,59.68,13.55,1.736,54.97,57.88,9.32
27,18e-6,10e-15,16,25.2e9,58.18,13.55,1.998,59.43,61,9.84
27,18e-6,10e-15,18,24.8e9,57.14,13.56,2.223,58.38,60.45,9.748
27,18e-6,10e-15,20,24.4e9,56.37,13.57,2.422,53.85,57.04,9.182
27,18e-6,10e-15,15,25.2e9,58.92,13.55,1.873,57.05,59.41,9.576
27,18e-6,10e-15,10,26e9,65.29,13.57,1.024,55.54,58.77,9.469
27,18e-6,10e-15,12,26e9,61.91,13.56,1.421,51.48,54.91,8.828
27,18e-6,10e-15,14,25.6e9,59.68,13.55,1.736,54.97,57.88,9.32
27,18e-6,10e-15,16,25.2e9,58.18,13.55,1.998,59.43,61,9.84
27,18e-6,10e-15,18,24.8e9,57.14,13.56,2.223,58.38,60.45,9.748
27,18e-6,10e-15,20,24.4e9,56.37,13.57,2.422,53.85,57.04,9.182
27,18e-6,40e-15,15,24e9,61.58,13.78,1.612,55.4,58.88,9.487
27,18e-6,40e-15,10,24.8e9,67.54,13.79,159e-3,53.09,56.63,9.113
27,18e-6,40e-15,12,24.4e9,64.4,13.78,844.7e-3,56.08,59.36,9.567
27,18e-6,40e-15,14,24e9,62.29,13.78,1.381,56.62,59.95,9.665
27,18e-6,40e-15,16,23.6e9,60.82,13.78,1.818,56.82,60.25,9.715
27,18e-6,40e-15,18,23.2e9,59.72,13.79,2.184,55.24,58.82,9.477
27,18e-6,40e-15,20,22.8e9,58.84,13.8,2.495,55.58,59.14,9.53
27,18e-6,70e-15,15,22.8e9,63.01,13.86,953.7e-3,63.53,64.13,10.36
27,18e-6,70e-15,10,23.6e9,68.78,13.86,-989.5e-3,53.01,56.19,9.04
27,18e-6,70e-15,12,23.2e9,65.76,13.86,-86.15e-3,53.01,56.28,9.056
27,18e-6,70e-15,14,22.8e9,63.7,13.86,632.5e-3,57.61,60.24,9.712
27,18e-6,70e-15,16,22.4e9,62.21,13.87,1.222,63.49,64.23,10.38
27,18e-6,70e-15,18,22.4e9,61.06,13.88,1.721,53.8,57.2,9.208
27,18e-6,70e-15,20,22e9,60.09,13.89,2.149,53.73,57.3,9.225
27,18e-6,100e-15,15,22e9,63.78,13.9,117.5e-3,60.77,62.54,10.09
27,18e-6,100e-15,10,22.8e9,69.49,13.89,-2.182,52.84,55.48,8.923
27,18e-6,100e-15,12,22.8e9,66.53,13.9,-1.124,52.03,54.87,8.822
27,18e-6,100e-15,14,22.4e9,64.47,13.9,-267.5e-3,57.69,59,9.508
27,18e-6,100e-15,16,22e9,62.95,13.91,445.7e-3,60.74,61.92,9.993
27,18e-6,100e-15,18,21.6e9,61.74,13.92,1.052,52.05,55.14,8.866
27,18e-6,100e-15,20,21.2e9,60.68,13.93,1.575,55.2,57.89,9.324
27,20e-6,10e-15,15,23.6e9,61.8,13.53,2.382,55.53,57.86,9.318
27,20e-6,10e-15,10,24.4e9,68.16,13.5,1.57,55.99,58.76,9.468
27,20e-6,10e-15,12,24.4e9,64.84,13.51,1.949,60.67,61.1,9.856
27,20e-6,10e-15,14,24e9,62.58,13.52,2.252,57.67,59.27,9.553
27,20e-6,10e-15,16,23.6e9,60.99,13.54,2.506,53.22,56.16,9.036
27,20e-6,10e-15,18,23.2e9,59.8,13.57,2.724,58.51,60.32,9.726
27,20e-6,10e-15,20,22.8e9,58.84,13.59,2.917,63.5,63.5,10.25
27,20e-6,10e-15,15,23.6e9,61.8,13.53,2.382,55.53,57.86,9.318
27,20e-6,10e-15,10,24.4e9,68.16,13.5,1.57,55.99,58.76,9.468
27,20e-6,10e-15,12,24.4e9,64.84,13.51,1.949,60.67,61.1,9.856
27,20e-6,10e-15,14,24e9,62.58,13.52,2.252,57.67,59.27,9.553
27,20e-6,10e-15,16,23.6e9,60.99,13.54,2.506,53.22,56.16,9.036
27,20e-6,10e-15,18,23.2e9,59.8,13.57,2.724,58.51,60.32,9.726
27,20e-6,10e-15,20,22.8e9,58.84,13.59,2.917,63.5,63.5,10.25
27,20e-6,40e-15,15,22.4e9,64.25,13.78,2.186,55.12,58.72,9.46
27,20e-6,40e-15,10,23.2e9,70.32,13.76,783.6e-3,57.19,60.36,9.733
27,20e-6,40e-15,12,22.8e9,67.19,13.77,1.441,57.86,61.1,9.857
27,20e-6,40e-15,14,22.8e9,65.01,13.78,1.957,55.16,58.73,9.463
27,20e-6,40e-15,16,22.4e9,63.38,13.79,2.383,55.54,59.12,9.527
27,20e-6,40e-15,18,22e9,62.09,13.81,2.74,55.72,59.26,9.551
27,20e-6,40e-15,20,21.6e9,60.97,13.83,3.045,53.99,57.59,9.273
27,20e-6,70e-15,15,21.6e9,65.47,13.87,1.581,54.5,57.8,9.308
27,20e-6,70e-15,10,22.4e9,71.45,13.85,-306.5e-3,56.28,59.41,9.575
27,20e-6,70e-15,12,22e9,68.41,13.86,572.5e-3,63.35,64.32,10.39
27,20e-6,70e-15,14,21.6e9,66.23,13.87,1.272,55.61,58.7,9.458
27,20e-6,70e-15,16,21.2e9,64.56,13.88,1.846,53.9,57.35,9.233
27,20e-6,70e-15,18,21.2e9,63.17,13.9,2.331,53.14,56.83,9.147
27,20e-6,70e-15,20,20.8e9,61.92,13.92,2.753,54.9,58.6,9.441
27,20e-6,100e-15,15,20.8e9,66.06,13.91,790e-3,56.06,58.26,9.384
27,20e-6,100e-15,10,21.6e9,72.07,13.88,-1.455,58.12,59.7,9.623
27,20e-6,100e-15,12,21.2e9,69.05,13.89,-423.7e-3,62.56,63.8,10.3
27,20e-6,100e-15,14,21.2e9,66.84,13.91,409.9e-3,53.94,56.71,9.127
27,20e-6,100e-15,16,20.8e9,65.1,13.92,1.112,55.52,57.94,9.331
27,20e-6,100e-15,18,20.4e9,63.62,13.94,1.709,53.59,56.84,9.148
29,15e-6,10e-15,15,28e9,53.75,13.79,1.303,57.94,61.1,9.856
29,15e-6,10e-15,10,29.2e9,60.48,13.83,404.7e-3,54.32,57.93,9.33
29,15e-6,10e-15,12,28.8e9,56.85,13.82,828.4e-3,54.79,58.38,9.404
29,15e-6,10e-15,14,28.4e9,54.53,13.8,1.159,55.81,59.28,9.553
29,15e-6,10e-15,16,27.6e9,53.06,13.78,1.432,60.15,62.69,10.12
29,15e-6,10e-15,18,27.2e9,52.12,13.76,1.665,55.7,58.78,9.47
29,15e-6,10e-15,20,26.8e9,51.53,13.74,1.867,52.68,56.04,9.016
29,15e-6,10e-15,15,28e9,53.75,13.79,1.303,57.94,61.1,9.856
29,15e-6,10e-15,10,29.2e9,60.48,13.83,404.7e-3,54.32,57.93,9.33
29,15e-6,10e-15,12,28.8e9,56.85,13.82,828.4e-3,54.79,58.38,9.404
29,15e-6,10e-15,14,28.4e9,54.53,13.8,1.159,55.81,59.28,9.553
29,15e-6,10e-15,16,27.6e9,53.06,13.78,1.432,60.15,62.69,10.12
29,15e-6,10e-15,18,27.2e9,52.12,13.76,1.665,55.7,58.78,9.47
29,15e-6,10e-15,20,26.8e9,51.53,13.74,1.867,52.68,56.04,9.016
29,15e-6,40e-15,15,26.4e9,56.63,13.94,924.6e-3,52.7,56.32,9.062
29,15e-6,40e-15,10,27.2e9,62.74,13.97,-598.6e-3,53.4,57.13,9.197
29,15e-6,40e-15,12,26.8e9,59.44,13.96,121.4e-3,52.5,56.21,9.044
29,15e-6,40e-15,14,26.4e9,57.33,13.95,682.3e-3,52.3,55.95,9.001
29,15e-6,40e-15,16,26e9,55.95,13.93,1.136,53.43,57,9.176
29,15e-6,40e-15,18,25.6e9,55.01,13.92,1.513,55.64,59.09,9.521
29,15e-6,40e-15,20,25.2e9,54.36,13.91,1.833,56.87,60.25,9.714
29,15e-6,70e-15,15,25.2e9,58.29,14,162.2e-3,54.78,57.52,9.261
29,15e-6,70e-15,10,26e9,64.09,14.03,-1.847,57.49,59.88,9.654
29,15e-6,70e-15,12,25.6e9,60.97,14.02,-907.2e-3,57.31,59.44,9.581
29,15e-6,70e-15,14,25.2e9,58.95,14.01,-162.2e-3,55.71,58.24,9.381
29,15e-6,70e-15,16,24.8e9,57.59,14,446.7e-3,54.02,56.91,9.16
29,15e-6,70e-15,18,24.4e9,56.65,13.99,955.9e-3,53,56.13,9.03
29,15e-6,70e-15,20,24e9,55.94,13.99,1.389,56.31,59.07,9.519
29,15e-6,100e-15,15,24e9,59.27,14.03,-748e-3,55.26,57.01,9.177
29,15e-6,100e-15,10,25.2e9,64.91,14.05,-3.1,57.29,59.09,9.522
29,15e-6,100e-15,12,24.8e9,61.88,14.05,-2.01,64.18,62.05,10.01
29,15e-6,100e-15,14,24.4e9,59.91,14.04,-1.132,57.58,58.63,9.446
29,15e-6,100e-15,16,24e9,58.56,14.03,-405.3e-3,53.7,55.84,8.982
29,15e-6,100e-15,18,23.6e9,57.58,14.03,208.3e-3,51.95,54.57,8.771
29,15e-6,100e-15,20,23.2e9,56.83,14.02,734.4e-3,54.18,56.48,9.088
29,10e-6,10e-15,15,35.6e9,41.87,14.11,-464.6e-3,53.88,57.55,9.266
29,10e-6,10e-15,10,37.6e9,51.13,14.09,-1.486,53.88,57.44,9.247
29,10e-6,10e-15,12,36.8e9,46.21,14.1,-996.5e-3,53.89,57.51,9.259
29,10e-6,10e-15,14,36e9,42.99,14.11,-624e-3,53.89,57.54,9.265
29,10e-6,10e-15,16,35.2e9,40.96,14.11,-324.9e-3,53.88,57.56,9.267
29,10e-6,10e-15,18,34.4e9,39.74,14.12,-76.35e-3,53.87,57.57,9.269
29,10e-6,10e-15,20,34e9,39.08,14.11,136.8e-3,53.87,57.58,9.271
29,10e-6,10e-15,15,35.6e9,41.87,14.11,-464.6e-3,53.88,57.55,9.266
29,10e-6,10e-15,10,37.6e9,51.13,14.09,-1.486,53.88,57.44,9.247
29,10e-6,10e-15,12,36.8e9,46.21,14.1,-996.5e-3,53.89,57.51,9.259
29,10e-6,10e-15,14,36e9,42.99,14.11,-624e-3,53.89,57.54,9.265
29,10e-6,10e-15,16,35.2e9,40.96,14.11,-324.9e-3,53.88,57.56,9.267
29,10e-6,10e-15,18,34.4e9,39.74,14.12,-76.35e-3,53.87,57.57,9.269
29,10e-6,10e-15,20,34e9,39.08,14.11,136.8e-3,53.87,57.58,9.271
29,10e-6,40e-15,15,32.8e9,44.43,14.13,-1.061,53.93,57.64,9.281
29,10e-6,40e-15,10,34.8e9,52.5,14.12,-2.755,53.94,57.58,9.271
29,10e-6,40e-15,12,34e9,48.09,14.13,-1.947,53.93,57.61,9.276
29,10e-6,40e-15,14,33.2e9,45.35,14.13,-1.328,53.93,57.63,9.28
29,10e-6,40e-15,16,32.4e9,43.69,14.13,-836.2e-3,53.93,57.65,9.283
29,10e-6,40e-15,18,32e9,42.75,14.13,-433.9e-3,53.93,57.66,9.285
29,10e-6,40e-15,20,31.2e9,42.26,14.12,-95.88e-3,53.93,57.67,9.286
29,10e-6,70e-15,15,31.2e9,46.3,14.15,-2.013,53.95,57.66,9.284
29,10e-6,70e-15,10,33.2e9,53.61,14.14,-4.196,53.94,57.6,9.274
29,10e-6,70e-15,12,32.4e9,49.55,14.15,-3.17,53.95,57.63,9.28
29,10e-6,70e-15,14,31.6e9,47.09,14.15,-2.365,53.96,57.65,9.284
29,10e-6,70e-15,16,30.8e9,45.64,14.14,-1.714,53.95,57.66,9.285
29,10e-6,70e-15,18,30e9,44.83,14.14,-1.179,53.95,57.67,9.286
29,10e-6,70e-15,20,29.6e9,44.39,14.13,-726.3e-3,54,57.73,9.296
29,10e-6,100e-15,15,30e9,47.59,14.16,-3.061,54.31,57.89,9.323
29,10e-6,100e-15,10,32e9,54.42,14.15,-5.572,54.04,57.66,9.285
29,10e-6,100e-15,12,31.2e9,50.59,14.16,-4.404,54.14,57.76,9.301
29,10e-6,100e-15,14,30.4e9,48.31,14.16,-3.471,54.24,57.83,9.313
29,10e-6,100e-15,16,29.6e9,46.97,14.16,-2.707,54.43,57.99,9.34
29,10e-6,100e-15,18,28.8e9,46.21,14.15,-2.072,54.83,58.33,9.395
29,10e-6,100e-15,20,28.4e9,45.78,14.14,-1.526,55.29,58.68,9.454
29,12e-6,10e-15,15,32e9,46.93,14.02,300.5e-3,53.97,57.59,9.272
29,12e-6,10e-15,10,33.6e9,54.72,14.01,-669.3e-3,54.13,57.58,9.271
29,12e-6,10e-15,12,32.8e9,50.51,14.02,-208.1e-3,54.07,57.61,9.276
29,12e-6,10e-15,14,32.4e9,47.84,14.02,147.5e-3,54,57.6,9.274
29,12e-6,10e-15,16,31.6e9,46.2,14.01,436e-3,53.93,57.57,9.269
29,12e-6,10e-15,18,31.2e9,45.22,14,679.1e-3,53.87,57.54,9.264
29,12e-6,10e-15,20,30.4e9,44.69,13.99,887.6e-3,53.85,57.53,9.264
29,12e-6,10e-15,15,32e9,46.93,14.02,300.5e-3,53.97,57.59,9.272
29,12e-6,10e-15,10,33.6e9,54.72,14.01,-669.3e-3,54.13,57.58,9.271
29,12e-6,10e-15,12,32.8e9,50.51,14.02,-208.1e-3,54.07,57.61,9.276
29,12e-6,10e-15,14,32.4e9,47.84,14.02,147.5e-3,54,57.6,9.274
29,12e-6,10e-15,16,31.6e9,46.2,14.01,436e-3,53.93,57.57,9.269
29,12e-6,10e-15,18,31.2e9,45.22,14,679.1e-3,53.87,57.54,9.264
29,12e-6,10e-15,20,30.4e9,44.69,13.99,887.6e-3,53.85,57.53,9.264
29,12e-6,40e-15,15,29.6e9,49.85,14.06,-200.7e-3,53.95,57.68,9.288
29,12e-6,40e-15,10,31.2e9,56.67,14.07,-1.824,53.89,57.58,9.272
29,12e-6,40e-15,12,30.4e9,52.93,14.07,-1.055,53.88,57.6,9.275
29,12e-6,40e-15,14,30e9,50.61,14.06,-457.9e-3,53.91,57.64,9.281
29,12e-6,40e-15,16,29.6e9,49.2,14.05,17.35e-3,54.01,57.74,9.298
29,12e-6,40e-15,18,28.8e9,48.35,14.04,411.9e-3,54.17,57.87,9.32
29,12e-6,40e-15,20,28.4e9,47.85,14.02,743.1e-3,54.11,57.78,9.304
29,12e-6,70e-15,15,28.4e9,51.73,14.09,-1.071,55.87,59.35,9.566
29,12e-6,70e-15,10,29.6e9,58.01,14.11,-3.182,54.24,57.9,9.325
29,12e-6,70e-15,12,29.2e9,54.54,14.1,-2.191,54.85,58.49,9.422
29,12e-6,70e-15,14,28.4e9,52.41,14.1,-1.412,55.67,59.22,9.543
29,12e-6,70e-15,16,28e9,51.1,14.09,-777.4e-3,55.88,59.28,9.553
29,12e-6,70e-15,18,27.6e9,50.29,14.08,-253.9e-3,55.29,58.58,9.437
29,12e-6,70e-15,20,26.8e9,49.77,14.06,191.8e-3,54.51,57.74,9.298
29,12e-6,100e-15,15,27.2e9,52.93,14.11,-2.058,55.31,58.16,9.368
29,12e-6,100e-15,10,28.8e9,58.9,14.12,-4.506,54.15,57.56,9.267
29,12e-6,100e-15,12,28e9,55.59,14.12,-3.371,54.69,57.84,9.314
29,12e-6,100e-15,14,27.6e9,53.56,14.11,-2.46,55.12,58.05,9.349
29,12e-6,100e-15,16,26.8e9,52.3,14.1,-1.712,55.55,58.34,9.398
29,12e-6,100e-15,18,26.4e9,51.49,14.09,-1.08,56.34,59.01,9.509
29,12e-6,100e-15,20,26e9,50.94,14.08,-543.5e-3,56.97,59.55,9.598
29,14e-6,10e-15,15,29.2e9,51.63,13.87,986.6e-3,54.4,58.01,9.343
29,14e-6,10e-15,10,30.4e9,58.61,13.9,65.85e-3,53.66,57.23,9.214
29,14e-6,10e-15,12,30e9,54.83,13.89,501.3e-3,53.71,57.32,9.229
29,14e-6,10e-15,14,29.6e9,52.44,13.88,839.3e-3,54.13,57.75,9.3
29,14e-6,10e-15,16,28.8e9,50.94,13.86,1.118,54.61,58.21,9.377
29,14e-6,10e-15,18,28.4e9,50.01,13.84,1.354,54.16,57.72,9.294
29,14e-6,10e-15,20,28e9,49.46,13.81,1.559,59.26,62.01,10.01
29,14e-6,10e-15,15,29.2e9,51.63,13.87,986.6e-3,54.4,58.01,9.343
29,14e-6,10e-15,10,30.4e9,58.61,13.9,65.85e-3,53.66,57.23,9.214
29,14e-6,10e-15,12,30e9,54.83,13.89,501.3e-3,53.71,57.32,9.229
29,14e-6,10e-15,14,29.6e9,52.44,13.88,839.3e-3,54.13,57.75,9.3
29,14e-6,10e-15,16,28.8e9,50.94,13.86,1.118,54.61,58.21,9.377
29,14e-6,10e-15,18,28.4e9,50.01,13.84,1.354,54.16,57.72,9.294
29,14e-6,10e-15,20,28e9,49.46,13.81,1.559,59.26,62.01,10.01
29,14e-6,40e-15,15,27.2e9,54.56,13.97,570.9e-3,52.77,56.46,9.086
29,14e-6,40e-15,10,28.4e9,60.82,14.01,-985.5e-3,54,57.73,9.296
29,14e-6,40e-15,12,28e9,57.42,14,-249.2e-3,53.83,57.56,9.268
29,14e-6,40e-15,14,27.6e9,55.27,13.98,321.8e-3,53.13,56.84,9.149
29,14e-6,40e-15,16,27.2e9,53.9,13.97,781.3e-3,52.51,56.19,9.04
29,14e-6,40e-15,18,26.4e9,53,13.95,1.164,52.8,56.44,9.082
29,14e-6,40e-15,20,26e9,52.41,13.93,1.488,54.29,57.87,9.319
29,14e-6,70e-15,15,26e9,56.3,14.03,-224.3e-3,55.61,58.21,9.376
29,14e-6,70e-15,10,27.2e9,62.18,14.06,-2.268,57.29,60.24,9.713
29,14e-6,70e-15,12,26.8e9,58.99,14.05,-1.313,56.72,59.34,9.563
29,14e-6,70e-15,14,26.4e9,56.96,14.04,-559.7e-3,56.02,58.57,9.435
29,14e-6,70e-15,16,25.6e9,55.63,14.02,58.09e-3,55.26,57.94,9.331
29,14e-6,70e-15,18,25.2e9,54.74,14.01,574.4e-3,54.43,57.31,9.227
29,14e-6,70e-15,20,24.8e9,54.1,14,1.012,53.65,56.76,9.135
29,14e-6,100e-15,15,25.2e9,57.35,14.06,-1.159,59.81,60.57,9.768
29,14e-6,100e-15,10,26.4e9,63.04,14.08,-3.544,54.34,57.2,9.209
29,14e-6,100e-15,12,26e9,59.96,14.07,-2.442,57.13,59.29,9.555
29,14e-6,100e-15,14,25.2e9,57.98,14.06,-1.554,60.66,61.29,9.888
29,14e-6,100e-15,16,24.8e9,56.67,14.05,-817.3e-3,57.96,59.22,9.543
29,14e-6,100e-15,18,24.4e9,55.76,14.04,-197.3e-3,54.76,56.8,9.142
29,14e-6,100e-15,20,24e9,55.08,14.03,332.6e-3,52.75,55.32,8.896
29,16e-6,10e-15,15,26.8e9,55.71,13.72,1.603,55.41,58.44,9.414
29,16e-6,10e-15,10,28e9,62.28,13.77,727.3e-3,54.37,57.94,9.332
29,16e-6,10e-15,12,27.6e9,58.75,13.75,1.14,59.39,62.2,10.04
29,16e-6,10e-15,14,27.2e9,56.48,13.73,1.464,58.8,61.28,9.886
29,16e-6,10e-15,16,26.8e9,55.01,13.71,1.731,52.52,55.86,8.986
29,16e-6,10e-15,18,26.4e9,54.05,13.7,1.96,54.09,57.22,9.212
29,16e-6,10e-15,20,26e9,53.4,13.69,2.159,57.81,60.22,9.71
29,16e-6,10e-15,15,26.8e9,55.71,13.72,1.603,55.41,58.44,9.414
29,16e-6,10e-15,10,28e9,62.28,13.77,727.3e-3,54.37,57.94,9.332
29,16e-6,10e-15,12,27.6e9,58.75,13.75,1.14,59.39,62.2,10.04
29,16e-6,10e-15,14,27.2e9,56.48,13.73,1.464,58.8,61.28,9.886
29,16e-6,10e-15,16,26.8e9,55.01,13.71,1.731,52.52,55.86,8.986
29,16e-6,10e-15,18,26.4e9,54.05,13.7,1.96,54.09,57.22,9.212
29,16e-6,10e-15,20,26e9,53.4,13.69,2.159,57.81,60.22,9.71
29,16e-6,40e-15,15,25.2e9,58.52,13.91,1.263,55.27,58.63,9.446
29,16e-6,40e-15,10,26.4e9,64.55,13.94,-231.3e-3,52.17,55.86,8.985
29,16e-6,40e-15,12,26e9,61.32,13.93,473.8e-3,52.28,55.88,8.99
29,16e-6,40e-15,14,25.6e9,59.22,13.92,1.024,53.98,57.44,9.248
29,16e-6,40e-15,16,25.2e9,57.81,13.91,1.469,56.38,59.63,9.612
29,16e-6,40e-15,18,24.8e9,56.83,13.9,1.841,56.37,59.71,9.625
29,16e-6,40e-15,20,24.4e9,56.11,13.9,2.157,54.25,57.8,9.308
29,16e-6,70e-15,15,24e9,60.1,13.98,531.7e-3,52.73,55.82,8.979
29,16e-6,70e-15,10,25.2e9,65.86,14,-1.444,58.78,60.39,9.739
29,16e-6,70e-15,12,24.8e9,62.79,14,-520.5e-3,56.03,58.48,9.42
29,16e-6,70e-15,14,24.4e9,60.76,13.99,212.6e-3,53.4,56.37,9.07
29,16e-6,70e-15,16,24e9,59.37,13.98,813.1e-3,52.37,55.53,8.931
29,16e-6,70e-15,18,23.6e9,58.36,13.98,1.316,57.89,60.14,9.696
29,16e-6,70e-15,20,23.2e9,57.58,13.98,1.745,63.61,64.44,10.41
29,16e-6,100e-15,15,23.2e9,61,14.02,-352.7e-3,51.87,54.41,8.745
29,16e-6,100e-15,10,24.4e9,66.65,14.03,-2.675,62.85,62.18,10.04
29,16e-6,100e-15,12,24e9,63.65,14.03,-1.6,57.58,58.51,9.425
29,16e-6,100e-15,14,23.6e9,61.66,14.02,-733.1e-3,52.9,55.2,8.876
29,16e-6,100e-15,16,23.2e9,60.26,14.02,-14.12e-3,50.02,52.96,8.504
29,16e-6,100e-15,18,22.8e9,59.22,14.02,594.4e-3,56.1,57.63,9.279
29,16e-6,100e-15,20,22.4e9,58.38,14.02,1.117,59.94,61.63,9.944
29,18e-6,10e-15,15,25.2e9,59.18,13.64,2.161,60.18,60.75,9.798
29,18e-6,10e-15,10,26e9,65.56,13.66,1.325,53.49,56.78,9.138
29,18e-6,10e-15,12,25.6e9,62.18,13.65,1.718,53.17,56.27,9.054
29,18e-6,10e-15,14,25.2e9,59.95,13.64,2.027,57.43,59.31,9.558
29,18e-6,10e-15,16,24.8e9,58.43,13.64,2.285,60.95,61.14,9.863
29,18e-6,10e-15,18,24.4e9,57.37,13.65,2.506,56.29,58.61,9.442
29,18e-6,10e-15,20,24e9,56.59,13.66,2.701,56.13,58.71,9.459
